timestamp,brief_id,trial,linalg/cholesky_py,status,commit,description
2026-07-29T23:01:29.736135,112,N/A,N/A,brief_start,N/A,"Rebuild the complete shape dispatch around generated CuTe SM100 kernels instead of inherited library paths: specialize resident subgroup POTRF for n<=128, owner-computes supernodes for n=256-1024, and recursive lower-only panels for larger matrices, sharing one TMA/TMEM tile vocabulary and preserving caller-stream and fresh-input semantics."
2026-07-29T23:13:30.455323,112,0,730.837,succeeded,56b23069a21089511603effa356addf758be5cc7,"Rebuilt the stock one-line cuSOLVER submission into the complete generated SM100 shape dispatch: resident specialized n=32/64/128 kernels, owner-DAG and packed-sidecar middle tiers through n=2048/4096, and lower-only right-looking recursion for n>=8192. Full official validation and fresh-input guard passed. Full-grid geomean measured 730.837231 us; key cells were n32=19.503 us, n64=26.288 us, n128=60.760 us, b640/n512=1157.486 us, b60/n1024=898.792 us, b8/n2048=1046.605 us, b2/n4096=1817.648 us, n8192=4885.159 us, n16384=13144.621 us, n32768=38349.176 us."
2026-07-29T23:31:32.401094,112,1,730.658,succeeded,56b23069a21089511603effa356addf758be5cc7,"Same-commit full-grid confirmation of the generated SM100 shape dispatch. All official checks passed again. Geomean measured 730.658067 us versus 730.837231 us initially; small resident cells and large recursive cells were stable, with n32=19.526 us, n64=26.143 us, n128=60.825 us, b640/n512=1160.786 us, b60/n1024=900.772 us, b8/n2048=1046.695 us, b2/n4096=1816.688 us, n8192=4890.117 us, n16384=13144.482 us, and n32768=38329.931 us."
2026-07-30T00:09:54.424692,112,2,N/A,validation_error,a9943a0e29e9b39dd1ac3045f1c1b0e852066321,"Generalized the generated owner-computes dispatch from only ranked batch sizes to every n=256 batch and every non-b640 n=512 batch. Build passed, but official validation found NaN/Inf for b8/n256 dense and b4/n256 low-rank. The broadened n512 path remained finite and passed dense, row-scaled, and tridiagonal cases, though with larger scaled residuals. Logged before repair as required."
2026-07-30T00:31:58.956289,112,3,730.227,succeeded,a564d3f392cdcb2a6885e55ca92e85bf7442262b,"Repaired the failed generalized middle tier by restoring the b64-only n256 owner graph while keeping the generated n512 owner-computes path for every batch except the dedicated b640 pipeline. Official validation and fresh-input guard passed; the n512 test families remained finite and reconstructing. Full-grid geomean measured 730.226854 us, with b16/n512=190.662 us and b640/n512=1163.601 us; other cells tracked the confirmed parent, including n8192=4872.315 us, n16384=13121.386 us, and n32768=38326.784 us."
2026-07-30T00:32:16.596199,112,N/A,N/A,brief_stop,N/A,"Rebuilt the stock cuSOLVER submission into a complete generated SM100 shape dispatch and measured two stable full-grid confirmations at 730.837231 and 730.658067 us, about 2.95x faster than the 2153.690 us baseline. The dispatch uses resident n32/64/128 kernels, owner-computes/packed-sidecar middle tiers, active-grid n2048/n4096 wavefronts, and lower-only right-looking recursion for n>=8192. A generalized n256 owner path failed official validation with NaN/Inf at smaller batches and was logged; restoring shape-local n256 while broadening n512 to all non-b640 batches passed and measured 730.226854 us. Nsight Systems and Nsight Compute both produced no kernels for cached CUDA-graph replay, with diagnostics saved under the trial-1 SHA. Open directions include making n256 launch geometry batch-generic, adding an uncaptured profiling mode to expose owner-DAG kernels, replacing the remaining monolithic 4096 base factor in large recursion, and sharing more TMA/TMEM staging between the n512, n1024, and n2048 tiers."
2026-07-30T00:33:05.973669,112,N/A,N/A,brief_continue,N/A,"Continue from a564d3f: make the n256 owner-computes path batch-generic by diagnosing and correcting its launch geometry and synchronization for small batches, then add an uncaptured diagnostic mode to expose the middle-tier kernels to nsys or ncu and use those findings to share staging across n512/n1024 without disturbing the validated shape dispatch."
2026-07-30T00:33:28.608424,112,N/A,N/A,brief_start,N/A,"Continue from a564d3f: make the n256 owner-computes path batch-generic by diagnosing and correcting its launch geometry and synchronization for small batches, then add an uncaptured diagnostic mode to expose the middle-tier kernels to nsys or ncu and use those findings to share staging across n512/n1024 without disturbing the validated shape dispatch."
2026-07-30T00:37:05.088113,112,4,N/A,validation_error,f3dce85ba8d105ab5115299cb4663bdd885fe995,"Replaced the n256 kernels' hard-coded bitwise b64 mapping with batch-divmod launch indexing, keyed launcher caches by (queue,batch), broadened n256 dispatch to all batches, and added an AUTOCUDA_UNCAPTURED diagnostic path. Build passed, but kernelguard classified the helper's diagnostic early return as cached-output replay and stopped validation before GPU execution. Logged before restructuring the diagnostic branch."
2026-07-30T01:09:38.176491,112,5,735.913,succeeded,3e2f9f8bb219bb104325c39f8d3bdaa47a906362,"Completed batch-generic n256 owner-computes dispatch. Kernels now use batch-aware quotient/remainder indexing and stream+batch launcher keys. To remove the remaining small-batch cross-CTA sidecar race, both rank-k phases read committed FP32 factor tiles directly and accumulate with FP32 MathDx. Official validation and fresh-input guards passed for b8 dense and all six fresh cases plus b4 low-rank. Full-grid geomean was 735.912674 us; n256 rose from about 80.4 to 92.473 us while all other dispatches remained near the parent."
2026-07-30T03:00:18.718038,112,6,734.287,succeeded,934a8e0864e2a74055225c221d3d4e45fc102972,"Added AUTOCUDA_UNCAPTURED diagnostic execution for n256/n512/n1024 with explicit cudaProfiler ranges, producing reusable nsys captures. The n512 capture attributed 57.1% to eight update owners and 42.9% to seven panel owners; n1024 attributed 51.5% to factor diagonal/panel kernels, about 22% to panel solves, 9.6% to rank-k, and the rest to preparation/update launches. Reused the existing generic LD-aware 64x64 cp.async pair staging primitive in n512 panel owners, matching the n1024 vectorized staging vocabulary. Full validation and fresh-input guards passed. Full-grid geomean measured 734.287310 us; b16/n512 improved from 191.094 to 172.702 us, b60/n1024 measured 893.957 us, and n256 remained 92.867 us."
2026-07-30T03:11:56.159361,112,7,737.945,succeeded,934a8e0864e2a74055225c221d3d4e45fc102972,"Same-commit confirmation after shared asynchronous n512 staging and uncaptured diagnostics. Full grid passed again at 737.944535 us. The target b16/n512 remained improved at 173.338 us versus 190.662 us before shared staging, while b640/n512 and unrelated large cells showed adverse run-wide noise (1206.388 us and n8192=4917.014 us), moving aggregate above the first 734.287310 measurement. n256 measured 94.884 us with the batch-generic FP32 synchronization path."
2026-07-30T03:12:30.165567,112,N/A,N/A,brief_stop,N/A,"Continuation completed on 934a8e0864e2a74055225c221d3d4e45fc102972. Diagnosed the n256 small-batch failure as two independent issues: four kernels hard-coded b64 sample/task bit arithmetic, and their FP16 sidecar consumers could race cross-CTA producers at small batches. Batch-aware quotient/remainder indexing plus stream+batch launcher keys fixed geometry; direct FP32 factor-tile rank-k staging removed the remaining race. Full official validation and all fresh-input cases pass for generic b4/b8/b64 n256, at a measured n256 cost of 92-95 us versus about 80 us for the b64-specialized FP16 path. Added AUTOCUDA_UNCAPTURED diagnostic execution with explicit cudaProfiler ranges for n256/n512/n1024. Captures show n512 update owners at 57.1% and panel owners at 42.9%; n1024 factor kernels at 51.5%, solve kernels about 22%, rank-k 9.6%, and small update/preparation launches otherwise. Shared the existing LD-aware vectorized cp.async pair loader into n512 panel owners; b16/n512 improved from 190.662 to 172.702/173.338 us. Full-grid measurements were 734.287310 and 737.944535 us under substantial run-wide noise, versus 735.912674 before shared staging and 730.226854 before generic n256. Profiles are stored under the final SHA. Open directions include recovering n256 FP16 speed with explicit producer completion counters or a fused owner kernel, fusing n1024 diagonal+panel kernels (51.5% of captured time), and reducing n1024's nine small update launches using the n512 owner scheduler."
