timestamp,brief_id,trial,linalg/qr_v2,status,commit,description
2026-07-07T00:46:20.768713,4,N/A,N/A,brief_start,N/A,"Make n=512 bulk updates tile-stationary across panel epochs: keep each far-trailing C tile resident in TMEM or shared storage, apply several successive FP32-NB16 compact-WY transforms with compensated tcgen05/TMA before one global writeback, while a lead-panel CTA advances near columns and catches lagging tiles up before they become panel-adjacent."
2026-07-07T01:09:11.784649,4,0,1478.103,succeeded,a3492e07713e3bc8099068c0d0e6dd6e8761ac2b,"Implemented a real WAVE148 tile-stationary multi-panel path: each matrix owner keeps C[:,384:512]^T in a 512-column Blackwell TMEM allocation across the first 24 NB16 epochs, retaining rows 480:512 in shared memory to reserve TMEM workspace for W=C^T V. Plain-TF32 tcgen05 consumes TMEM directly for W and accumulates the rank-16 correction back into TMEM; the global queue updates only cols below 384 and the owner performs one catch-up flush before factor_panel(384). All 22 tests and all differential, invariance, and off-grid guards passed. Dense n512 improved from parent 25887.552 to 24453.288 us (5.54%); geomean improved from 1482.724917 to 1478.103218 us."
2026-07-07T01:21:04.867335,4,1,N/A,runtime_error,a3492e07713e3bc8099068c0d0e6dd6e8761ac2b,Focused NCU profiling of the full-valid tile-stationary commit was blocked before kernel launch because sudo dropped the venv CUDA 13 NVRTC builtins path; the profiled child could load libnvrtc.so.13 but not libnvrtc-builtins.so.13. The prior nsys capture succeeded at 24.116 ms resident-kernel time. Retrying the unchanged commit with the discovered venv cu13 library directory explicitly forwarded through the read-only profiler harness.
2026-07-07T01:41:02.707581,4,2,1473.840,succeeded,d3e3512131fe70785b1c038837a5acfa69790a68,"Removed the owner stationary update global V/T restage: immediately after factor_panel and the publication barrier, tcgen05 now consumes the owner CTA live column-major panel plus its shared T, reconstructing implicit V zeros/ones through panel_v. Expanded resident C from 480 to 496 TMEM rows and cut the FP32 shared tail from 32 to 16 rows, leaving exactly 16 TMEM columns for W. Full validation and every guard passed. Dense n512 improved from 24453.288 to 23908.119 us (2.23%); geomean improved from 1478.103218 to 1473.839509 us. Versus parent 19c7f this is 7.65% faster on dense n512."
2026-07-07T02:01:05.450794,4,3,1472.427,succeeded,ab6f03474002a359b0d1a4fa5441e11ac1a6fde9,"Split the 256-thread CTA into concurrent named-barrier warpgroups during stationary epochs. Lower 128 threads issue the TMEM A-operand W product and in-place correction; upper 128 atomically claim the first global queue task and stage its V/T into a disjoint buffer. One full CTA join exposes the prefetched task to the 256-column SIMT updater, after which the ordinary queue drains any remainder. Added 33 KiB shared staging but retained one WAVE148 owner per SM. Full validation and all guards passed. Dense n512 improved from 23908.119 to 23297.670 us (2.55%); geomean improved from 1473.839509 to 1472.427420 us. This is 10.00% faster than parent dense 25887.552 us."
2026-07-07T02:20:28.672710,4,4,1477.136,succeeded,67f16b290be68968d50674534391c0286bb7384a,"Replaced the upper warpgroup 128-thread V/T prefetch loops with two mbarrier-tracked cp.async.bulk shared::cta.global transfers, using the Blackwell bulk/TMA engine while the lower warpgroup applies the stationary TMEM update. Full validation and all guards passed. Dense n512 measured 23302.669 us versus 23297.670 us for software staging, a neutral 0.02% difference showing the V/T transfer was already hidden by the stationary work. Full geomean measured 1477.136272 us; untouched-route variance accounts for the broader regression versus 1472.427420."
2026-07-07T02:34:30.995912,4,5,1479.410,succeeded,5d7bc39218a66d97e413e523bbb90bd69d595f93,"Added strict three-term compensated TF32 tcgen05 to both stationary products. For W=C^T V, tcgen05.ld8 extracts resident FP32 C so the kernel accumulates C_hi*V_hi + C_hi*V_lo + C_lo*V_hi; the in-place C correction applies the analogous W_hi*V_hi + W_hi*V_lo + W_lo*V_hi. cp.async.bulk queue prefetch remains overlapped. Full validation and all guards passed. Dense n512 measured 24705.408 us and geomean 1479.409654 us, 6.02% slower than plain bulk-staged stationary at 23302.669 us but still 4.57% faster than parent dense 25887.552 us."
2026-07-07T02:49:02.931713,4,6,1473.537,succeeded,244bb13353618c374d6954386330388fd69e6d22,"Isolated compensated math by restoring plain TMEM-A TF32 for the long W=C^T V reduction while retaining three-term TF32x3 on the short rank-16 C correction. This removes per-K tcgen05.ld8 resident-C residual extraction and two extra W MMAs. Full validation and all guards passed. Dense n512 improved from strict 24705.408 to 23676.178 us; geomean improved from 1479.409654 to 1473.537097 us. Relative to plain bulk-staged stationary at 23302.669 us, correction-only compensation costs 1.60%, while the removed W compensation accounted for about 1.03 ms of strict overhead."
2026-07-07T03:11:01.233958,4,7,1472.067,succeeded,b3f1e73b4bd23bc0967320b70bf2da381ff8a70b,"Added low-overhead CTA0 globaltimer counters for local panel work, overlapped stationary/TMA plus first queued update, remaining queue drain, stationary tile load, and catch-up flush; one 8xint64 tensor exposes results. Full validation and all guards passed. Dense n512 measured 23802.487 us and geomean 1472.067015 us. One-shot B640 counters over five waves/120 stationary epochs: panel 9.386 ms; stationary+TMA+first update 7.241 ms; residual queue 3.251 ms; resident load 0.096 ms; flush 0.022 ms. Stationary+queue totals 10.492 ms versus the earlier independent NB16 update wall of 15.598 ms, while load+single-flush is only 0.118 ms."
2026-07-07T03:27:57.189911,4,8,1474.236,succeeded,3f46a0e286aaea0bfc2783c0babd3c33493c16eb,"Extended tile stationarity through late panels with just-in-time catch-up: after panel 368, each epoch keeps later columns in TMEM, zeros corrections for already-consumed lanes, and flushes only the next 16-column panel before the following factorization instead of writing the full 128-column slab. Full validation and all guards passed. Dense n512 measured 23971.685 us and geomean 1474.235562 us. Phase counters over five waves changed from wholesale-flush panel/stationary/queue/load/flush 9.386/7.241/3.251/0.096/0.022 ms to 9.325/7.743/2.882/0.095/0.030 ms across 155 stationary epochs: 0.369 ms less queue work but 0.502 ms more TMEM correction, a net 0.133 ms update regression matching the measured 0.169 ms dense regression."
