timestamp,brief_id,trial,linalg/qr_v2,status,commit,description
2026-07-07T04:14:58.428689,5,N/A,N/A,brief_start,N/A,"Combine ff5d40's 32-warp cooperative NB16 panel/transpose core with ab6f034's multi-epoch stationary-TMEM trailing slab and overlapped V/T prefetch, preserving the fast panel reductions while amortizing bulk compact-WY loads/stores in one fused n=512 megakernel."
2026-07-07T04:28:14.729853,5,0,1424.905,succeeded,03814c2de,"Combined ff5d40's 32-warp cooperative NB16 panel/T core with ab6f034's multi-epoch stationary TMEM slab in one 1024-thread CTA per matrix. Warps 0-3 retain columns 384:512 across the first 24 panels and apply plain-TF32 tcgen05 transforms while warps 4-31 concurrently update columns below 384; one catch-up flush precedes panel 384. All official, differential, invariance, and off-grid guards pass. Dense n512 improved from ff5d40 18684.613 to 16218.032 us (13.20%); full geomean improved from 1442.636776 to 1424.905324 us."
2026-07-07T04:39:42.259593,5,1,N/A,runtime_error,03814c2de,Focused NCU of the full-valid combined commit failed before kernel launch because the profiler's sudo child could load libnvrtc.so.13 but not libnvrtc-builtins.so.13.0 after dropping the venv CUDA 13 library directory. The prior nsys capture succeeded at 15.926 ms fused-kernel time; retrying the unchanged commit with the cu13 library directory explicitly forwarded.
2026-07-07T04:56:08.183105,5,2,1428.761,succeeded,00ae3cccf,"Reserved four of each 32 near-column ownership slots for the tcgen warpgroup so warps 0-3 could join the SIMT update after completing the stationary transform, while warps 4-31 began immediately. Full validation and all guards pass. Dense n512 regressed from 16218.032 to 16614.864 us (+2.45%) and geomean from 1424.905324 to 1428.761481; the delayed reserved columns show the stationary group is later than the 28-warp near update."
2026-07-07T05:16:04.677177,5,3,1428.797,succeeded,5d1214a1e,"Restored the 28-warp/4-warp overlap and flushed the stationary slab after panel 336, routing panels 352 and 368 through the original all-32-warp FP32 SIMT update. This removes 50 late tcgen05 MMAs. Full validation and all guards pass. Dense n512 measured 16302.464 us, 0.52% slower than the 16218.032-us full-24-epoch stationary path; geomean was 1428.796571 amid unrelated-route variance, so the last two stationary epochs remain cheaper than two full slab updates."
2026-07-07T05:29:49.170776,5,4,1424.885,succeeded,66f1f2fef,"Restored all 24 stationary epochs and reordered the short rank-16 correction to stage each 128x8 W slice once, fill Blackwell tcgen05 collector::a, reuse it for the middle two 128-row C slices, and lastuse it on the fourth. This cuts correction A staging 4x while preserving exact arithmetic. Full validation and all guards pass. Dense n512 improved from 16218.032 to 16174.066 us (0.27%); full geomean was effectively neutral/slightly better at 1424.884656 versus 1424.905324."
2026-07-07T05:40:28.829371,5,5,1429.033,succeeded,0307f6c1a,"Replaced per-K four-warp W staging and two 128-thread named barriers with one producer warp, four rotating shared B stages, warp synchronization, and one final 128-thread join before tcgen commit. Full validation plus all guards pass, proving the four-stage operand lifetime safe, but dense n512 regressed from collector trial 16174.066 to 16446.036 us (+1.68%) and geomean to 1429.032522; four-warp staging throughput outweighs the removed barriers."
2026-07-07T05:56:42.323719,5,6,1427.071,succeeded,5987ca538,"Restored all four W producer warps, retained four rotating shared B stages, and removed the post-MMA named barrier so each slice has only the producer-ready barrier before lane0 issues the naturally pipelined tcgen05 MMA. Full validation and all guards pass. Dense n512 improved from collector trial 16174.066 to 16077.039 us (0.60%) and from initial combine 16218.032 by 0.87%; full geomean was 1427.070824 amid untouched-route variance."
2026-07-07T06:11:45.470729,5,7,1425.964,succeeded,6dfd25d94,"Added two disjoint activation stages and four disjoint B stages for the eight rank-16 correction MMAs, preserving collector fill/use/lastuse while removing the post-MMA barrier for each 128-row slice. Full validation and all guards pass. Dense n512 measured 16111.164 us versus 16077.039 us for the W-only rotating pipeline (+0.21%, within noise); geomean was 1425.964105, so correction barrier removal did not reproduce the W-side gain."
2026-07-07T06:25:31.541391,5,8,1426.170,succeeded,47a76698e,"Packed the active live panel once per epoch into a 31 KiB tcgen K-major B slab using all 1024 threads, then let lane0 issue the entire TMEM-A W projection without any per-K producer barriers. Full validation and all guards pass. Dense n512 measured 16147.808 us, 0.44% slower than the 16077.039-us four-warp rotating-stage best; full geomean 1426.169712. The zero-barrier projection gain was offset by a CTA-wide pack barrier delaying all 28 near-update warps."
