timestamp,agent_id,brief_id,iteration,linalg/eigh_py,status,commit,description
2026-06-26T23:01:30.187556,3,,N/A,255036.825,baseline,424ba1894086c62cf94a0a6f2dd28dcb2c758ace,baseline
2026-06-26T23:26:21.459542,3,0,N/A,N/A,brief_start,N/A,"Exploit input structure plus the loose normwise tolerance, since one timed call shares a single structure. Add a cheap per-call detector (offmass = ||A||_1 - ||diag||_1) routing diagonal/zero/identity batches to exact O(n^2) shortcuts (eigenvalues = sorted diagonal, Q = permutation/identity) — a large win on the n=4096 diagonal shape. For dense rows, run a GEMM-heavy approximate eigensolver whose accuracy is rescued cheaply by ONE FP32 Newton-Schulz orthonormalization of Q (the binding orthogonality gate) plus FP32 Rayleigh-quotient L."
2026-06-26T23:33:38.246891,3,0,0,292760.523,succeeded,36f97df618d0ac869aecefe9f64a802ca86cf01d,"Structure detector (offmass via abs().sum) routes diagonal rows to exact O(n^2) sort+permutation shortcut; dense rows fall back to cuSOLVER eigh. Validates (39/39). Benchmark REGRESSED to 292760us vs 255037 baseline: detector overhead (full abs().sum over batch + .all()/.any() CPU syncs + index machinery) tripled the small-n shapes (shape0 4586->13725, shape1 19410->28549). Large dense shapes ~unchanged (cuSOLVER). Need to make detector near-free, esp avoid syncs on small-n."
2026-06-27T00:24:26.551547,3,0,1,55711.212,succeeded,b72e3454642ea3697c4004ae3343c15d2bf1ec12,"Near-free detector (one fused abs-sum reduction + single host sync only for all-diagonal case) + cuSOLVER dense. Validates 39/39. Harness benchmark=55711us. IMPORTANT CONTENTION FINDING: I A/B-measured the PLAIN baseline (torch.linalg.eigh) on my exclusive GPU right now = 54112us, NOT 255037. The manager baseline (255037) was measured under heavy fleet contention (all workers active), inflating it ~4.7x. So this 55711 is NOT a real 4.5x win vs plain eigh; under equal clean conditions the detector is a ~3% REGRESSION vs plain eigh (55711 vs 54112). Local-to-local comparisons across workers are only valid at equal fleet load. Real target to beat = ~54000us clean. Per-shape clean baselines: n32=140us n176=5760 n352=17138 n512b640=171287 n1024b60=105889 n2048=158928."
2026-06-27T00:32:19.377570,3,0,2,55577.240,succeeded,c1d43e1a76bff2011f99eb0f0d69a9400325d7a2,"Per-matrix structure router: classifies each matrix in the batch by off-diagonal fraction, routes diagonal rows to O(n^2) shortcut (index_select/index_copy), dense rows to cuSOLVER. Completes the structure-detection half of the brief. Validates 39/39. Benchmark=55577us == iteration2 (55711) == clean baseline (54112), i.e. BENCHMARK-NEUTRAL. The mixed benchmark shapes (6,7) did NOT speed up (shape6 164036 vs clean-baseline 163516) because the mixed profile rarely emits pure-diagonal members and the routing overhead cancels any savings. CONCLUSION: structure routing helps only non-benchmark shapes (n=4096 diagonal test). The benchmark geomean is fully dominated by dense n=512/n=1024 cuSOLVER cost; a real win requires beating cuSOLVER on dense, i.e. tensor-core algorithm."
2026-06-27T00:42:40.526511,3,0,3,N/A,validation_error,0a2bfc5a389232dcf11c4fa484f6c7180db2ba74,"GEMM-heavy 1-level spectral divide-and-conquer dense path: GEMM-only median (sign-bisection) + sign(A-sigmaI) via batched NS quintic + QR-extracted invariant-subspace bases U+/U- + cuSOLVER on n/2 halves + ONE FP32 NS orthonormalization + FP32 Rayleigh L. MEASURED: FAILS validation on every dense shape (n=512 test3 eigen-residual scaled=8170 vs gate 200; n=1024 scaled=3820; n=2048 scaled=2120). Root cause: the NS matrix-sign converges too slowly near the median split (eigenvalues near sigma stay ~0 under the sign map), so U+/U- are NOT invariant subspaces and Q^T A Q is far from diagonal; recursion would be needed but compounds cost. Also (microbenched) the component costs make it non-viable even if accurate: full QR=4210ms (7x full eigh 569ms!), 2x half-eigh=307ms (only 1.85x cheaper than full, not 4x), eigvalsh-median=465ms, sign(12it)=90ms. Pure-PyTorch GEMM eigensolver cannot beat cuSOLVER: orthonormalization must avoid QR (uses cuSOLVER, 7x cost) and NS-orth needs ~16 iters to converge; no headroom."
2026-06-27T00:52:52.659648,3,0,N/A,N/A,brief_stop,N/A,"Brief explored exhaustively. BEST WORKING HEAD = c1d43e1a (per-matrix structure router + cuSOLVER dense), validates 39/39, benchmark 55577us. TWO MAJOR FINDINGS the manager must act on: (1) CONTENTION ARTIFACT: I A/B-measured plain torch.linalg.eigh on an exclusive GPU = 54112us, NOT the 255037us baseline. The manager baseline was measured under heavy fleet load (~4.7x inflation). So my 55577us is NOT a real ~4.6x win - under equal clean load my router is benchmark-NEUTRAL (~+3% vs plain eigh from detector overhead). Cross-worker local comparisons are only valid at equal fleet load; the manager should re-measure the baseline AND every candidate back-to-back under identical load before ranking. Real target to beat = ~54000us clean. (2) PURE-PYTORCH GEMM EIGENSOLVER IS NON-VIABLE (built+measured, iteration3=commit 0a2bfc5a, validation_error): 1-level spectral-split (NS matrix-sign + QR subspaces + cuSOLVER halves + FP32 NS finish + Rayleigh L) fails accuracy on all dense shapes (n=512 eigen-residual 8170x over gate) because NS-sign converges too slowly near the median split so the subspaces aren't invariant. Component microbench proves NO headroom even if accurate: full QR=4210ms = 7x full eigh(569ms)!; NS-orthonormalization needs ~16 iters; 2x half-eigh=307ms is only 1.85x cheaper than full (cuSOLVER cost isn't pure n^3). The structure-detection half of the brief is correct but only helps NON-benchmark shapes (the n=4096 diagonal shape is in tests:, not benchmarks:; mixed benchmark shapes rarely contain pure-diagonal members). RECOMMENDATION: the eigh benchmark geomean is fully dominated by SIMT-bound serial cuSOLVER on dense n=512/n=1024 (profile-confirmed: sytrd/symv/gemv/laed, zero tensor-core). Beating it REQUIRES a custom-CUDA tensor-core batched solver (the block-Householder/Jacobi/sign-D&C kernels workers 1/2/4 own) - pure PyTorch (bmm/QR/eigh/solve) cannot, because every orthonormalization primitive except bmm is itself a cuSOLVER call as slow as or slower than eigh. Suggest next brief for me: a custom load_inline kernel (e.g. SMEM-resident batched Jacobi for the small/medium-n shapes n<=176 that DO fit in 228KB SMEM), or fold my structure-router onto whichever worker's dense tensor-core solver wins."
2026-06-27T00:56:59.054706,3,1,N/A,N/A,brief_start,N/A,"Settle the question the whole search hinges on: can a GEMM-ONLY (torch.bmm in FP16/BF16/TF32, FP32 accumulate) spectral solver beat ~54k us clean on the dominant n=512 b=640 dense shape? Build a LEAN, FIXED-iteration matrix-sign / Newton-Schulz spectral splitter using ONLY bmm + cheap elementwise — strictly NO torch.linalg.eigh/qr/solve/cholesky in the hot path (W3 proved that cuSOLVER glue is itself eigh-slow). Per-matrix norm prescale; a few fixed sign iterations to form projector (I+sign)/2; deflate via bmm; finish with bmm-only FP32 Newton-Schulz orthonormalization + Rayleigh-quotient L. Commit and benchmark each iteration even if slow/inaccurate at first — the committed n=512 timing AND normwise residual are the datapoint. Emit FP32 Q, ascending L."
2026-06-27T01:03:24.529069,3,1,0,N/A,validation_error,caa2e8030e020e3be756911718c0a5bfcfc6af90,"PROBE iter1: recursive bmm-only spectral D&C (NS-quintic sign 12it -> projector -> NS-orth bases 12it -> project -> recurse to 2x2 closed form; FP32 NS finish + Rayleigh L). N512 b640 DATAPOINT: time=1435ms (8x SLOWER than clean eigh 171ms), eig_resid=0.42, orth_resid=2.90 (both FAIL; gates eig<0.012 orth<3.1 but scaled orth_resid=2.9 raw is way over). Two problems: (1) SLOW: deep recursion makes 1023 Python _dc calls with hundreds of tiny launch-bound bmms at deep levels (n=2,4,8). (2) INACCURATE: NS-orth of projector leading-columns doesn't converge (orth_resid 2.9 means Q far from orthonormal; 2 finish-NS steps cannot rescue an assembled Q that far off). Next: breadth-first single-batched-call-per-level to kill launch overhead, and fix orthonormalization (the projector leading-k columns are rank-deficient/ill-conditioned so NS-orth stalls)."
2026-06-27T01:16:00.619160,3,1,1,N/A,validation_error,461ccd7f0ea2c3f7b4edfd7387ebdcddf749802f,"PROBE iter2: breadth-first bmm-only spectral D&C (one batched bmm call per split level over all 2^level blocks stacked into the batch; sign10+orth10 per level, per-level full [I-P|P] NS-orthonormalization, 4 levels, identity leaf). SPEED DATAPOINT n512 b640 = 280ms (vs clean eigh 171ms harness / 569ms microbench): the bmm-only pipeline is ~1.6x SLOWER than harness-clean-eigh and only ~2x faster than microbench-eigh -- and that is WITH a trivial identity leaf (no real leaf solver). ACCURACY: eig_resid=0.43, harness fails every shape (scaled 1000-122000x over gate). DECISIVE STRUCTURAL FINDING (proven separately with EXACT components - exact median via eigvalsh, exact sign via eigh, exact QR bases): a bmm-only spectral D&C, which MUST recurse fully because eigh is banned, has eig_resid that JUMPS from 0.0095 (1 split + eigh-on-256-halves, would pass) to 0.369 at >=2 split levels and PLATEAUS there for 2..7 levels - INDEPENDENT of sign/orth/precision. Root cause: after the first split the sub-block UpT A Up has ~1% invariant-subspace leak; splitting it again at its (now-meaningless) median mixes the already-leaky directions and the error saturates ~0.37. The split structure ONLY clears tolerance with <=1 split followed by eigh on the halves (=W2's approach, which W3 already proved is eigh-slow). CONCLUSION: the fully-bmm-only spectral solver lineage is RETIRED on both axes - cannot clear the 0.0122 eigen gate at any recursion depth, and isn't decisively faster than eigh even ignoring accuracy."
