timestamp,brief_id,trial,linalg/cholesky_py,status,commit,description
2026-07-19T20:40:32.654395,57,N/A,N/A,brief_start,N/A,"Combine the profiler-guided n=128/n=512/n=2048 global-best stack with the hosted-profiled n=1024 MathDx factorization candidate. Import only n=1024 gather/scatter, factor/TRSM operators, workspace state, and launch binding while preserving the LD40/LD36 n=512 path, 32x16 n=2048 wavefront, direct-FP32 rank-k, deterministic n=256, all other dispatches, caller-stream semantics, cache resets, fresh inputs, and the full grid."
2026-07-19T20:53:24.676784,57,0,884.261,succeeded,4ceed40084cf3fc2a48a7df144a5a4851778cd64,"Combined the profiler-guided n128/LD40-LD36 n512/multi-CTA n2048 parent with the exact hosted-profiled two-CTA batch60 n1024 MathDx factor path as a two-parent merge, importing only n1024 gather/scatter, compact workspace, factor/TRSM operators, launch cache, and specialized rank-k state. Wrapped build, all 17 tests, fresh-input guard, and all 15 cells passed; aggregate measured 884.261 us and batch60 n1024 measured 1651.800 us. Mandatory hosted index7 profile on exact commit succeeded at 2026-07-19T20:48:32Z as Brev job 826c6152667a4452af5bf04a4891e09c; factor measured 218.78 us, grid120/block128, 168 registers/thread, 49.16 KiB shared, 6.24% occupancy, 90.58% no-eligible cycles, 30.6% CTA-barrier stalls, and 1.7-way shared load/store conflicts. Canonical artifact: autocuda/profiles/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-57-trial-0-4ceed40084cf3fc2a48a7df144a5a4851778cd64.ncu-rep."
2026-07-19T21:06:45.162419,57,1,N/A,runtime_error,623ee8a8668e48085c484487bb6e28a196d83283,"Raised the shared two-CTA 256x256 MathDx factor specialization from 128 to 256 threads so each occupied SM would carry eight rather than four active warps against the integrated profile's 90.58% no-eligible cycles and 30.6% CTA-barrier stalls. Wrapped build and all official tests/fresh-input guards passed, but the full ranked benchmark emitted no results for 654.361 seconds and was terminated; no aggregate metric was produced."
2026-07-19T21:15:01.138027,57,2,865.590,succeeded,6c6168b2077f3b27fa2c36fe298b9ae5976ef44b,"Restored the profiled 128-thread factor block after the 256-thread timeout, then removed the full-CTA barrier immediately before worker0's cross-CTA arrival wait; each active CTA still completes its local store barrier/threadfence/publication, and the following barrier still releases threads after worker0 observes all panel completions. Wrapped build, all 17 tests, fresh-input guard, and all 15 ranked cells passed. Batch60 n1024 improved from 1651.800 to 1563.305 us, batch64 n256 improved from 133.289 to 125.290 us, and aggregate reached 865.590 us versus 884.261 us integration."
2026-07-19T21:23:06.847398,57,3,864.905,succeeded,faa4ad3ec624909ef52556856212ca8bd345ba19,"Applied hosted-profile-guided LD72 padding only to the two heavily reused FP16 64x64 rank-k operands while keeping FP32 factor/panel tiles compact at LD64 and retaining the barrier-trimmed two-CTA protocol. Wrapped build, all tests, fresh-input guard, and all 15 cells passed. Batch60 n1024 improved from 1563.305 to 1555.968 us, batch64 n256 improved from 125.290 to 121.035 us, and aggregate reached 864.905 us versus 865.590 us."
2026-07-19T21:29:47.849334,57,4,857.546,succeeded,4fc76714da03611278a7996566b4787efb6031f1,"Extended the hosted-profile-guided padding to the FP32 64x64 factor and panel operands at LD68 while retaining LD72 FP16 rank-k operands and the barrier-trimmed two-CTA protocol. All MathDx leading dimensions and cooperative loads/stores were updated consistently. Wrapped build, all tests, fresh-input guard, and full grid passed. Batch60 n1024 improved from 1555.968 to 1514.451 us, batch64 n256 improved from 121.035 to 116.008 us, and aggregate reached 857.546 us versus 864.905 us."
2026-07-19T21:35:22.712758,57,5,849.524,succeeded,4ff7d03d6d9983da6479393b70730929c56bcf93,"Replaced the cumulative per-matrix panel-arrival counter with a worker1 epoch token: worker1 publishes its fenced panel completion once per stage, worker0 waits only on stages where worker1 owns a panel, and worker0 no longer atomically publishes or resets its own completion. The 120-block residency-safe grid, diagonal token, LD68/LD72 operands, and final release barrier remain. Wrapped build, all tests, fresh-input guard, and full grid passed. Batch60 n1024 improved from 1514.451 to 1484.850 us, batch64 n256 improved from 116.008 to 110.525 us, and aggregate reached 849.524 us versus 857.546 us."
2026-07-19T21:40:11.138614,57,6,849.757,succeeded,28a36b9af20cb4fb18e9f8de5a0c8d99f5f28a81,"Narrowed the diagonal-publication completion barrier to worker0 only, allowing worker1 to enter its token wait immediately while worker0 still synchronizes all diagonal stores before threadfence/publication. Wrapped build, all tests, fresh-input guard, and full grid passed. Batch60 n1024 measured 1485.930 versus 1484.850 us and batch64 n256 measured 110.797 versus 110.525 us; aggregate was 849.757 versus 849.524 us."
2026-07-19T21:46:26.521931,57,7,858.458,succeeded,42f1c1513bb386eb3aa1a1bb3afcb23e58af5de8,"Restored the winning unconditional diagonal-publication barrier and widened only FP32 factor/panel operands from LD68 to LD72 while retaining LD72 half operands and epoch-token synchronization. Wrapped build, all tests, fresh-input guard, and full grid passed. Batch60 n1024 regressed from 1484.850 to 1516.705 us, batch64 n256 regressed from 110.525 to 116.107 us, and aggregate measured 858.458 versus 849.524 us."
2026-07-19T21:52:08.487687,57,8,848.293,succeeded,0345b5df4723e7cb4edd13be544e290cd38cd1e3,"Restored the winning FP32 LD68 layout and widened only FP16 rank-k operands from LD72 to LD80, retaining epoch-token synchronization and the full publication barrier. Wrapped build, all tests, fresh-input guard, and full grid passed. Aggregate sampled at a brief-low 848.293 us versus 849.524 us for LD72, while the directly affected cells measured slightly slower: batch60 n1024 1487.930 versus 1484.850 us and batch64 n256 111.481 versus 110.525 us."
2026-07-19T21:57:19.063564,57,N/A,N/A,brief_stop,N/A,"Combined both parents and drove aggregate from the 873.487-us first parent / 893.540-us second parent to 848.293 us at exact validated, hosted-profiled commit 0345b5df4723e7cb4edd13be544e290cd38cd1e3. Trial0 integration measured 884.261 us and batch60 n1024 1651.800 us; 256-thread factor blocks timed out after 654 s; removing a redundant completion barrier reached 865.590/1563.305; LD72 half padding reached 864.905/1555.968; FP32 LD68 padding reached 857.546/1514.451; per-worker epoch publication reached 849.524/1484.850; narrowing the diagonal barrier was flat at 849.757/1485.930; FP32 LD72 regressed to 858.458/1516.705; half LD80 sampled at 848.293/1487.930. Mandatory final hosted index7 profile started 2026-07-19T21:52:28.468Z and succeeded as Brev job 5d7f3dd9a9c942baaaf3c65caf05dede; canonical artifact autocuda/profiles/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-57-trial-8-0345b5df4723e7cb4edd13be544e290cd38cd1e3.ncu-rep. Versus integrated trial0, factor time fell 218.78 to 201.12 us, shared load conflicts fell 1.7-way/1,370,880 to 1.2-way/295,680, stores fell 1.7-way/230,400 to 1.3-way/76,800, excessive shared wavefronts fell 37% to 12%, and the 30.6% CTA-barrier diagnosis disappeared; no-eligible remains 89.95%, registers remain 168, shared rises to 55.30 KiB, occupancy remains 6.24%, and grid120 still leaves 28/148 SMs idle. Keep this moving with an independent n1024-only 32-wide or split 64x32 factor operator to lower registers/shared, a residency-safe way to use the 28 idle SMs, fused gather/factor/scatter to remove the two approximately 12-us copies, and a fused or alternative TRSM path for the profiled approximately 139-us memory-heavy solve. A direct LD72-vs-LD80 hosted comparison is also open when quota permits."
