timestamp,brief_id,trial,linalg/cholesky_py,status,commit,description
2026-07-20T17:04:00.181989,89,N/A,N/A,brief_start,N/A,"Combine the current small-shape global leader with the strongest measured n=256 split-graph candidate. Import only the scoped-metadata 2-D sample/task grids, 32-column LD36 initial/middle/final solves, and narrowed shared-address update loaders that reached a 62.592-us floor, preserving all n=512-and-larger winners, caller ordering, caches, fresh inputs, and the full grid."
2026-07-20T17:12:15.058572,89,0,760.395,succeeded,985e30e6aad26390564900a5c2c723b3acea693d,"Merged only fb00acc's scoped batch64/n256 lineage onto the 9eb5fd3 small-shape leader: two-dimensional sample/task grids, scoped factor metadata, LD36 32-column initial/middle/final solves, split final update/factor, and narrowed 32-bit shared-address update loaders. The merge preserved the first parent's n32/n64/n128 paths, every n512-and-larger path, caches, caller queue ordering, and fresh-input behavior. Exactly wrapped build passed; wrapped Modal validation passed all 17 official tests and the six-case fresh-input guard; all 15 active benchmark cells passed. Full-grid geomean measured 760.395 us versus first-parent 756.996 and second-parent 764.863. Exact batch64/n256 measured 66.010 us mean with 62.208 us best, improving the imported parent's 62.592-us clean floor by 0.384 us in this run; n32/n64/n128 measured 16.366/21.192/56.068 us."
2026-07-20T17:41:30.829194,89,1,777.772,succeeded,5deef5389098e8e1bdf04ec4d156e7e926f7f7e0,"Profile-guided Trial1 capped only the dominant n256 initial half-panel stage at 64 registers, targeting the authorized parent profile's 72-register/shared-limited 43.75-percent theoretical occupancy. Wrapped build, all 17 tests, six-case fresh-input guard, and all 15 cells passed. Target measured 79.345 us mean/64.012 best versus Trial0 66.010/62.208; aggregate measured 777.772 us versus 760.395, with broad untouched-cell drift and one 3.027-ms target outlier. The clean target floor moved 1.804 us slower, consistent with the lower cap increasing dependency/spill cost rather than repaying an eighth resident block. The manager-authorized sole hosted profile pinned exact Trial0 commit 985e30e6aad26390564900a5c2c723b3acea693d/index3: request 2026-07-20T17:13:12.901552799Z, wrapper lock 17:13:21.388942Z, hosted created 17:13:23.504005Z, started 17:15:01.334935Z, ended 17:31:21.411636Z, released 17:31:28.206656Z, job 072bc81ef6094b4f9f70c82aa724f2ff. HEAD/blob/SHA256 matched 985e30e6/d90aaa23/6e64beaafebfdc6401816fa5e9e0336f120a829b25c54d5f8719d9b44f80a2ee. Canonical artifacts are autocuda/profiles/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-89-trial-0-985e30e6aad26390564900a5c2c723b3acea693d.{ncu-rep,ncu-details.txt,ncu-details.csv,ncu.zip}. It measured initial 31.49 us, update 22.94, middle solve 14.18, middle update 21.47, final solve 11.62, final update-factor 19.55; update kernels showed 19-21 percent excess shared wavefronts and 82-84 percent no-eligible cycles. No second hosted request will launch."
2026-07-20T17:47:53.744153,89,2,755.466,succeeded,c1cbaad2ba85d030efaa0907f37273718adaa883,"Restored Trial0's uncapped initial stage and isolated the profile's 19-21-percent excess shared-wavefront target by moving only batch64/n256 graph-update operands from LD72 to aligned LD80. Added a graph-only MathDx GEMM and graph-only shared sizing; legacy n256 factor code and every n512-plus consumer of its LD72 operator remain untouched. Wrapped build, all 17 tests, fresh-input guard, and all 15 cells passed. Target measured 66.977 us mean/63.600 best versus Trial0 66.010/62.208, so the wider bank spacing moved the clean floor 1.392 us slower despite remaining stable. Aggregate reached 755.466 us versus Trial0 760.395 and first parent 756.996, driven partly by an unusually low untouched batch8/n2048 mean of 1823.901 us; n32/n64/n128 remained 16.442/21.273/56.197 us. The sole hosted profile slot was already consumed by exact Trial0; no second request launched."
2026-07-20T17:55:20.225935,89,3,756.912,succeeded,dd56eb71727e3a71e869b6e04ef3839f0f139a34,"Refined Trial2's LD80 sweep into an asymmetric update layout: only off-diagonal GEMM A operands interpreted column-major use LD80, while B operands, diagonal rank-k updates, and the final update return to proven LD72. A graph-only mixed-LD MathDx operator and paired cp.async offsets preserve all non-target code. Wrapped build, all 17 tests, fresh-input guard, and all 15 cells passed. Target measured 66.802 us mean/62.846 best, recovering 0.754 us of Trial2's 63.600 clean floor but remaining 0.638 us above Trial0's 62.208. Aggregate measured 756.912 us versus Trial2 755.466 and Trial0 760.395; n32/n64/n128 held 16.419/21.301/56.365 us. No second hosted profile request launched."
2026-07-20T18:04:56.136072,89,4,757.634,succeeded,a85407a41a51ec63cd229db69066113a2efa57d7,"Replaced per-warp sidecar staging in both profiled n256 update nodes with one/two 8-KiB cp.async.bulk transactions and an mbarrier, while compacting graph-only operands to LD64. This cuts update shared memory from 35.84 to 33.00 KiB and replaces 128-256 scalar async-copy instructions per CTA; solves, final update, legacy LD72 paths, caches, and caller ordering remain unchanged. Wrapped build, all 17 tests, fresh-input guard, and all 15 cells passed. Target measured 71.184 us mean/66.936 best versus Trial0 66.010/62.208 and Trial3 66.802/62.846. The 4.728-us clean-floor loss shows compact LD64 MathDx bank behavior dominates the staging/footprint savings. Aggregate measured 757.634 us with n32/n64/n128 at 16.396/21.244/56.141 us. No second hosted profile request launched."
2026-07-20T18:10:31.145038,89,5,N/A,runtime_error,27d64b40aea7b55719539f11fcfad5e0cf4be07c,"Retained Trial4's mbarrier bulk staging but padded the n256 sidecar itself to LD72, making each 9-KiB global tile contiguous so bulk copy could preserve Trial0's proven MathDx bank layout. Wrapped build and all 17 tests plus fresh-input guard passed. The full active benchmark passed cells0-6, with target batch64/n256 at 65.809 us mean/62.708 best versus compact-bulk Trial4 71.184/66.936 and Trial0 66.010/62.208, but unchanged cell7 batch60/n1024 then produced NaN/Inf; eval exited 112 and no complete metric was emitted. The padded global sidecar changes a shared d256 helper/size consumed by the retained batch1024 lineage, so this invalid cross-path coupling will be reset before the next trial. No second hosted profile request launched."
2026-07-20T18:18:47.255015,89,6,767.075,succeeded,6a267899fedc4810ce0c673019a32c4610afa0bf,"Fixed Trial5's cross-path corruption by keeping the shared d256/batch1024 generic sidecar writer at dense LD64 while padding only graph-specific n256 sidecars and their dedicated initial/middle/final producers/consumers to LD72. Bulk copies now preserve the proven LD72 MathDx layout without touching batch60/n1024. Wrapped build, all 17 tests, fresh-input guard, and all 15 cells passed, including batch60/n1024 at 914.347 us mean/890.656 best. Target measured 67.917 us mean/62.894 best, recovering 4.042 us from compact-bulk Trial4's 66.936 floor and landing 0.686 us above Trial0's 62.208. Aggregate measured 767.075 amid slow untouched n512/n2048/n4096 cells. No second hosted profile request launched."
2026-07-20T18:30:36.463756,89,7,756.576,succeeded,48aeec524aa34abd86c95e12e72f9986e9967ddb,"Returned to Trial0 and eliminated the final U23 FP16 sidecar round trip. The 128-block final solve now drains only its required FP32 output and drops the sidecar argument/conversion; the following 64-block update reloads that committed FP32 panel, converts it directly to LD72 shared half, and proceeds with the unchanged GEMM/POTRF. This removes one 8-KiB global write/read pair and shortens both kernel ABIs while preserving graph order and output semantics. Wrapped build, all 17 tests, fresh-input guard, and all 15 cells passed. Target improved from Trial0 66.010 us mean/62.208 best to 65.447/62.320, a 0.563-us mean reduction while retaining the clean floor within 0.112 us. Aggregate measured 756.576 versus Trial0 760.395 and first parent 756.996; untouched batch60/n1024 carried a 13.879-ms outlier but all checks passed. No second hosted profile request launched."
2026-07-20T18:39:48.926589,89,8,765.767,succeeded,c0988a4f6f23ed935dfc58f32d54cc033405a5aa,"Extended Trial7's deferred conversion to the four U12/U13 half panels. Middle solves now emit FP32 only and drop their sidecar argument; linked FP32-to-LD72-half loaders overlap direct panel conversion with the middle update's async accumulator load. Initial sidecars remain unchanged. Wrapped build, all 17 tests, fresh-input guard, and all 15 cells passed. Target measured 68.219 us mean/62.462 best with one 1.128-ms outlier; the clean floor stayed within 0.142 us of Trial7's 62.320 and 0.254 us of Trial0's 62.208, while the outlier obscured mean comparison. Aggregate measured 765.767 amid slow untouched n512/n2048/n4096 cells. No second hosted profile request launched."
