timestamp,brief_id,trial,linalg/qr_v2,status,commit,description
2026-06-30T12:10:09.924484,37,N/A,N/A,brief_start,N/A,"Cut the n=512 PANEL barrier-chain latency — the panel is now the proven bottleneck (62-64% of every n=512 shape; the trailing GEMM is optimal/exhausted, precision is exhausted). n=512 B=640 is SM-SATURATED so occupancy isn't the lever (3 CTAs/SM already, overlap proven not to help); the panel's cost is the SERIAL per-column chain: each of the nb columns does a __syncthreads-gated norm reduction + reflector broadcast + rank-1 trailing update, ~2 block barriers/column over nb columns. Attack that latency: (a) warp-specialized panel where warp 0 computes column k+1's reflector while the other warps apply column k's update (software-pipeline the column loop intra-CTA, hiding the reduction latency under the apply); and/or (b) replace the block-wide __syncthreads reductions with warp-shuffle reductions + a single named-barrier where only the cross-warp step needs it, cutting barrier count. FP32 panel (precision exhausted). Keep n!=512 as parent (d360cf57). Single default queue, no 'stream' substring incl. comments. Profile ncu barrier-stall % before/after."
2026-06-30T13:02:02.144637,37,0,9226.865,succeeded,8f6da5a802fadd9fd67652ed2760317e28019648,"Trial 1: low-barrier n=512 panel kernel (panel_factor_kernel_512, routed ONLY for n=512; n!=512 byte-identical). Two cuts to the micro-panel serial column loop barrier chain (~5 __syncthreads/col -> 3): (1) FUSED NEXT-COL NORM (col k+1 norm accumulated during col k trailing update, published by the same end-of-col barrier -> removes the dedicated block_reduce_sum barrier for all but each micro-panel's first column); (2) SINGLE-BARRIER w-combine (per-warp dot partials -> red -> ONE barrier -> every thread sums to wreg[c] in REGISTERS, removing parent's 2nd SMEM-broadcast barrier). CORRECT: validate PASS all 22 tests + offgrid guard CLEAN; n=512 residuals BIT-IDENTICAL to parent (test.7 factor_rtol 0.00122, scaled_factor_residual 3.36 == parent). CONTENTION-IMMUNE nsys (n=512 cond2 shape, same exclusive lock as brief-33 parent profile): panel_factor_kernel_512<128> total GPU time 7.142ms vs parent panel_factor_kernel<128> 9.392ms = 1.315x FASTER on the panel itself; cutlass trailing totals identical (3.359 vs 3.363ms) confirming same conditions. Panel share 62.6%->56.0%. Bench wall-clock geomean 9226.86us (UP vs parent 8997) but NOISY: contention sentinels shape0=32.88/shape2=2885.6 matched the parent run on AVERAGE, yet n=512 shapes hit per-shape bursts (shape3 20499/shape10 20501 vs shape9 17909) -- the nsys panel time is the trustworthy signal and it is a clean 1.315x panel win."
2026-06-30T13:43:17.534739,37,1,N/A,validation_error,662c5679151926abf91a8ab96667e27e8ffa3c9f,"Trial 2 (VALIDATION_ERROR): remove per-column barrier #A by holding each thread's scaled reflector v[r] in registers vrr[MAXRPT=5 for LB=128] across v-scale->w-dot->update (3->2 barriers/col). The 22 STANDARD tests PASS (n=512 test.3/.6/.7 residuals bit-identical to parent) and offgrid guard CLEAN, but diff_correctness guard FAILS at n=512 B=640: 8/8 inputs wrong, R-Q.T@A scaled residual ~5e2-1.4e3 (allowed ~0.5). Batch/occupancy-timing-dependent race exposed ONLY by removing #A (one-CTA-per-matrix kernel passes at the test suite's B=16 but fails the guard's B=640). The w-dot/update read only each thread's own col[r] (now in registers) so #A seemed removable, but a timing race remains. Next: bisect by re-adding #A while keeping the register capture (value-identical to trial 1) to confirm the missing barrier is the cause, then find the precise hazard."
2026-06-30T14:24:45.932114,37,2,9233.927,succeeded,edb024febcabf2052818489e2b926ef84211783a,"Trial 3 (REGRESSION vs trial 1): register-resident v reuse with barrier #A KEPT. validate PASS all 22 tests + diff_correctness + invariance + offgrid CLEAN (confirms trial-2 failure was the missing #A, not the register capture). CONTENTION-INVARIANT panel/total-cutlass ratio (both in same nsys capture so clock-throttling cancels; total_cutlass conserved 5.45-5.60M across trials as the anchor): PARENT 1.721, TRIAL 1 1.310 (=1.314x panel speedup), TRIAL 3 1.709 (~= parent, LOST the trial-1 win). FINDING: holding vrr[MAXRPT=5] live ACROSS the #A/#B __syncthreads forces register spill / occupancy loss (trial 1 was 95 regs/thread, Block Limit Registers=5 -- 5 extra live-across-barrier regs tips it), reverting panel to parent speed. So register reuse only pays if the barriers between scale and use are REMOVED (=trial 2, which raced). Bench geomean 9233.93us (noisy per-shape bursts; shape0=32.9/shape2=2885 == parent contention). KEEPER remains trial 1; next: fix the trial-2 race so #A removal + register reuse win together."
2026-06-30T15:01:14.554728,37,3,9240.043,succeeded,bc95f363b48718f3fd7565a247dc3a5e386fe3f4,"Trial 4: template IB (micro-panel width) on panel_factor_kernel_512<LB,IB>, swept {4,6,8,12,16} via the contention-invariant nsys panel/total-cutlass ratio. IB=8 reproduced panel/cutlass=1.310 with CLEAN clocks (panel 7.137M / cutlass 5.449M, the canonical anchor) = 1.314x panel speedup vs parent (1.721). IB=16 ratio 1.385 (worse; matches parent's independent sweep). IB=6 capture throttled (cutlass 7.69M, ratio 1.81, inconclusive but not promising). KEEP IB=8 (= parent optimum, reproduces the win). validate PASS all 22 tests + 3 guards CLEAN (IB=8 templated is functionally identical to trial 1). Bench geomean 9240us (contention sentinels shape0=32.9/shape2=2886 stable; n=512 shape3/shape10 persistently burst to ~20500 in this window vs shape9 17908 -- wall-clock dominated by 2-GPU power-coupled contention, nsys panel/cutlass is the trustworthy metric). IB left tunable for follow-ups."
2026-06-30T15:11:00.318818,37,4,9240.043,succeeded,3cf1cd5f3dfe04da66ab84b439164b2545553dc5,"Trial 5: make the n=512 panel CTA width tunable (_PANEL_THREADS_512); n=512 path with 128 threads is byte-identical to trial 4 so metric reused (9240us, contention-noisy). SWEEP threads via contention-invariant nsys panel/total-cutlass with a CLEAN-clock anchor (cutlass 5.46M): threads=256 IB=8 -> panel/cutlass 2.507 (panel 13.70M = ~1.9x WORSE than 128's 1.310/7.14M). FINDING confirms brief premise + brief-26: n=512 B=640 SM-saturated, serial dep hidden by co-resident CTAs; 256 halves CTAs/SM (3->2) and idles threads over m<=512 rows -> removes hiding. KEEP 128 threads. Net brief result so far: low-barrier panel (trial 1/4/5) = clean 1.314x panel-kernel speedup (panel/cutlass 1.721->1.310), bit-identical correctness, all guards CLEAN."
2026-06-30T15:50:21.579961,37,5,9445.223,succeeded,12a08d4097c05a6127b64eb3ea8f7810bce878ca,"Trial 6 (REGRESSION vs trial 5): fuse the micro-panel first-column norm into the previous block-apply (remove the per-micro-panel block_reduce_sum barrier for 3 of 4 micro-panels). validate PASS all 22 tests + 3 guards CLEAN. CONTENTION-INVARIANT panel/cutlass with CLEAN-clock anchor (cutlass 5.45M): TRIAL 6 = 1.431 (panel 7.80M) vs TRIAL 5 = 1.310 (panel 7.14M) -> ~9% SLOWER. FINDING: the fused norm here piggybacks the BLOCK-APPLY's final far-column update loop (the widest rank-IB update, over all m rows), and the extra per-row read-modify-write (nv vs in-place -=) + n2 accumulation + the shuffle/publish ADD work to that hot loop that outweighs the one saved barrier -- unlike the per-COLUMN fused norm (trial 1) which piggybacked an update already touching those exact elements. Bench geomean 9445us (n=512 shapes uniformly ~21000 vs trial 4 shape9 17908). KEEPER stays trial 5. Reverting."
2026-06-30T15:59:01.179332,37,N/A,N/A,brief_stop,N/A,"BRIEF 37 DELIVERED + thoroughly explored (6 trials). Built a distinct LOW-BARRIER n=512 panel kernel (panel_factor_kernel_512, routed ONLY for n=512; n!=512 byte-identical) attacking the panel's internal per-column barrier chain (vector b). KEEPER = trial 5 (HEAD 3cf1cd5f, built on trial 4->trial 1). MEASURED, CONTENTION-IMMUNE result: panel kernel 1.314x FASTER. Method: panel/total-cutlass nsys ratio (both kernels in one capture so 2-GPU power-coupled clock throttling cancels; total_cutlass conserved ~5.45M at clean clocks = the anchor): PARENT 1.721, KEEPER 1.310 => 1.314x panel speedup (panel 9.39M->7.14M ns on n=512 cond2). ncu corroborates clock-independently: Warp Cycles Per Issued Instruction 22.80->5.91, top stall flipped from CTA-barrier (32.7%) to fixed-latency dependency (the inherent serial recurrence), no spills. CORRECT + remote-safe: validate PASS all 22 tests + diff_correctness + invariance + offgrid guards CLEAN; n=512 residuals BIT-IDENTICAL to parent (factor_rtol 0.00122, scaled_factor_residual 3.36); single default queue; substring 'stream' absent; FP32 panel; n!=512 untouched.

WHAT WON (kept): two cuts to the micro-panel serial column loop, ~5 __syncthreads/col -> 3: (1) FUSED NEXT-COL NORM -- col k+1's norm accumulated during col k's trailing UPDATE (which already touches those exact elements) and published by the same end-of-col barrier, removing the dedicated norm barrier; (2) SINGLE-BARRIER w-combine -- per-warp dot partials -> red -> ONE barrier -> every thread sums to wreg[c] in REGISTERS (no spill), removing the parent's 2nd SMEM-broadcast barrier. IB=8 and threads=128 both re-confirmed optimal by sweeps (both now tunable: _IB_512, _PANEL_THREADS_512).

WHAT REGRESSED (measured, reverted, logged with SHAs): trial 2 (3->2 barriers via removing #A, register-resident v): VALIDATION_ERROR -- diff_correctness FAILS at B=640 (passes B=16 tests). Trial-diagnostic CONFIRMED #A is load-bearing even WITHOUT register reuse (re-read col[r], no #A -> still fails B=640): a real cross-thread hazard, not a register issue. Trial 3 (register-resident v, #A KEPT): panel/cutlass 1.709 ~= parent -- holding vrr live ACROSS #A/#B forces occupancy loss (95 regs, Block Limit Registers=5). Trial 6 (fuse first-col norm into prior block-apply): panel/cutlass 1.431 -- the extra per-row read-modify-write+accumulate in the WIDE block-apply loop outweighs the saved barrier. threads=256: panel/cutlass 2.507 (~1.9x worse) -- confirms n=512 B=640 is SM-saturated, serial dep hidden by co-resident CTAs (brief-26), 256 halves CTAs/SM 3->2.

OPEN DIRECTIONS (manager to weigh -- none closed):
1. VECTOR (a) NOT built: warp-specialized software-pipeline (producer warp computes col k+1's reflector while 3 consumer warps apply col k). The remaining stall IS the fixed-latency serial recurrence (a's target), BUT only 4 warps at 128 threads (3:1 producer:consumer is tight) and brief-26 found per-matrix-CTA warp-spec doesn't beat the inter-CTA hiding the 3 co-resident CTAs already provide. High-risk; un-built here.
2. The #A cross-thread hazard was NOT pinned analytically (the w-dot reads are same-thread col[r] + #C-protected trailing); if isolated, a correct #A-removal would compound on the 1.314x. Worth a focused race-finding pass.
3. cb sweep on the new 3-barrier kernel (cb fixed 32 = nb; only IB swept). A smaller cb => more/shorter panels + more cuBLAS trailing launches; un-swept on this base.
4. The win is panel-internal and ORTHOGONAL to the trailing GEMM (unchanged) and to n=1024 (untouched -- the same low-barrier kernel could be routed to n=1024 B=60 where it is also panel-heavy; un-tried, would need its own correctness pass).
5. NOTE on measurement: the bench wall-clock geomean reads ~9230us (vs parent 8997) but is NOISE -- shape3/shape10 persistently burst to ~20500 while contention sentinels shape0=32.9/shape2=2885 match the parent run; the panel/cutlass ratio + ncu warp-cycles are the trustworthy signals and both show the clean 1.314x. A clean-GPU re-benchmark should show the n=512 shapes drop ~1.17x (panel is 62% of n=512 -> 1.314x panel ~ 1.17x shape), a real geomean lift across 4 of 12 shapes. RECOMMEND a leaderboard submit of 3cf1cd5f when the fleet quiets to confirm remotely."
2026-06-30T16:02:17.181830,37,N/A,N/A,brief_start,N/A,"Cut the n=512 PANEL barrier-chain latency — the panel is now the proven bottleneck (62-64% of every n=512 shape; the trailing GEMM is optimal/exhausted, precision is exhausted). n=512 B=640 is SM-SATURATED so occupancy isn't the lever (3 CTAs/SM already, overlap proven not to help); the panel's cost is the SERIAL per-column chain: each of the nb columns does a __syncthreads-gated norm reduction + reflector broadcast + rank-1 trailing update, ~2 block barriers/column over nb columns. Attack that latency: (a) warp-specialized panel where warp 0 computes column k+1's reflector while the other warps apply column k's update (software-pipeline the column loop intra-CTA, hiding the reduction latency under the apply); and/or (b) replace the block-wide __syncthreads reductions with warp-shuffle reductions + a single named-barrier where only the cross-warp step needs it, cutting barrier count. FP32 panel (precision exhausted). Keep n!=512 as parent (d360cf57). Single default queue, no 'stream' substring incl. comments. Profile ncu barrier-stall % before/after."
2026-06-30T16:31:53.810754,37,6,9257.052,succeeded,8d4cd8465a800f6801a85a2b6230afbaf1bcb723,"Trial 7 (NEUTRAL, kept): lever 3 -- hoist the reflector reciprocal in the v-scale (per-element col[r]/denom DIV -> inv=1/(alpha-beta) then MUL). validate PASS all 22 tests + 3 guards CLEAN. CONTENTION-INVARIANT panel/cutlass (clean-clock anchor cutlass 5.448M): 1.3104 (panel 7.139M) == keeper 1.310 (panel 7.137M) -> NEUTRAL. FINDING: --use_fast_math already converts the loop-invariant divide to a reciprocal-multiply, so the explicit reciprocal generates identical code. No regression; kept for clarity/correctness-explicitness. The single scalar divides (t=(beta-alpha)/beta) are off the per-row path and tiny. Bench geomean 9257us (sentinels shape0=32.9/shape2=2887 stable; n=512 shape9=17905). Next: clean-clock IB sweep (lever 2) -- prior IB={6,16} captures were throttled."
