timestamp,brief_id,trial,linalg/qr_v2,status,commit,description
2026-06-29T19:38:32.559236,9,N/A,N/A,brief_start,N/A,"Attack the panel-factor bottleneck (now ~63-83% of the global-best 7468us kernel, latency-bound at 0.72 waves/SM) with a COOPERATIVE MULTI-CTA-PER-MATRIX panel: a communication-avoiding TSQR-style factorization where 2-4 CTAs (a thread-block cluster) split the tall panel by rows, each factors its row-block, then they combine the small R-blocks via a reduction tree, sharing partial reflectors through distributed shared memory / global scratch. This exposes the row-parallelism the current serial single-CTA panel starves on (the panel is tall: m up to 1024+ rows, cb=32-64 cols), raising occupancy past 1 wave/SM. Fork off the current best so the fast bmm trailing update and T-factor are inherited; keep n in {32,176,352,512,1024} on the custom path and everything else on geqrf."
2026-06-29T20:26:35.977249,9,0,8023.220,succeeded,dd5985eccf9f5ea1abe78896e5d80e0aee8c332e,"Cooperative multi-CTA cluster panel (TSQR row-split, EXACT Householder layout) for n=512(K=2)/1024(K=4); single-CTA panel kept for n<=352. Thread-block cluster of K CTAs cooperatively factors one matrix's panel by splitting the m rows; cross-CTA norm/trailing/Gram reductions via DSMEM (cluster.sync+map_shared_rank). Validates CLEAN (22 tests + diff + invariance + offgrid). Fixed a pivot-row DSMEM-read vs owner-update race (B>=640 mixed factor residual 0.65/1.73 -> folded v[k]=1 pivot row into owner CTA local partial -> clean). Geomean 8023us vs parent 7468 = 7.4pct REGRESSION. nsys n512: panel_factor_cluster_kernel 682us avg (16 inst, 70.3pct) vs parent single-CTA panel 498us avg -- the per-column cluster.sync overhead + K=2 modest row-split outweighs the row-parallelism gain at n512. Trailing GEMMs unchanged."
2026-06-29T20:35:42.775890,9,1,8440.888,succeeded,7d7b1b1da14d5274de758a2be63978f364fd6a86,"K sweep: n=512 K=4, n=1024 K=8, + __launch_bounds__(128,8). n512 K=2->4 REGRESSED 15887->19301us (cluster-sync cost grows with K, outweighs occupancy gain on smaller panel); n1024 K=4->8 IMPROVED 12369->11868us. Net geomean 8440 vs trial1 8023 (worse). Validates CLEAN. KEY DIAGNOSIS from trial-1 ncu (K=2): cluster RAISED active-warps/sched 2.53->4.4 and compute-throughput 24pct->40pct (brief occupancy hypothesis CONFIRMED) but regs jumped 32->56 and SMEM (Block Limit 5) bounds occupancy; per-column cluster.sync latency is the dominant cost and scales with K. Best per-n so far: K=2 n512, K=8 n1024. Next: cut cluster.sync count per column and per-n K."
2026-06-29T21:09:27.852796,9,2,7933.390,succeeded,3e73c6c7d59e3caa5402f67ca7cf9f8657164da6,"Per-n cluster K (K=2 n512, K=8 n1024) on the proven 3-cluster-sync structure. Geomean 7933 vs parent 7468 = 6.2pct regression (best cooperative-cluster trial). n512=15906us (K=2; K=4 regressed to 19301), n1024=11847us (K=8 best of {4,8}). EXPLORED+REVERTED: cutting per-column cluster.sync 3->2 (form-v+end-of-col to __syncthreads) FAULTS at B>=96 (cudaErrorLaunchFailure) -- cluster.sync is load-bearing for DSMEM coherence/residency, not just data-dep. MEASURED CONCLUSION: exact-Householder cooperative cluster's mandatory per-column cross-CTA sync latency exceeds the occupancy gain (ncu confirmed active-warps 2.53->4.4); trails single-CTA panel ~6pct. Next bet: TSQR-HR (independent local block QRs, zero per-column cross-CTA sync) + Householder reconstruction."
2026-06-29T21:17:58.275376,9,3,7523.749,succeeded,200f34297db7243a9a2d45a43c76d81193d4403f,"Chunked trailing-update (WCH=8): accumulate the rem trailing dot-products in chunks of 8 (wacc[8] not wacc[32]) to bound the register working set, killing the local-memory spill ncu flagged (cluster was 56 regs; parent 38pct local loads spilled). ONE cross-cluster sync still covers all rem. HUGE jump: geomean 7933->7524 (parent 7468, now only 0.7pct off, 17.44x over baseline). n512 15906->14165 (K=2), n1024 11847->11186 (K=8). Validates CLEAN. Confirms brief occupancy thesis: register pressure was the binding limit on the cooperative kernel; cutting the spill nearly closes the gap. Open: profile to confirm regs/occupancy; sweep WCH; re-test larger K for n512 now that regs are lower; tune __launch_bounds."
2026-06-29T21:31:03.731890,9,4,7991.867,succeeded,c2d568c2e80eb9e66405a854f477c8533215838f,"Re-test K=4 for n=512 with the spill gone (trial 4 fixed it): STILL regresses. n512 14165->16976 (K=2->4), geomean 7524->7992. Per-column 4-way cluster.sync cost still dominates the occupancy gain at n512. K=2 optimal for n512. ncu(trial4 K=2): SMEM Block Limit 5 is the binding occupancy limit (regs 64, spill 0, compute 49pct, active-warps 4.33, duration 766us/inst). Raising occupancy via K does NOT pay -- the wall is cluster.sync latency. Open: reduce SMEM/CTA another way (shrink gloc) to lift 5->6 blocks without raising K; threads=256; nsys to compare cluster panel 766us vs parent 498us per-instance."
2026-06-29T21:38:29.001452,9,5,7784.819,succeeded,4324baca5d42b8bd60c92be5204fc527b4ec6440,"K=16 for n=1024: regresses. n1024 11186->12886 (K=8->16), geomean 7524->7785. 16-way per-column cluster.sync exceeds occupancy gain. K-SWEEP COMPLETE: n512 optimal K=2 (K=4 worse), n1024 optimal K=8 (K=4 and K=16 both worse) -- a per-n sweet-spot balancing occupancy vs cluster.sync. Best config = trial 4 (K=2 n512, K=8 n1024) = 7524us, 0.7pct off parent 7468. Next: revert to best config; reduce SMEM/CTA (shrink gloc Gram buffer) to lift n512 occupancy 5->6 blocks without raising K; nsys cluster-panel vs parent 498us/inst."
2026-06-29T21:50:28.857703,9,6,7248.070,succeeded,52681aff61a7737b9077bd97b56e9f0694e2c822,"HYBRID panel routing: cooperative cluster for TALL panels (m>=256, K=2 n512/K=8 n1024), single-CTA for short panels (m<256, no cluster.sync). Mixing the two kernels per-panel is correct (identical (H,tau)+V+T layout), validates CLEAN. *** WIN: geomean 7248us vs parent 7468 = 2.9pct FASTER, 18.10x over baseline 131187. *** n512 14165->13030, n1024 11186->10700. The cooperative cluster only pays off where the panel is tall enough that the row-split occupancy gain exceeds the fixed per-column cluster.sync cost; confining it to those panels makes the brief's cooperative multi-CTA panel BEAT the single-CTA-only lineage. nsys: all-cluster n512 panel 573us/inst vs parent 498us -- the gap was small-panel cluster.sync overhead the hybrid removes. Open: sweep the m>=256 threshold (per n); larger K for the tall panels only (now that short panels are off the cluster, K=4 on the first 1-2 panels may pay)."
2026-06-29T21:58:14.366717,9,7,7163.103,succeeded,0857bbb30487d09d15ba0c132d351c547168a3a8,"Hybrid threshold n512 mhyb=384, n1024 mhyb=512. n512 256->384 IMPROVED 13030->12630 (crossover higher than 256). n1024 384->512 slightly worse 10617->10656 (n1024 optimum ~384). Geomean 7163 = NEW BEST, 4.1pct faster than parent 7468, 18.31x over baseline 131187. Per-n hybrid crossover: n512 wants mhyb>=384, n1024 ~384. Next: push n512 higher (448/512), n1024 back to 384."
2026-06-29T22:01:25.031494,9,8,7158.419,succeeded,1a62817d816c3eed6ba560e2ce43f9364baf9e9d,"Hybrid threshold n512 mhyb=448, n1024 mhyb=384 = NEW BEST. n512 384->448 flat (12630->12624, plateau). n1024 512->384 IMPROVED 10656->10605 (384 confirmed n1024 optimum). Geomean 7158 = 4.1pct faster than parent 7468, 18.33x over baseline 131187. Cluster now runs only on the 1-3 TALLEST panels per matrix (n512: m>=448 = first 3 of 16; n1024: m>=384) where row-split occupancy clears the cluster.sync cost. Need a full validate at final config to confirm. Open: larger K (K=4) on the 1-3 tall panels only (no small-panel penalty now); n512 mhyb=512 (cluster only the single tallest panel)."
2026-06-29T22:06:01.695990,9,9,7221.844,succeeded,bb6117f9643bc73710233242a164558396664ecf,"K=4 on the hybrid (n512 tall panels only, mhyb=448): STILL regresses. n512 12624->12966, geomean 7158->7222. With small panels already on single-CTA, the 4-way per-column cluster.sync still dominates even on the tallest panels. K=2 robustly optimal for n512 across all hybrid thresholds. Best remains trial 10 (K=2 n512/K=8 n1024, mhyb 448/384) = 7158us = 4.1pct faster than parent, validated CLEAN. Revert to K=2."
2026-06-29T22:11:38.400542,9,10,7183.992,succeeded,556294efea40cbfc7c95b535ac581d6c61fb6586,"n1024 hybrid mhyb=640: slightly worse than 384. n1024 384->640 regressed 10605->10834 (re-run; first run hit a transient GPU-contention anomaly reading 1866us geomean / shape0 123->10us, discarded as environment noise). n1024 optimum confirmed mhyb=384. Geomean 7184 vs trial-10 best 7158. Best config stays trial 10 (n512 mhyb=448/K=2, n1024 mhyb=384/K=8) = 7158us, 4.1pct faster than parent, validated CLEAN. CAUTION: a benchmark anomaly (4x-too-fast, all shapes incl n=32) occurred once -- treat sub-noise deltas skeptically; the win is robust at ~4pct (n512 12624 vs parent-lineage, n1024 10605)."
