incident_id,branch,skill,timestamp,severity,category,signal,evidence,recommendation,source
bug_0000,autocuda/optimize/2026-07-03-05-14-36/brief-0,optimize-tree,2026-07-03T06:22:02.902Z,critical,autocuda_exception,autocuda command raised an exception,"line 1123 (tool_result): {""chunk_id"":""c11358"",""wall_time_seconds"":11.335182838,""exit_code"":1,""original_token_count"":76,""output"":""[autocuda run] acquired lock=gpu-0 mode=exclusive at=2026-07-03T06:21:59.311361 wait=46.556s\nTraceback (most recent call last):\n Fi...",Fix the CLI or skill call path that produced the traceback.,/home/shadeform/.codex/sessions/2026/07/03/rollout-2026-07-03T05-28-49-019f2673-77ae-7140-8676-e1fa240f30d0.jsonl
bug_0001,autocuda/optimize/2026-07-03-05-14-36/brief-10,optimize-tree,2026-07-03T11:20:37.660Z,critical,autocuda_exception,autocuda command raised an exception,"line 1207 (tool_result): {""chunk_id"":""f40dcb"",""wall_time_seconds"":20.228449569,""exit_code"":1,""original_token_count"":1120,""output"":""multiprocessing.pool.RemoteTraceback: \n\""\""\""\nTraceback (most recent call last):\n File \""/home/shadeform/.local/share/uv/python/...",Fix the CLI or skill call path that produced the traceback.,/home/shadeform/.codex/sessions/2026/07/03/rollout-2026-07-03T10-47-50-019f2797-89d4-7523-86f7-ff1b7f93614f.jsonl
bug_0002,autocuda/optimize/2026-07-03-05-14-36/brief-2,optimize-tree,2026-07-03T05:56:14.893Z,critical,autocuda_exception,autocuda command raised an exception,"line 632 (tool_result): kernelguard gate: CLEAN ---------------------------- multiprocessing.pool.RemoteTraceback: """""" Traceback (most recent call last): File ""/home/shadeform/.local/share/uv/python/cpython-3.12.13-linux-x86_64-gnu/lib/python3.12/multiprocessin...",Fix the CLI or skill call path that produced the traceback.,/home/shadeform/.codex/sessions/2026/07/03/rollout-2026-07-03T05-29-02-019f2673-ab81-7813-8e48-4cb138f5a49e.jsonl
bug_0003,autocuda/optimize/2026-07-03-05-14-36/brief-2,optimize-tree,2026-07-03T05:56:14.893Z,critical,autocuda_exception,autocuda command raised an exception,"line 632 (tool_result): ---------------------------- multiprocessing.pool.RemoteTraceback: """""" Traceback (most recent call last): File ""/home/shadeform/.local/share/uv/python/cpython-3.12.13-linux-x86_64-gnu/lib/python3.12/multiprocessing/pool.py"", line 125, in...",Fix the CLI or skill call path that produced the traceback.,/home/shadeform/.codex/sessions/2026/07/03/rollout-2026-07-03T05-29-02-019f2673-ab81-7813-8e48-4cb138f5a49e.jsonl
bug_0004,autocuda/optimize/2026-07-03-05-14-36/brief-2,optimize-tree,2026-07-03T05:56:14.893Z,critical,autocuda_exception,autocuda command raised an exception,"line 632 (tool_result): multiprocessing.pool.RemoteTraceback: """""" Traceback (most recent call last): File ""/home/shadeform/.local/share/uv/python/cpython-3.12.13-linux-x86_64-gnu/lib/python3.12/multiprocessing/pool.py"", line 125, in worker result = (True, func(...",Fix the CLI or skill call path that produced the traceback.,/home/shadeform/.codex/sessions/2026/07/03/rollout-2026-07-03T05-29-02-019f2673-ab81-7813-8e48-4cb138f5a49e.jsonl
bug_0005,autocuda/optimize/2026-07-03-05-14-36/brief-2,optimize-tree,2026-07-03T05:56:14.893Z,critical,autocuda_exception,autocuda command raised an exception,"line 632 (tool_result): """""" Traceback (most recent call last): File ""/home/shadeform/.local/share/uv/python/cpython-3.12.13-linux-x86_64-gnu/lib/python3.12/multiprocessing/pool.py"", line 125, in worker result = (True, func(*args, **kwds)) ^^^^^^^^^^^^^^^^^^^ Fi...",Fix the CLI or skill call path that produced the traceback.,/home/shadeform/.codex/sessions/2026/07/03/rollout-2026-07-03T05-29-02-019f2673-ab81-7813-8e48-4cb138f5a49e.jsonl
bug_0006,autocuda/optimize/2026-07-03-05-14-36/brief-2,optimize-tree,2026-07-03T05:56:14.893Z,critical,autocuda_exception,autocuda command raised an exception,"line 632 (tool_result): Traceback (most recent call last): File ""/home/shadeform/.local/share/uv/python/cpython-3.12.13-linux-x86_64-gnu/lib/python3.12/multiprocessing/pool.py"", line 125, in worker result = (True, func(*args, **kwds)) ^^^^^^^^^^^^^^^^^^^ File ""...",Fix the CLI or skill call path that produced the traceback.,/home/shadeform/.codex/sessions/2026/07/03/rollout-2026-07-03T05-29-02-019f2673-ab81-7813-8e48-4cb138f5a49e.jsonl
bug_0007,autocuda/optimize/2026-07-03-05-14-36/brief-2,optimize-tree,2026-07-03T05:56:14.893Z,critical,autocuda_exception,autocuda command raised an exception,line 632 (tool_result): torch.AcceleratorError: CUDA error: invalid argument Search for `cudaErrorInvalidValue' in https://docs.nvidia.com/cuda/cuda-runtime-api/group__CUDART__TYPES.html for more information. CUDA kernel errors might be asynchronously reported...,Fix the CLI or skill call path that produced the traceback.,/home/shadeform/.codex/sessions/2026/07/03/rollout-2026-07-03T05-29-02-019f2673-ab81-7813-8e48-4cb138f5a49e.jsonl
bug_0008,autocuda/optimize/2026-07-03-05-14-36/brief-2,optimize-tree,2026-07-03T05:56:14.893Z,critical,autocuda_exception,autocuda command raised an exception,"line 632 (tool_result): Search for `cudaErrorInvalidValue' in https://docs.nvidia.com/cuda/cuda-runtime-api/group__CUDART__TYPES.html for more information. CUDA kernel errors might be asynchronously reported at some other API call, so the stacktrace below might...",Fix the CLI or skill call path that produced the traceback.,/home/shadeform/.codex/sessions/2026/07/03/rollout-2026-07-03T05-29-02-019f2673-ab81-7813-8e48-4cb138f5a49e.jsonl
bug_0009,autocuda/optimize/2026-07-03-05-14-36/brief-2,optimize-tree,2026-07-03T05:56:14.893Z,critical,autocuda_exception,autocuda command raised an exception,"line 632 (tool_result): CUDA kernel errors might be asynchronously reported at some other API call, so the stacktrace below might be incorrect. For debugging consider passing CUDA_LAUNCH_BLOCKING=1 Compile with `TORCH_USE_CUDA_DSA` to enable device-side asserti...",Fix the CLI or skill call path that produced the traceback.,/home/shadeform/.codex/sessions/2026/07/03/rollout-2026-07-03T05-29-02-019f2673-ab81-7813-8e48-4cb138f5a49e.jsonl
