timestamp,agent_id,brief_id,iteration,pmpp_v2/sort_py,pmpp_v2/histogram_py,pmpp_v2/conv2d_py,status,commit,description
2026-06-12T05:18:15.808672,0,,N/A,229.545,N/A,N/A,baseline,8c2621a6ac8c7405055a7a178f9149b63840c6c8,baseline: robust full-width CUB DeviceRadixSort (leaderboard-valid)
2026-06-12T05:33:08.424572,0,0,N/A,N/A,N/A,N/A,brief_start,N/A,"The leaderboard ranks sort on the single 100M-element shape; the baseline radix sort runs all 4 passes (32 bits). Values are positive and span a narrow range, so high bits are nearly constant. Compute the ACTUAL min/max on device (cub::DeviceReduce) to derive the true significant bit range, then call cub::DeviceRadixSort::SortKeys with begin_bit/end_bit set from the data. Must stay correct for ALL inputs (no hardcoded end_bit, no pointer-keyed pivot cache that broke the prior entry). Fewer passes = proportional speedup."
2026-06-12T05:49:16.596610,0,0,0,258.667,N/A,N/A,succeeded,ee8e7e165fccc6865ee7e05378c9844c4ac9440a,"reduced-bit radix sort: device min/max -> twiddle(x)-tmin uint32 keys -> 3-pass radix -> untwiddle. Correct (13 adversarial cases bit-exact) but SLOWER: 258.667us geomean vs 229.545 baseline (+12.7% regression). Per-shape: 100K=99.8 500K=107.7 1M=120.1 10M=373.2 100M=2403.6us. Saved radix pass outweighed by host cudaStreamSynchronize + 2 extra full-array transforms + min/max reduction. Next: kill host sync, fuse transforms."
2026-06-12T06:13:12.418012,0,0,1,245.062,N/A,N/A,succeeded,572fce6e030fab78a071e279e9b9bf64ec62c8aa,"float-direct reduced-bit: sort float keys directly, end_bit from twiddled min/max, NO transforms. 245.062us geomean (still >229.545 baseline). Per-shape: 100K=92.3 500K=101.2 1M=110.8 10M=315.1 100M=2709.9us. ALL 16 adversarial cases bit-exact (incl real-dist 1M/10M + exp-boundary). KEY FINDING: small shapes FASTER than baseline (3 passes) but 100M much SLOWER (2709 vs ~2160 baseline) despite same 4 passes -> the custom-struct fused MinMax DeviceReduce is expensive (~550us at 100M). Iteration1 3-pass subtract (2403) beat this 4-pass (2709) at 100M, confirming passes matter. Next: replace fused MinMax with cheap cub Min+Max, then 3-pass subtract should beat baseline."
2026-06-12T06:31:42.966077,0,0,2,245.867,N/A,N/A,succeeded,bed19084db702767a931695e491b63563993d448,"adaptive hybrid: fast two-call cub Min+Max, per-call pick direct-vs-subtract, vectorized uint4 transforms. 245.867us geomean (still >229.545 baseline). Per-shape: 100K=96.8 500K=104.5 1M=116.1 10M=320.7 100M=2385.9us. ALL 16 adversarial bit-exact. 100M subtract-3-pass=2385 beat float-direct-4-pass=2709 (fast reduce+vec transforms helped) BUT still >baseline 4-pass ~2160. KEY FINDING: on B200 a radix pass is memory-bound & cheap (~100us at 100M per profile); the min/max(2 reads ~100us)+forward/backward transforms(1.6GB ~300us) overhead EXCEEDS the single saved pass (~100-150us). Reduced-bit cannot beat baseline at the 100M leaderboard shape. Small shapes alone (3 vs 4 pass) don't recover the geomean either."
2026-06-12T07:00:12.591349,0,0,3,234.149,N/A,N/A,succeeded,e2010cdfda6f57064830cff27c81705a1ef920f4,"adaptive reduced-bit + single-pass fused min/max kernel. 234.149us geomean (baseline 229.848; gap closed from +16 to +4.3). Per-shape: 100K=89.5 500K=100.4 1M=109.1 10M=308.9 100M=2323.9us. ALL 16 adversarial bit-exact. WINS 10M (-29us) and 100M (-290us, 11%, the LEADERBOARD shape) vs baseline; still loses 3 small shapes by ~8-10us each (the cudaStreamSynchronize creates a GPU idle bubble between minmax memcpy and the next launch, measured by the eval CUDA events). Fused minmax (1 kernel) replaced 4 cub reduce kernels -> 100M improved 62us, small shapes recovered ~7us each. Next: hide the sync bubble / skip minmax for tiny n to win the geomean too."
2026-06-12T07:06:08.352577,0,0,4,221.300,N/A,N/A,succeeded,c474297bd1c8cdfbb08432f55febc75352ed3747,"size-gated reduced-bit: BEST. geomean 221.300us vs baseline 229.848 (-3.7%). Per-shape: 100K=80.2 500K=90.5 1M=101.3 10M=310.7 100M=2324.5us. ALL 16 adversarial bit-exact. Gate at n<4M -> plain full-width float sort (matches baseline on small shapes, no minmax/sync-bubble overhead); n>=4M -> adaptive reduced-bit (3-pass subtract). WINS 10M (-27.5us) and 100M (-289us, -11%, the LEADERBOARD-ranked shape) while MATCHING baseline on the 3 small shapes. Gate is SIZE-based (never data-value), correct under any input. 100M dominated by 3x612us onesweep passes (the reduced-bit floor)."
2026-06-12T07:17:04.224218,0,0,5,221.240,N/A,N/A,succeeded,7fae2551e9b54a7358de9bea6dd86c603c0af2a9,"tuned fused min/max grid (SMs*32 blocks) to saturate B200. geomean 221.240us (~flat vs hybrid4 221.300; within noise). Per-shape: 100K=79.6 500K=90.2 1M=101.8 10M=313.3 100M=2316.5us. ALL 16 adversarial bit-exact. minmax_fused grid tune saved ~8us at 100M (2324->2316). Confirms reduced-bit is at its floor: 100M = 3x612us onesweep (1837us irreducible at CUB's 8-bit/pass) + transforms 247us + minmax ~71us + histogram 106us. This is the BEST reduced-bit result: -3.7% geomean, -11% on 100M leaderboard shape vs baseline, fully correct."
2026-06-12T07:18:48.711764,0,0,N/A,N/A,N/A,N/A,brief_stop,N/A,"BRIEF SUCCEEDED. Best: commit 7fae255 (branch worker-0-brief-0), geomean 221.240us vs baseline 229.848 (-3.7%), and 100M leaderboard shape 2316us vs baseline 2614us (-11.4%). FULLY CORRECT: 16 adversarial cases bit-exact vs torch.sort (negatives, mixed-sign, denormals, +-inf, -0.0, all-equal, exp-boundary, the exact real 1M/10M distributions) + local validate PASS, every call. No hardcoded bits, no pointer-keyed cache (recomputes min/max every call; the prior cheating entry's hazards are absent).

DESIGN: adaptive reduced-bit radix. Compute device min/max (one fused vectorized kernel) -> twiddle to IEEE-sortable uint -> derive passes. SIZE GATE at n<4M -> plain full-width float CUB sort (matches baseline; reduced-bit's min/max+host-sync overhead exceeds the 1 saved pass for small arrays AND the sync leaves a GPU bubble the eval CUDA-events charge). n>=4M -> if subtracting tmin drops a pass (it does at 100M: range straddles an exponent boundary, 24 sig bits -> 3 passes vs 4), do vectorized uint4 forward-transform + 3-pass uint32 sort + backward-transform; else float-direct with reduced end_bit. Wins 10M (-27us) & 100M (-290us), matches baseline on the 3 small shapes.

KEY FINDING / FLOOR: 100M is at the reduced-bit floor ~2316us. Profile (saved at iteration-5 SHA): 3x DeviceRadixSortOnesweepKernel = 612us EACH = 1837us (80%), running at only ~1.3TB/s (CUB onesweep is latency/lookback-bound, not bandwidth, on B200). Transforms 247us, histogram 106us, minmax 77us. CUB's onesweep is FIXED at 8 bits/pass, so 24 sig bits = 3 passes minimum; cannot go to 2 passes via bit-reduction.

GAP TO #1: leaderboard #1 (ajay_a, 1307us) is ~1.8x faster than my 2316us and the onesweep floor PROVES a 3-pass stock-CUB radix cannot reach it. To close the gap a NEXT BRIEF must depart from stock CUB radix: (a) a custom multi-bit (>8) radix/onesweep to cut passes below 3, (b) a distribution-aware bucketing/sample-sort exploiting that the input is randn+row_mean (10000 rows, means seed..seed+9999, so values cluster by row), or (c) a 2-pass MSB-bucket + per-bucket sort. All are off the reduced-bit brief. Reduced-bit itself is exhausted: I have the best correct implementation and proven its floor."
2026-06-12T07:27:48.804926,0,1,N/A,N/A,N/A,N/A,brief_start,N/A,"Reduced-bit radix floored at 2316us on the 100M ranked shape (3 stock-CUB onesweep passes); #1 is 1307us, unreachable that way. CRITICAL COMPLIANCE: the leaderboard REJECTS any work on a non-default stream (HTTP 500, disqualification) — issue ALL kernels with NO stream argument (kernel<<<g,b>>>, CUB with no stream arg), use synchronous cudaMemcpy/cudaDeviceSynchronize, never at::cuda::getCurrentCUDAStream or a custom/capture stream. Pursue a distribution-aware sort: the 100M input is ~10000 rows each N(row_mean,1), row_mean in [6252,16252] increasing per row, so the flattened array is nearly piecewise-sorted in coarse blocks. Exploit this with a sampling/bucket partition (cub::DeviceRadixSort per bucket or a single global radix on a narrowed range) to beat 3-pass radix. Stay bit-exact vs torch.sort for ALL inputs. Default stream only."
2026-06-12T07:39:14.683009,0,1,0,338.371,N/A,N/A,succeeded,d03161b5fdd282a95843a201b27094fc3a7b2630,"distribution-aware bucket sort (65536 value-buckets + CUB DeviceSegmentedRadixSort), default stream. CORRECT: validate PASS + 14 adversarial bit-exact incl exact 100M shape x2. But MUCH SLOWER: geomean 338.4 vs baseline 229.8. Per-shape: small=plain(gated), 10M=1112us (3.5x slower than 3-pass 313), 100M=5515us (2.4x slower than 3-pass 2316). The CUB segmented radix sort with 65536 tiny segments is the bottleneck (poor load balance, per-segment overhead, end_bit=32 => 4 internal passes/segment) plus histogram atomics + random scatter. Bucketing concept viable but segmented-sort within-bucket is the wrong tool. Next: replace within-bucket sort (sort the residual low bits with ONE global radix pass over the scattered array, or use a single composite-key global radix), or drop bucket count."
