timestamp,brief_id,trial,linalg/eigh_py,status,commit,description
2026-06-30T20:47:30.024574,3,N/A,N/A,brief_start,N/A,"All three workers converged on the same wall: the dense shapes need a FAST BATCHED TENSOR-CORE small-eigh PRIMITIVE (the O(n^3) inner eigh is 99% of cost; filter/split GEMMs are cheap). Build it by extending the proven n<=200 fused FP16 SMEM-resident megakernel to medium n (256-512): one CTA per matrix, SMEM-TILE the matrix and WARP-SPECIALIZE (sm_100 tcgen05 MMA producers + Jacobi/Householder consumers) so the n^2 working set that overflows 228KB SMEM at n>=352 is streamed in tiles, keeping all stages (reduction + eigenvectors + back-transform) fused with no HBM round-trips. Direct win on n=352 (shape2, 21150us, now cuSOLVER) AND the fast leaf brief-0's sign-split feeds (split 512->256 leaves). Per-matrix residual-gated cuSOLVER fallback; route via the existing router. Verdict = full 13-shape geomean < 47824 + 39/39."
2026-06-30T21:20:19.169148,3,0,47392.323,succeeded,a3787afc43f93711e5477b4203b32ace29d991da,"medium-n fused megakernel (packed FP16 lower-tri A in SMEM + global eigenvector matrix), NT=1024. Extends the n<=200 megakernel to n=256-448, breaking the 228KB SMEM cliff. Root-caused trial2 regression: NT=768 produces garbage (red[] pow2 tree reduction bug) -> 100% fallback; NT must be pow2. ncu: kernel latency-bound (3.2% SM, 12.5% occ), more warps hide latency. Shape2 n=352 b40: 20111->17509us (1.15x faster). Geomean 48704->47392us. Validated 39/39. n=256 tie, n=448 0.91x."
2026-06-30T21:20:29.497187,3,1,49241.927,succeeded,0a4a39c44b10b8ab29995ef881576fb61ece1d0f,"[retro-logged, trial 1] medium-n kernel NT=256: validated 39/39, n=352 27754us (1.38x SLOWER than cuSOLVER 20111). ncu showed latency-bound at 12.5% occupancy. Geomean 49241."
2026-06-30T21:20:29.578048,3,2,49860.375,succeeded,a3787afc43f93711e5477b4203b32ace29d991da,"[retro-logged, trial 2] medium-n kernel NT=768: BROKEN (non-pow2 red[] reduction bug) -> 100% cuSOLVER fallback, n=352 37871us. Geomean 49860. Led to the pow2 diagnosis."
2026-06-30T22:05:32.683714,3,3,46669.399,succeeded,c3c73d365ba7c725b9a2e37d0ad8777b807dadf7,"SMEM-column-blocked BARRIER-FREE back-transform. Stage-split profiling: back-transform was 78% of kernel (n=448 b640 158ms) / 72% (n=352). Reflectors on one column are independent across columns -> one thread owns a column across ALL reflectors: no inter-reflector barrier, V in SMEM (column-blocked, post-reduction free A region). Global V traffic 2n^3->~2n^2*(n/BV). Shape2 n=352 17509->15200us (1.32x vs baseline). Geomean 47392->46669us. Kernel 26.96ms(t1)->14.5ms. Validated 39/39, 0 fallback."
2026-06-30T22:55:31.076465,3,4,46132.750,succeeded,816e19a78a8a77417b4fd05499047e60b271ee3a,"BLOCKED COMPACT-WY back-transform via cooperative SMEM GEMMs. Per-column-serial sweep left only BV<<nt threads active; panel-blocked WY Q_blk-=Y(T(Y^T Q_blk)) engages ALL nt threads, ~n/NB barriers. V in column blocks (post-reduction free SMEM) + panel Y + Gram->block-T (one warp, shfl) + Z/Z2. Reverse panel order. Fixed shfl_sync deadlock + block-T lower-zero bug. Shape2 n=352 15200->13142us (1.53x vs baseline). Geomean 46669->46132us. n=256 1.12x n=448 0.99x. Validated 39/39, 0 fallback."
2026-06-30T23:06:46.789493,3,5,45489.381,succeeded,8a1b527b9a467e4bbbcdbd5238fc1cff88873d1b,Tune blocked-WY panel NB 32->16 (swept 8/16/24/32; 16 fastest: smaller panel -> larger V column block fits SMEM + more GEMM parallelism; NB<=32 for one-warp block-T). Shape2 n=352 13142->10840us (1.86x vs baseline). Geomean 46132->45489us. Validated 39/39.
2026-06-30T23:10:14.122531,3,6,45475.090,succeeded,9d38abc2abe50c686641f02ec1c315a4774befc5,"Raise medium-route cap 400->448. Fast blocked-WY back-transform makes the kernel win the whole SMEM-fit range at both batch sizes (b640 n=384 1.53x/n=416 1.77x/n=448 1.70x; b40 up to 1.86x). Routes all (200,448]; gate falls unresolved matrices. Geomean 45475us (==trial6, no benchmark shape in 400-448). Idle-verified, 39/39."
2026-06-30T23:19:23.749507,3,N/A,N/A,brief_stop,N/A,"MEDIUM-n fused megakernel BUILT, validated, banked. HEAD 9d38abc2a, geomean 48704->45475us idle-verified (~6.6%; ~5% vs parent 47824), 39/39 PASS, 0 fallback. Single moved shape: SHAPE 2 (n=352 b40) 20111->10849us = 1.85x. All other 12 shapes identical (cuSOLVER floor).

WHAT WORKED (7 trials): extended the n<=200 megakernel to n=256-448 by (a) PACKED FP16 LOWER-TRIANGLE A in SMEM (symmetric -> half the bytes, fits n<=448 @200KB vs n<=320 full) + (b) eigenvector matrix V in GLOBAL (n^2 FP32 can't be SMEM-resident at medium n). Three levers, each measured: (1) NT 256->1024 [non-pow2 NT=768 produced GARBAGE via the red[] tree-reduction dropping elements -> 100% fallback; NT must be pow2]; raised n=352 to 1.15x. (2) The BACK-TRANSFORM is the dominant stage (stage-split: 78% at n=448 b640 / 72% at n=352) -- it applied each Householder reflector to GLOBAL V with a __syncthreads per reflector + 2n^3 traffic. Rewrote it as BLOCKED COMPACT-WY via cooperative SMEM GEMMs (Q_blk -= Y(T(Y^T Q_blk)), panel NB=16, block-T built by one warp via shfl, V in column-blocks in the post-reduction-free SMEM, panels reverse order): engages ALL nt threads, ~n/NB barriers. n=352 1.15x->1.86x. (3) cap raised to 448: the fast back-transform moved the crossover up so the kernel now WINS the WHOLE fit range at full occupancy -- MEASURED b640: n=384 1.53x, n=416 1.77x, n=448 1.70x; b40 up to 1.86x. Kernel 26.96ms(t1)->10.18ms(t7) at n=352.

n=512 (the 4 biggest shapes, 165-204ms each) MEASURED OUT OF REACH for one-CTA: (a) packed-FP16 reduction = 257KB > 232KB SMEM cap; (b) FP8-packed reduction (131KB, fits) is too inaccurate -> orth~19, 100% gate fallback; (c) GLOBAL-A tiled reduction ALONE = 292ms at n=512 b640 vs cuSOLVER's ENTIRE eigh 191ms (1.5x slower) -- the in-SMEM resident-matrix no-re-read advantage that makes the kernel win VANISHES when A doesn't fit. Extrapolated, IF n=512 fit in SMEM the kernel would be ~133ms vs cuSOLVER 172ms (~1.29x), so the win exists but the SMEM cliff blocks it.

OPEN DIRECTIONS for the manager (not closed): (1) TENSOR-CORE (WMMA/tcgen05) for the back-transform GEMMs -- they are currently FP32 SIMT (the kernel is now 95% SM-compute-bound, not memory); FP16-MMA could cut the back-transform (~55% of the kernel) ~3-5x, est ~2.8x on n=352, BUT FP16 orthogonality error (~1e-2) exceeds the n=352 gate (5.3e-3) so it needs an FP32 Newton-Schulz cleanup -- unbuilt, accuracy-vs-speed tradeoff to measure. (2) The medium kernel IS the fast D&C LEAF the brief's payoff-2 wants: it wins n=256 1.12x / n=320 1.05x / n=128 even better -- a spectral split of n=512->2x256 with these leaves (brief-0 territory; brief-0 plateaued because its leaves were slow cuSOLVER/old-megakernel, NOT these). (3) BLOCKED tensor-core reduction (panel WY trailing update A-=VW^T+WV^T as MMA) to push the crossover past 448 -- but the n=512 SMEM cliff still blocks resident A. (4) reduction is now 40% of the kernel (packed-FP16 SIMT symv with a branchy AGET) -- a symmetric-matvec (touch each lower element once) could ~halve the symv. (5) n=448 b640 orth=4.9e-3 sits just under the 5.3e-3 gate; a reseed could tip it -> the gate falls it to cuSOLVER (safe, no regression) but worth a tighter reduction for robustness."
2026-06-30T23:22:01.994698,3,N/A,N/A,brief_start,N/A,"All three workers converged on the same wall: the dense shapes need a FAST BATCHED TENSOR-CORE small-eigh PRIMITIVE (the O(n^3) inner eigh is 99% of cost; filter/split GEMMs are cheap). Build it by extending the proven n<=200 fused FP16 SMEM-resident megakernel to medium n (256-512): one CTA per matrix, SMEM-TILE the matrix and WARP-SPECIALIZE (sm_100 tcgen05 MMA producers + Jacobi/Householder consumers) so the n^2 working set that overflows 228KB SMEM at n>=352 is streamed in tiles, keeping all stages (reduction + eigenvectors + back-transform) fused with no HBM round-trips. Direct win on n=352 (shape2, 21150us, now cuSOLVER) AND the fast leaf brief-0's sign-split feeds (split 512->256 leaves). Per-matrix residual-gated cuSOLVER fallback; route via the existing router. Verdict = full 13-shape geomean < 47824 + 39/39."
