timestamp,brief_id,parent_commits,brief_kind,description
2026-06-30T19:04:57.422671,0,d6553505f08487e65da9d377d5d7ac5d99a14de5,macro,"Dense shapes 3/4/6/8/11 (n=512 b640, n=1024) still loop cuSOLVER syevd per matrix: zero tensor cores, latency-bound. Attack them with a fully-batched SPECTRAL DIVIDE-AND-CONQUER via the matrix sign function: split the spectrum at a shift sigma by computing sign(A-sigma*I) through a polynomial iteration (Polar Express / scaled Newton-Schulz, degree-5, ~5-6 batched FP16/BF16/TF32 tensor-core GEMMs to convergence under the loose 1.2% tol), form the spectral projector P=(I+sign)/2, extract the invariant subspace, recurse on the two diagonal blocks. Leaves (small blocks) solved by the existing n<=200 megakernel. Orthonormalize Q in FP32 (CholeskyQR2), L via Rayleigh diag(Q^T A Q). Wire into the router with per-matrix residual-gated cuSOLVER fallback."
2026-06-30T19:05:19.930175,1,d6553505f08487e65da9d377d5d7ac5d99a14de5,macro,"cuSOLVER's per-matrix syevd serializes the dense batches (n=512 b640, n=1024 b60) and uses zero tensor cores. Build a genuinely BATCHED tensor-core eigensolver that fills the 148 SMs across the batch: blocked Householder tridiagonalization where panel trailing two-sided updates A-VW^T-WV^T are ONE batched FP16/BF16/TF32 tensor-core GEMM across ALL matrices at once (not per-matrix), compact-WY representation, FP32 reflector norms. Then a batched symmetric-tridiagonal solve (the existing bisection+twisted/Cuppen kernels), back-transform eigenvectors via one batched tensor-core GEMM through the WY reflectors. CholeskyQR2 FP32 Q-cleanup, L=diag(Q^T A Q). Route the dense n>=512 shapes here with residual-gated cuSOLVER fallback. The win is batch-concurrency saturating HBM, not a faster per-matrix algorithm."
2026-06-30T19:05:20.009285,2,d6553505f08487e65da9d377d5d7ac5d99a14de5,macro,"The big shapes are dominated by full-spectrum cuSOLVER. Exploit the loose tolerance (eigen<=1.2%, orth<=0.6% rel to ||A||) with a GEMM-only batched Chebyshev-filtered subspace iteration that computes the FULL eigenbasis as a block: maintain nxn basis X, apply a low-degree Chebyshev polynomial of A via repeated batched FP16/BF16 tensor-core A@X GEMMs to spread the spectrum, periodic CholeskyQR2 reorthonormalization (batched GEMM + Cholesky). After filtering the Rayleigh-Ritz matrix M=X^T A X is near-diagonal, so diagonalize it with a few GEMM-based Jacobi sweeps (off-diagonals tiny) instead of an inner cuSOLVER; at convergence L=diag(M), Q=X. Target dense n=512 b640 (x5 weight) and n=1024. Per-matrix residual-gated cuSOLVER fallback; route via the existing router."
2026-06-30T20:46:47.724725,3,d6553505f08487e65da9d377d5d7ac5d99a14de5,macro,"All three workers converged on the same wall: the dense shapes need a FAST BATCHED TENSOR-CORE small-eigh PRIMITIVE (the O(n^3) inner eigh is 99% of cost; filter/split GEMMs are cheap). Build it by extending the proven n<=200 fused FP16 SMEM-resident megakernel to medium n (256-512): one CTA per matrix, SMEM-TILE the matrix and WARP-SPECIALIZE (sm_100 tcgen05 MMA producers + Jacobi/Householder consumers) so the n^2 working set that overflows 228KB SMEM at n>=352 is streamed in tiles, keeping all stages (reduction + eigenvectors + back-transform) fused with no HBM round-trips. Direct win on n=352 (shape2, 21150us, now cuSOLVER) AND the fast leaf brief-0's sign-split feeds (split 512->256 leaves). Per-matrix residual-gated cuSOLVER fallback; route via the existing router. Verdict = full 13-shape geomean < 47824 + 39/39."
2026-06-30T21:28:13.547278,4,d6553505f08487e65da9d377d5d7ac5d99a14de5,macro,"brief-1 proved the dense Householder floor is FP32 back-transform(56)+ortho(27)+residual-gate(56)=139ms, and that FP16 there 'breaks orthogonality' — but never tried recovering it cheaply. Attack the LARGE full-rank dense shapes (n=1024 shapes 4/7, n=2048 shape 5, n=512 if it beats the megakernel) with an ALL-LOW-PRECISION batched multi-kernel tensor-core pipeline exploiting the loose tol (eigen<=1.2%, orth<=0.6%): dense->band->tridiag reduction AND eigenvector back-transform in FP16/BF16 tensor cores, the banked 3ms SMEM Sturm-bisection for eigenvalues, then a SINGLE cheap FP32 Newton-Schulz orthonormalization step at the very end to recover Q to the 0.6% gate — ELIMINATING the per-matrix residual-gate (brief-1's 56ms) by trusting the validated low-precision kernel, and shrinking the back-transform ~3x. L via FP32 Rayleigh. Reuse brief-1's banked 3ms bisection. -O2 not -O3. This reaches n=1024/2048 where the one-CTA megakernel (brief-3) can't tile. Per-shape router, verdict = full 13-shape geomean < 47824 + 39/39 idle-verified."
2026-06-30T22:17:09.327172,5,c3c73d365ba7c725b9a2e37d0ad8777b807dadf7,macro,"The geomean is SCALE-FREE (13 equal-weight shapes), so a big multiplicative win on the TINY overhead-bound shape 0 (n=32 b20, 161us, unchanged across every trial = currently NOT won) moves the geomean as much as the n=352 win did. Leaders exploit exactly this (revolutionaryspaces 'submission_eigh_n32_parallel', msaroufim 'triangular_diagonal_fast_path'). Build a fused batched Jacobi/one-shot megakernel for small n (n<=64, definitely n=32): ONE kernel launch over the batch, one CTA (or one warp) per matrix, the whole nxn matrix + eigenvector accumulator resident in registers/SMEM, cyclic/parallel two-sided Jacobi rotations to convergence (n=32 needs few sweeps), eigenvalues=diag ascending, Q accumulated through rotations. Kill cuSOLVER's per-call launch+dispatch overhead that dominates at this size. Also probe a diagonal/near-diagonal fast path (sorted diag as L, identity/permutation Q) for trivially-structured small inputs. Route n<=64 via the existing router with residual-gated cuSOLVER fallback. Forks the current best (c3c73d365, 46669us) so this STACKS with the n=352 megakernel win. Verdict = full 13-shape geomean < 46669 + 39/39 idle-verified."
2026-06-30T23:43:37.071740,6,9d38abc2abe50c686641f02ec1c315a4774befc5,macro,"Beating #1 (27023, =2.08x over stock 56238 baseline) by 20% REQUIRES ~2x on the dense cond2 shapes 3/4/6/7 + dense-even 11 (n=512/1024 b640/b60), which 4 workers refuted via one-CTA-per-matrix (cuSOLVER wins by keeping each matrix L2-resident; batched one-CTA blows L2 -> symv bandwidth floor). The ONE untapped lever: EMULATED-FP32 tensor-core GEMM (per environment.md, cuBLAS bf16x9 emulation = ~FP32-accurate at up to ~3x native FP32). It bridges the exact wall that killed briefs 1/3/4: bf16 reduction gave eig~3000 (inaccurate), FP32 SIMT was accurate but slow. FIRST probe torch's fp32-precision/emulation knob (torch.backends.cuda.matmul.fp32_precision='tf32'/'bf16x3'/'ieee', or set_float32_matmul_precision) AND a hand-rolled bf16x3 split (A=hi+lo bf16, 3 TC GEMMs) on B200 -- measure GEMM accuracy+speed vs FP32 SIMT and bf16. THEN build a two-stage dense->band reduction whose trailing two-sided update is ONE emulated-FP32 batched GEMM (syr2k) across ALL matrices at once (compute-bound, fills GPU, avoids the per-column symv L2 floor); band->tridiag on the narrow band; reuse brief-1's banked 3ms SMEM bisection + brief-3's WY back-transform. Fix the eig~3000 two-stage accuracy bug brief-4 hit (likely QR-panel/band-tridiag reflector composition, not precision). Per-matrix residual-gated cuSOLVER fallback; route n=512/1024 dense. Forks best 9d38abc2 so it STACKS with n=352. Verdict = full 13-shape geomean < 45475 + 39/39 idle-verified."
2026-07-01T00:57:47.968000,7,9d38abc2abe50c686641f02ec1c315a4774befc5,macro,"Six workers proved CUSTOM batched reduction can't beat cuSOLVER on n=512 b640 (its per-matrix syevd is efficient when 640 matrices fill the GPU). But torch.linalg.eigh calls syevd, which computes to FULL FP64-relative accuracy — WASTEFUL given the harness gate is only eigen<=1.2%, orth<=0.6%. Untried legitimate lever: call cuSOLVER's JACOBI eigensolver syevjBatched/syevj DIRECTLY via load_inline (-lcusolver) with LOOSENED tolerance + CAPPED max_sweeps (syevj exposes tol and max_sweeps params; syevd does not). A Jacobi solve stopped early at 1.2% accuracy should beat the fully-converged syevd on the dense shapes — a vendor-library parameter lever that hits ALL dense shapes (3/4/5/6/7/11) at once with no custom kernel. PROBE FIRST: raw syevj vs syevjBatched vs syevd timing at n=512 b640 and n=1024, sweep max_sweeps={1..15} + tol={1e-2..1e-4}, find the min sweeps that still passes the harness gate, measure speedup. ALSO probe dense cond2 input structure (effective rank via A@A trace, spectral gaps) for any routing win. Route per-shape to whichever cuSOLVER routine is faster+passes; per-matrix residual-gated fallback to syevd. Forks best 9d38abc2 so it STACKS. Verdict = full 13-shape geomean < 45475 + 39/39 idle-verified."
2026-07-01T01:05:04.742627,8,9d38abc2abe50c686641f02ec1c315a4774befc5;dc4a0c063,combine,"COMBINE the run's best (9d38abc2: n=176 megakernel + n=352 mega_med + clustered two-level + geometric low-rank, geomean 45475) with brief-0's gap-aligned rank-peel (dc4a0c063). The peel is GATE-PASSING on rankdef512 (shape8, orth 6e-6, eigr 1.2e-3) and nearrank1024 (shape10) but ~15% too SLOW end-to-end (rankdef peel 192ms vs cuSOLVER 167ms), so brief-0 left it dormant — both shapes sit on the cuSOLVER floor. Lift the peel machinery (_eigh_gap_peel, _ns_orth_fp32, _lambda_max, the cheap bf16-sign-count gap detector) onto the best branch and make it WIN by cutting its dominant cost: the FP32 Newton-Schulz orthonormalization (~40ms, measured no-tensor-core SIMT). Replace it with TF32 tensor-core orthonormalization (brief-6 measured TF32 8-10x FP32-SIMT at relerr 2.9e-4, within the 0.6% orth gate) plus a single final cleanup, and/or brief-4's fp16-backtransform+1-NS cheap tail. Route ONLY the runtime-detected rank-deficient shapes (the bf16-sign-count gap detector fires on rankdef/nearrank, not full-rank dense) with per-matrix residual-gated cuSOLVER fallback so nothing regresses. Target: rankdef512 + nearrank1024 both < cuSOLVER, stacking ~4% onto the geomean. Verdict = full 13-shape geomean < 45475 + 39/39 idle-verified."
2026-07-01T01:53:00.770591,9,ce4c5eb9e07d2670218cc72ea99a738c14fdcd49;da74c94c4,combine,"n=2048 b8 (shape 5, cuSOLVER floor 186323us) is the ONE full-rank dense shape where cuSOLVER structurally UNDER-utilizes the GPU: it runs 8 matrices serially per-matrix, filling only ~8 of 148 SMs. brief-4 proved its bulge-chasing two-stage is ACCURATE at n=2048 (eig~4, 39/39, no fallback) but ~9× cuSOLVER because it's ONE CTA/matrix = 8 CTAs, latency-bound (455k sequential barriers). The win: make the n=2048 reduction MULTI-CTA / cooperative so 8 matrices fill 148 SMs. Fork the best (ce4c5eb9, all low-rank wins) + pull brief-4's accurate bulge kernels (bulge_tridiag_k, 2D-grid bulge_backtransform_k, dense→band bug fix, band-aware latrd_band, precision _bt_mm, AQ gate) from da74c94c4. Then de-serialize the chase for the b=8 case: (a) warp-shuffle the per-step reductions + warp-per-matrix to cut the 7-barrier-per-step count; (b) multi-CTA-per-matrix pipelined bulge front (cg::this_grid, NOT cudaStream — 'stream' is banned) so ~18 CTAs cooperate per matrix; (c) or WY-block the chase reflectors into tensor-core GEMMs. dense→band trailing update in TF32/fp16 (brief-4 confirmed gate-safe). Route ONLY n=2048 to this; per-matrix residual-gated cuSOLVER fallback. Budget: reduction + banked 3ms bisect + fp16 back-transform + 1 NS < 186323us. Verdict = full 13-shape geomean < 44358 + 39/39 idle-verified. Distinct from brief-7 (low-rank n=512/1024) and brief-8 (nearrank peel)."
