timestamp,brief_id,parent_commits,brief_kind,description
2026-06-29T07:00:43.497009,0,769f6f8b9b438b89bf62c67a610af2f5371ebb02,macro,"n512 B640 marquee shape: the blocked-Householder trailing apply (qr_panel_apply_fused) is 51% of runtime, a panel-sequential chain. Replace the well-conditioned subset's path with batched CholeskyQR2 (G=A^T A, Cholesky R, Q=A R^{-1}, repeated once for orthogonality), done entirely in BF16/TF32 tensor-core batched GEMMs with FP32 accumulate, then recover the compact Householder (H,tau) via orhr_col-style Householder reconstruction. Keep the per-matrix ill-conditioned geqrf fallback. Target turning the sequential panel chain into 3 big batched GEMMs the B200 tensor cores saturate."
2026-06-29T07:02:19.628325,1,769f6f8b9b438b89bf62c67a610af2f5371ebb02,macro,"n512 B640: the blocked-Householder trailing update (qr_panel_apply_fused, 51%) is the bottleneck and runs FP16. Drop its bulk GEMMs (V^T C and V(T^T W)) to FP8 e4m3 with per-tile/amax scaling and FP32 accumulate on the tcgen05 tensor cores, then restore FP32 orthogonality with one Newton-Schulz or Gram-Schmidt reortho pass on the affected columns. Keep panel factor + T-factor in FP32/BF16. Per-matrix demote to the existing path where FP8 amax indicates overflow/ill-conditioning. Goal: ~2x the dominant GEMM throughput vs FP16."
2026-06-29T07:02:19.664869,2,769f6f8b9b438b89bf62c67a610af2f5371ebb02,macro,"n4096 B2 (11222us, single biggest shape) and n2048 B8: the CholeskyQR path uses an UNBATCHED per-matrix FP64 cholesky loop, and B200 FP64 is weak; with only 2-8 matrices the GPU is massively occupancy-starved (148 SMs idle). Restructure to a multi-CTA-per-matrix tensor-core blocked QR: split each large matrix across many CTAs so all 148 SMs are busy, do the O(n^3) trailing updates in BF16/TF32 batched GEMMs with FP32 accumulate, and reconstruct compact (H,tau) via the existing orhr_col-style path. Eliminate the FP64 loop."
2026-06-29T07:02:19.700038,3,769f6f8b9b438b89bf62c67a610af2f5371ebb02,macro,"n1024 B60 (shapes 4/8/11, ~3300us each): the large-n two-level blocked path is panel-sync/latency-bound (panel ~53%). Widen the outer block and route the trailing update through tcgen05 tensor-core GEMMs (BF16 storage, FP32-V reflectors for orthogonality), cutting the number of panel barriers and the per-panel GEMV-like work. Reduce panel passes so the bulk O(n^3) work lands on saturated tensor-core GEMMs rather than the latency-bound panel chain."
2026-06-29T07:02:19.736095,4,769f6f8b9b438b89bf62c67a610af2f5371ebb02,macro,"Mixed-batch n512 shape 7 (5084us, slowest 512) and n1024 mixed shape 8: ill-conditioned matrices in the mixed batch fall back to per-matrix torch.geqrf, which serializes and dominates. Replace the fallback with a batched accurate GPU path for the ill-conditioned subset: shifted-CholeskyQR (add a small mu*I shift to make A^T A+muI positive-definite, then CholeskyQR2 + one step of iterative refinement) or batched column-pivoted panel, so ill-conditioned matrices stay on a batched tensor-core path instead of looping cuSOLVER. Cut the geqrf scatter cost."
2026-06-29T07:02:19.770875,5,769f6f8b9b438b89bf62c67a610af2f5371ebb02,macro,"n512 B640: fuse panel-factor + trailing-apply into one persistent warp-specialized megakernel in CUDA C++/CUTE DSL on sm_100a. Use a producer/consumer split (TMA/async-copy warps stage panel and trailing tiles into SMEM while tcgen05 MMA warps consume), software-pipelined across outer blocks, so the whole n512 QR for a CTA's matrices runs in a single launch with no global round-trips between panel and trailing GEMM. Attacks the 51% qr_panel_apply launch-and-reload overhead directly."
2026-06-29T09:04:21.204134,6,39e75c85edba9abaff65fff787de9f8c029abdb8,macro,"n512 B640 GOOD (well-conditioned) subset, the 51% qr_panel_apply_fused trailing update currently runs FP16 + needs FP32 reortho cleanup. Forking off the brief-4 best (which proved cuBLAS-13 BF16x9 FP32-emulation is bit-FP32-exact and leaderboard-portable on this kernel): route the n512 GOOD-subset trailing block-reflector GEMMs (V^T C, V(T^T W)) through BF16x9 emulation instead of FP16. BF16x9 is FP32-exact, so this should match accuracy WITHOUT the FP16 path's fixup passes (classify_convert 5.4%, fill_R_zero_tail 2.8%) while still using tensor cores. Compare BF16x9 vs the current FP16+cleanup end-to-end on shape 3."
2026-06-29T09:18:38.568823,7,39e75c85edba9abaff65fff787de9f8c029abdb8,macro,"n512 PAF kernel (qr_panel_apply_fused, 51%) is OCCUPANCY/BARRIER-bound per ncu: CTA-barrier stalls 34-39%, only ~2 CTA/SM (96KB SMEM), tensor pipe ~45% idle, NOT MMA-bound. Raise occupancy and cut barrier stalls: shrink the 96KB SMEM footprint (smaller staged tiles / drop redundant SMEM buffers / reuse) to fit 3-5 CTA/SM so the scheduler hides barrier latency, and reduce the number of __syncthreads per outer block (fuse phases, double-buffer, or async-copy pipeline so fewer full-CTA barriers). Goal: more concurrent CTAs to overlap the barrier-stall bubbles, attacking the 51% kernel at its real bottleneck."
2026-06-29T09:36:55.808730,8,39e75c85edba9abaff65fff787de9f8c029abdb8,macro,"Small shapes s0 n32 (10us), s1 n176 (251us), s2 n352 (592us) are UNATTACKED and each is 1/12 of the geomean — equal weight to n4096, so halving s1/s2 helps geomean as much as halving n4096. They are launch/overhead-bound (many small kernel launches + Python dispatch + per-shape flag-setting). Attack the launch overhead: capture each small-shape path as a CUDA graph and replay (eliminating per-launch + Python overhead across the timed reps), and raise the n176 megakernel / n352 bf16 occupancy so more matrices run per wave. Also profile to see if the n352 bf16 two-level path can widen its block to cut launches. Goal: cut the 3 small shapes' overhead-dominated time."
2026-06-29T10:36:13.539456,9,769f6f8b9b438b89bf62c67a610af2f5371ebb02,macro,"n512 B640 dominant shape spends ~16% on NON-math support kernels no worker touches: classify_convert_n512 (5.4%, one 167us launch that FP32->FP16 converts + classifies good/bad), build_Minv_blk4 (8%, the T-factor inverse), fill_R_zero_tail_n512 (2.8%, 85us zeroing R's sub-diagonal). These are format/bookkeeping, gate-safe (no accuracy risk). Fuse and shrink them: merge classify+convert into the panel's first load (convert on the fly), fold fill_R_zero_tail into the apply epilogue (write zeros while writing R), and cut build_Minv cost (cheaper batched TRSM or fold into the trailing GEMM). Eliminate separate launches/passes over the B*n*n data. Hits 5/12 of geomean off the clean remote-valid baseline."
