timestamp,agent_id,brief_id,iteration,pmpp_v2/sort_py,pmpp_v2/histogram_py,pmpp_v2/conv2d_py,status,commit,description
2026-06-12T05:18:15.808672,1,,N/A,229.545,N/A,N/A,baseline,8c2621a6ac8c7405055a7a178f9149b63840c6c8,baseline: robust full-width CUB DeviceRadixSort (leaderboard-valid)
2026-06-12T05:32:45.751384,1,0,N/A,N/A,N/A,N/A,brief_start,N/A,"Profile shows DeviceRadixSortOnesweepKernel dominates the 100M sort and cudaMemcpyAsync adds 13%. Explore a custom CUB DispatchRadixSort tuning policy specialized for sm_100 + 100M int32-reinterpreted floats (block threads, items-per-thread, radix bits per pass), and remove redundant device-to-device copies by sorting in place into the output buffer. Compare against a graph-captured single SortKeys with no temp round-trips. Goal: beat #1's 1307us on the ranked shape."
2026-06-12T06:11:01.917627,1,0,0,229.457,N/A,N/A,succeeded,73ba1fdbd3a5c8a8d9d373cf70681197b4aa7c7e,"Custom sm_100 CUB DispatchRadixSort policy hub (Policy1000 mirrors Policy900) + DoubleBuffer{in,out} with is_overwrite_okay=true (no internal 400MB temp-key alloc; copy-to-output only on even pass count). Full 32-bit range, robust. Neutral vs baseline: 100M=2609us, geomean=229.46us (baseline 229.33). Confirms copy/alloc elimination is not the bottleneck; sets up tunable policy for radix-bits + bit-narrowing."
2026-06-12T06:35:14.844292,1,0,1,233.378,N/A,N/A,succeeded,622d209b316b1cab80f88efaa19a498e1c8bf37b,"9-bit radix + runtime bit-narrowing (min/max->end_bit, 3-pass on 100M, result lands in output no-copy), gated n>=4M. Adversarial correctness ALL_CORRECT across 18 distributions (negatives/mixed-sign/degenerate/exponent-boundary/full-range/path-boundary/100M). PERF NEUTRAL: 100M=2612us vs baseline 2609; geomean 233.4 vs 229.3. Finding: on the L2-cleared harness, CUB onesweep is HBM-bound on the 400MB array; 9-bit's higher per-pass cost cancels the saved pass. Radix-width/pass-count tuning plateaus ~2610us. Win must reduce total bytes moved, not pass count."
2026-06-12T07:03:25.971668,1,0,2,229.368,N/A,N/A,succeeded,589834480340d35263bca449b2a53d27d8aa3a41,"Onesweep ITEMS_PER_THREAD 15->20 (max-fit for 512-bin shared mem; 24 fails). WARM microbench big win (2009us vs 2369) by shortening the look-back chain, but HARNESS-NEUTRAL: 100M=2610us=baseline. KEY FINDING: warm microbench measures look-back latency hidden by L2; the cold L2-cleared harness is scatter-bandwidth-bound (~0.9-1.3TB/s random-write, ~11-16% of peak) and that wall is invariant to IPT/radix-width/store-algo/onesweep-true-false (all sweeps land ~2610us harness). CUB onesweep tuning exhausted; only lever left is FEWER scatter passes (needs >=13-bit radix, which CUB onesweep can't build -> custom 2-pass kernel). Validates 5/5; geomean 229.37=baseline."
2026-06-12T07:42:16.982856,1,0,3,228.258,N/A,N/A,succeeded,9532c8818f7a76bdf28b97d2f89cc71412623149,"Custom sm_100 onesweep policy scaffold; established CUB onesweep 8-bit ceiling. RADIX_BITS=11 needs 149KB static smem, RADIX_BITS=13 needs 591KB (ptxas hard limit 48KB) -> CUB onesweep CANNOT exceed 8 bits/pass on this GPU. Route (a) custom-wide-CUB-policy is DEAD for the 2-pass goal. Reverted to RADIX_BITS=8 float-direct reduced-end_bit (device min/max of IEEE-sortable transform -> begin_bit=0,end_bit=26). geomean 228.258us (~baseline 229.545); 100M=2743us (4 passes since 26/8=4; worker-0 got 3 via subtract-to-24-bits). validate PASS, default stream. NEXT: hand-rolled 2-pass split-radix (route b) is the only path to 2 passes."
2026-06-12T07:57:27.061086,1,0,4,383.372,N/A,N/A,succeeded,20d95eaf63443c0e8c9ea908f49e535faf128bd5,"MILESTONE: custom 2-pass 13-bit radix WORKS & is bit-exact. Dynamic smem (227KB opt-in) beats CUB onesweep's 8-bit static-smem ceiling -> 26 sig bits in 2 passes (not 3-4). Persistent-CTA hist -> digit-major scan -> stable scatter (warp __match_any_sync rank + sequential per-warp cursor). ALL_CORRECT vs torch.sort: 15 adversarial cases incl negatives/mixed-sign/denormals/+-inf/+-0/all-equal/exp-boundary/100M-real. PERF REGRESSION though: geomean 383.4us, 100M=6756us, 10M=1699us (vs CUB 308) — the scatter's NWARPS*ITEMS=256 syncthreads/tile + serialized warp accumulation dominate. Fewer passes confirmed reachable; now must make the scatter fast (parallel block rank, fewer barriers)."
2026-06-12T08:24:06.732932,1,0,5,278.588,N/A,N/A,succeeded,5ae2387c9b95e8a248877511f92ec1f43e3544cd,"MSD 2-level radix (12+12 bit, 4096 buckets) with COALESCED block-local-sorted scatter. Key fix: naive global-atomic partition scatter was 6346us (fully random 400MB writes, atomic contention on 4096 cursors); replaced with 3-phase coalesced (per-block hist -> digit-major scan -> block-local-sort-by-Dh-in-smem then write contiguous runs). MSD lets both scatters be UNSTABLE (no warp serialization). ALL_CORRECT 15 adversarial cases incl 100M. 100M=3543us (vs 9188 naive-MSD, 6756 LSD, but still >2316 worker-0 floor & 2743 baseline), 10M=653us, geomean 278.6us. Per-kernel (warm microbench): minmax 212, init_hist 239, scatter1(naive)6346->now coalesced, sort_buckets 1879. Next: profile new breakdown, optimize level-2 bucket sort + fuse."
2026-06-12T08:30:51.252872,1,0,6,250.196,N/A,N/A,succeeded,4e1387ed53a9f5f52d7e3f58989797a26e6e7839,"Folded digit-base add into scatter; killed the serial block-hist-matrix add. nsys (cold) showed scanB was the BIGGEST kernel (~251us): its 'for all 592 blocks: g_blockhist[b][d]+=base[d]' serial add over the 592x4096 matrix. Now scanB only scans the 4096 digit totals -> bucket_start; scatter1 computes per-block base on the fly = bucket_start[dh]+colpref[b][dh]. ALL_CORRECT. 100M 3543->3283us, 10M 653->412us, geomean 278.6->250.2us. Remaining cold kernels: scatter1 153, sort_buckets 128, scanA 30, minmax 29, hist_blocks 19 (us, avg over shapes). Next: speed scatter1 + sort_buckets, fuse minmax, possibly smaller buckets so level-2 fits smem (1 read)."
2026-06-12T08:42:38.368437,1,0,7,249.260,N/A,N/A,succeeded,d422428c6687d9164c7d8f099ccdc45ee588382f,"Single-read optimizations. scatter1 loads tile keys to registers once (was double-reading bufA); sort_buckets holds whole bucket smem-resident (BKT_CAP=45056) -> single temp read vs hist+scatter double-read. Cold per-kernel (microbench, prior config): scatter1 1301us, sort_buckets 1549us were 85% of time. ALL_CORRECT. 100M 3283->2949us, 10M 412->453, geomean 249.3. NOTE tried 13/11 split first (worse: 3723us, smem pressure cut occupancy) so reverted to 12/12. Still 100M=2949 > baseline 2743 & worker-0 floor 2316 -- not winning yet; the smem Hillis-Steele scans (4096-bin per tile in scatter1, per bucket in level-2) and the 256-barrier scan loops likely dominate now. Next: faster scans (warp-scan / CUB BlockScan), reduce barriers."
