timestamp,brief_id,trial,linalg/qr_v2,status,commit,description
2026-06-29T13:06:10.001297,14,N/A,N/A,brief_start,N/A,"Householder QR has an irreducible n-column serial DEPTH (reflector j needs j-1); every panel widen/split/recurse attempt failed on this. Attack the DEPTH itself with batched-TSQR (communication-avoiding QR) on the tall panels of n4096 B2 (11222us, biggest shape) + n2048 B8: tile each tall panel into row-blocks, factor ALL tiles of BOTH matrices in ONE batched cusolverDnSgeqrfBatched (device-filling, not 1-2 CTAs), then combine the per-tile R-factors up a LOG-DEPTH reduction tree (each combine a small 2nb x nb batched QR). Reconstruct the flat geqrf-compatible compact (H,tau) from the hierarchical reflectors (the crux). Stock cuSOLVER/cuBLAS only (no emulation - remote-unsafe)."
2026-06-29T13:57:50.553716,14,0,N/A,validation_error,N/A,"Trial 3: TSQR-R via block-MGS, SHRINK-height variant. FAILED diff guard at s5 (B=8): R-Q^TA residual ~370 (allowed 8.04, scaled ~910, 8/8 wrong). Bug: block-MGS projection (I-Q_p Q_p^T)trailing leaves residual across ALL rows [c0:n], not just [c1:n], so taking the next panel from rows [c1:n] drops the rows-[c0:c1] residual and corrupts R. Test shapes (B=2->geqrf) passed. Fix = full-height panels (trial 4)."
2026-06-29T13:57:50.587609,14,1,2380.496,succeeded,9063391d1445f2bd7555bab852f67843d44dbba0,"Trial 4: TSQR-R via block Gram-Schmidt (FULL-height panels), s5 PASS (all 22 tests + 3 guards CLEAN, n2048 factor 0.00225/0.00488 ample). _caqr_R_tsqr: each panel orthonormalized by TSQR (P*B tiles in one torch.geqrf + stacked-R tree geqrf), then Q=A R^{-1} (tri_solve_right_inv) + orhr recon (_reconstruct_householder) + exact-from-V tau. s5 7142->594394us (8.3x WORSE): torch.geqrf on tiles is serial cuSOLVER per-matrix (NOT truly batched) + Python-loop launch overhead + block-MGS full-height GEMMs (~1.5x Householder FLOPs). geomean 1634->2380. Recon backbone is cheap (trial-2: ~8%); the R-source is the cost. Open: cublasSgeqrfBatched for genuinely-parallel tile QR."
2026-06-29T14:20:14.819911,14,2,N/A,runtime_error,N/A,"Trial 5: first cublasSgeqrfBatched TSQR -> SIGSEGV (exit 139) in the B=8 diff guard. Root cause: cublas*geqrfBatched 'info' is a SINGLE HOST int (argument validation), but I passed a device int tensor of size batchSize -> cuBLAS wrote to a device address interpreted as host memory. Test shapes (B=2->geqrf) passed; only the B=8 CAQR path crashed. Fixed by passing &host_info (trial 6)."
2026-06-29T14:20:14.854088,14,3,2837.715,succeeded,8efe027c26b82f90b22465a427b21c3b4007d662,"Trial 6: TSQR R via cublasSgeqrfBatched (tile QRs in ONE batched call + tree-combine geqrf), s5 PASS (all 22 tests + 3 guards CLEAN, n2048 factor 0.00225). Column-major cuBLAS layout handled via transpose + extract_R kernel. s5 5351465us (5.3s!) -- cublas*geqrfBatched is tuned for TINY (~32x32) matrices; at 256x256 tiles + the 2048x256 tree-stack it serializes with NO tensor cores. CRITICAL: neither cuSOLVER torch.geqrf (trial 4: 594ms) NOR cublasGeqrfBatched (5.3s) factors w=256 tiles fast -- the batched-QR libraries collapse for tiles >= ~64. The R-source needs a tensor-core method (CholeskyQR-style Gram, or much narrower panels in the batched sweet spot), not library batched-geqrf. geomean 2837."
2026-06-29T14:38:30.340338,14,4,N/A,validation_error,N/A,Trial 7: _caqr_R_cholesky FLOOR probe (whole-matrix CholeskyQR R: TF32-tensor-core Gram A^TA + FP32 chol -> R). FAILED s5 diff guard (exit 1): cond=1 dense at n=2048 has cond(A) large enough that cond(Gram)~cond(A)^2 exceeds FP32 chol precision -> factor residual blows the gate. The 22 test shapes (B=2->geqrf) passed. Confirms 'CholeskyQR dead for big-n'. Establishes that a SINGLE-pass tensor-core Gram R is too inaccurate; would need CholeskyQR2.
2026-06-29T14:38:30.373847,14,5,2541.696,succeeded,12b9b476f73020edeb170f4d67270222ec1dca60,"Trial 8: TSQR R via cublasSgeqrfBatched, NARROW tiles nb=64/th=64 (cuBLAS batched sweet spot). s5 1419295us (1.4s) -- 4x better than nb=256 (5.3s) but still ~200x over the 7142us bar; metric emitted so correctness PASSED. Exhausts the library-batched-geqrf TSQR direction: cublas*geqrfBatched is too slow at every tile width >=64, and a Python-loop block-MGS over 32 panels adds heavy launch overhead. geomean 2541. The recon backbone (Q=A R^{-1}+orhr) is CHEAP (~1.4ms/call); the whole problem is a fast device-filling R-source, which neither cuSOLVER geqrf, cublasGeqrfBatched, nor single-pass CholeskyQR provides. Open: tile-CholeskyQR TSQR (tensor-core Gram per small tile), CholeskyQR2, or a custom fused-CAQR kernel."
2026-06-29T15:02:05.604797,14,6,N/A,validation_error,N/A,"Trial 9 (PROFILE-DIRECTED per coordinator): nsys on the nb=64 TSQR pinpoints the 200x EXACTLY -- geqr2_batch_kernel (cublasSgeqrfBatched) = 95.7%+3.1% = 98.8%; the recon (panel_solve_fused 0.1% + diag_lu_reg 0.1%) is 0.2%. So the reconstruction is NOT the tax; the library batched-geqrf tile-QR is. Then tried CholeskyQR2 R-source (G1=A^TA TF32 Gram, R1=chol, Q1=A R1^-1, G2=Q1^TQ1, R2=chol, R=R2 R1) as a FAST device-filling R. FAILED s5 diff guard: torch.linalg.cholesky(G1) raises 'leading minor of order 2039 not positive-definite' -- cond(A) at n=2048 cond=1 (~2e4 from the 2048-dim Gaussian x10 logspace) gives cond(G)~4e8 > 1/eps_fp32, so the FP32 Gram loses PD-ness. Confirms the cond^2 wall; both CholeskyQR (trial 7) and CholeskyQR2 are numerically dead at n=2048 with stock FP32 Grams. Reverted dispatch to the validated TSQR."
2026-06-29T15:14:57.144415,14,7,N/A,validation_error,N/A,"Trial 10: TSQR with per-tile CholeskyQR (tensor-core Gram + small FP32 chol per 128x128 tile + jitter, then tree). Hypothesis: a SMALL tile's Gram is PD in FP32 (unlike the full nxn Gram). FAILED s5 diff guard: torch.linalg.cholesky raises 'leading minor of order 128 not positive-definite' (Batch element 5) -- even a 128x128 tile Gram loses PD-ness under TF32 for the diff-guard's re-seeded ill-conditioned tiles, despite the 1e-6 jitter. The 22 public tests (B=2->geqrf) pass. CONCLUSIVE: every stock-primitive R-source for n=2048 B=8 is either ~200x too slow (cuSOLVER/cublas batched geqrf) OR fails Cholesky PD (whole/CQR2/per-tile CholeskyQR). The orhr recon backbone is CHEAP (0.2%, profile-confirmed) -- the wall is a fast+accurate R-source with stock primitives, which only a real Householder QR (the existing panel kernel) or FP64/int-Ozaki Grams provide. Reverted to the validated cublasSgeqrfBatched TSQR."
2026-06-29T15:21:46.586860,14,8,2720.182,succeeded,4b77a5f60591d23ff3ae59a260456020152d93c3,"Trial 11 (final committed): CAQR via block-MGS + cublasSgeqrfBatched TSQR, nb=128/th=128. s5 3145188us, geomean 2720 (nb=128 slower than nb=64's 2541 -- cublas geqrf cost grows with tile width). Validates (all 22 tests + 3 guards CLEAN). This is the on-brief CAQR end state. VERDICT (profile-confirmed across trials): the orhr reconstruction backbone is CHEAP (Q=A R^{-1}+whole-matrix orhr = 0.2% of s5; isolated at ~1.4ms/call in trial 2) -- the brief-flagged 'crux' is NOT the blocker. The blocker is a fast+accurate device-filling R-source with STOCK primitives, which does not exist at n=2048 B=8: cuSOLVER torch.geqrf 594ms (underfills), cublasSgeqrfBatched 1.4-5.3s (library batched-geqrf is launch-heavy serial per-tile, no tensor cores), CholeskyQR/CQR2/per-tile-CholeskyQR all fail Cholesky positive-definiteness (cond^2 wall). TSQR's depth-reduction CANNOT pay off here because the only stock primitive that factors a tile fast+accurately IS a Householder QR (the existing 7142us panel kernel) or an FP64/int-Ozaki Gram (other briefs' machinery). Open for the manager: a CUSTOM batched tile-QR CUDA kernel (one CTA/tile Householder, device-filling) is the only untried path that could make TSQR viable -- but it rebuilds the very panel the brief sought to avoid."
