timestamp,brief_id,trial,linalg/eigh_py,status,commit,description
2026-07-05T09:22:11.499545,68,N/A,N/A,brief_start,N/A,"Eliminate remaining n2048 setup and allocation overhead without changing reducer arithmetic: cache full cooperative launch parameter templates in device-keyed state, prove whether reflector workspace can alias a lifetime-disjoint aligned region of output storage with coalesced pitch, and test zero-copy input/output reuse only where inverse-iteration lifetimes permit. Preserve occupancy-derived 15-cluster residency, certificates, portability modes, fallbacks, and every other route."
2026-07-05T09:26:12.719762,68,0,23021.537,succeeded,c6c6d16bcc7409f6add0772d12c0cb6edb13fffc,"Cached the complete n2048 cooperative launch template, including the three launch attributes and all invariant config fields, in device-keyed state; only batch-dependent gridDim is updated per invocation. Kernelguard CLEAN and all 39/39 validation cases passed. Full benchmark measured 23021.536916 us aggregate and 83301.150 us for n2048."
2026-07-05T09:29:32.048814,68,1,22978.598,succeeded,e0362c9f2592d2446f681251a3493fe0788bee37,"Removed the separate n2048 reflector tensor by writing Householder reflectors into the lifetime-disjoint eliminated lower triangle of the cloned row-major matrix, then returning that matrix as reflector storage. This preserves coalesced n=2048 pitch and alignment and changes no reducer arithmetic or launch geometry. Kernelguard CLEAN and all 39/39 validation cases passed. Full benchmark measured 22978.597888 us aggregate and 83239.255 us for n2048."
2026-07-05T09:32:22.040249,68,2,23047.284,succeeded,62480efa8d07be16ac1fc5930d4a59c0fa68f344,"Measured zero-copy n2048 input/output reuse: copied input into the eigenvector output, used it as the mutable reducer matrix, then allowed inverse iteration to overwrite it; restored separate reflectors and a compact [batch,2048,24] factor tensor because their lifetimes overlap this output alias. Kernelguard CLEAN and all 39/39 validation cases passed. Full benchmark measured 23047.283616 us aggregate and 83272.929 us for n2048, versus reflector-alias trial 1 at 22978.597888/83239.255 us."
2026-07-05T09:36:05.773703,68,3,23060.095,succeeded,8643efd83649d92137a7c42c6364e38cb3f2358d,"Restored the lower-triangle reflector alias and completed device/batch-keyed n2048 launch caching: initialization provides a valid provisional grid for occupancy, then stores the occupancy-capped full config and mutates it only when batch changes. Also removed the redundant second info.zero_ before a kernel that initializes its own entry. Kernelguard CLEAN and all 39/39 validation cases passed. Full benchmark measured 23060.094917 us aggregate and 83304.888 us for n2048; target movement is within observed run spread."
2026-07-05T09:38:47.526167,68,4,23030.606,succeeded,0c160fbc97b52fcc2f4a04e179f07142978cdbe0,"Added device-scoped grow-only n2048 reduced-matrix storage, reusing its narrowed row-major view across calls, copying input into it, and returning it as the in-place reflector tensor; vector output remains the aligned factor workspace. Kernelguard CLEAN and all 39/39 validation cases passed. Full benchmark measured 23030.605793 us aggregate and a brief-best 83172.874 us for n2048. Nsys profile brief-68-trial-4-0c160fbc97b52fcc2f4a04e179f07142978cdbe0 shows the reducer unchanged at 63.571 ms average and 76.9% GPU time, confirming the gain is outside reducer arithmetic."
2026-07-05T09:41:52.357424,68,5,23030.856,succeeded,0eac925bb7f79593a81743efc799a46775ce6b0b,"Extended the device-scoped grow-only n2048 state to diagonal, off-diagonal, tau and info intermediates, reusing narrowed views after warmup while preserving tau through the immediately ordered backtransform. Kernelguard CLEAN and all 39/39 validation cases passed. Full benchmark measured 23030.855506 us aggregate and a new brief-best 83136.228 us for n2048. Fifth-trial nsys profile brief-68-trial-5-0eac925bb7f79593a81743efc799a46775ce6b0b shows unchanged reducer arithmetic at 63.610 ms average/76.9% GPU time and only two FillFunctor instances versus four in trial 4."
2026-07-05T09:44:54.550405,68,6,23071.495,succeeded,9721013d9be68dbb8947ff1151d8fc69eeecf306,"Persisted the n2048 pre-refinement inverse-iteration vectors and eigenvalues because fixed refinement creates distinct final outputs; the vector tensor continued to provide the aligned factor workspace. Kernelguard CLEAN and all 39/39 validation cases passed. Full benchmark measured 23071.494888 us aggregate and 83316.203 us for n2048, regressing versus trial 5 at 23030.855506/83136.228 us and exposing sensitivity to persistent placement of the 128 MiB vector/factor buffer."
2026-07-05T09:48:48.398620,68,7,23038.582,succeeded,9cddd157a42f9c591ef4a5924ccf2aacb08b39ef,"Isolated pre-refinement reuse by restoring transient n2048 inverse vectors while retaining persistent eigenvalue scratch, plus the persistent reduced-matrix/reflector and reduction intermediates. Kernelguard CLEAN and all 39/39 validation cases passed. Full benchmark measured 23038.581715 us aggregate and a brief-best 83126.790 us for n2048. Final nsys profile brief-68-trial-7-9cddd157a42f9c591ef4a5924ccf2aacb08b39ef shows the reducer unchanged at 63.606 ms average/76.9% GPU time and two small FillFunctor instances."
2026-07-05T09:49:06.070973,68,N/A,N/A,brief_stop,N/A,"Completed eight clean measured trials on n2048 setup and allocation lifetime. Terminal 9cddd157a42f9c591ef4a5924ccf2aacb08b39ef caches all invariant cooperative launch attributes/config plus the occupancy-capped grid by device and batch; aliases row-major reflectors into the eliminated lower triangle of a grow-only reduced-matrix buffer; reuses persistent diagonal, off-diagonal, tau, info and pre-refinement eigenvalue scratch; leaves the inverse-vector/factor buffer transient because persistent placement measured slower; removes the redundant info clear; and preserves occupancy-derived 15-cluster residency, reducer arithmetic, certificates, compatibility modes, fallbacks and all other routes. Every trial was Kernelguard-clean and passed 39/39. Best aggregate was trial 1 at 22978.597888 us versus parent 23062.887 us; terminal aggregate was 23038.581715 us. N2048 improved from parent replay 83269.770 us to a brief-best 83126.790 us terminal. The competing vector-output-as-matrix alias measured 83272.929 us; persistent matrix reached 83172.874; persistent reduction intermediates 83136.228; persisting the large inverse-vector/factor buffer regressed to 83316.203. Final nsys profile brief-68-trial-7-9cddd157a42f9c591ef4a5924ccf2aacb08b39ef records the unchanged reducer at 63.606 ms average and 76.9% GPU time, with only two small FillFunctor launches. Keep the search moving: one packed persistent allocation for the small reduction vectors, explicit alignment/offset sweeps for the transient vector/factor buffer, per-stream scratch slots for concurrent-call safety, and host/API tracing on a profiler configuration with CPU tracing remain concrete extensions. No leaderboard submission was made by this worker, and no account leaderboard score is attributed to it."
