timestamp,agent_id,brief_id,iteration,linalg/qr_v2,status,commit,description
2026-06-19T19:12:13.757268,1,,N/A,1935.623,baseline,4320d93db0b6cd93d0c7c9b266e0c4b9d9941f6d,baseline
2026-06-19T19:35:30.768245,1,0,N/A,N/A,brief_start,N/A,"Re-attack the dominant n512 panel (shapes 3,7,9,10 = 33% of geomean) with a FUNDAMENTALLY DIFFERENT panel ALGORITHM, not more tuning of the existing panel-apply-fused (PAF) megakernel. Prior runs hill-climbed PAF's WY-representation to a local optimum; that local optimum is not a wall. Try a recursive/communication-avoiding QR (CAQR) or tournament TSQR factorization for the 512-tall panels: factor sub-panels independently and merge their R's via a reduction tree, which exposes more parallelism and shifts work onto tensor-core GEMMs. Implement as a new panel path; keep the old one as fallback. Validate HARD on all 12 shapes incl cond0; confirm geomean with interleaved A/B. NEVER use 'timeout' or any shell-timeout wrapper -- the harness auto-backgrounds long commands; run them directly."
2026-06-19T20:00:01.698982,1,0,0,1938.915,succeeded,046a6fd65ae05a9973a73b03c5351e0bd7e535a0,"n512 alt-panel-algo (CAQR/TSQR/recursive) investigation: rigorous NEGATIVE result, documented inline (behavior-neutral comment). ALGORITHMIC wall: checker needs flat geqrf Householder (sequential reflectors); CholeskyQR/TSQR/recursive panels emit incompatible reflectors (per-panel CholeskyQR2->geqrf-of-Q->flat fails factor residual even at B2 n32: 2.59 vs 0.0019); only a single global orhr_col on the full nxn Q converts validly, no per-panel shortcut. PERF wall at B640: FP64 chol(G)=6713us (hand-blocked bmm 6376, ALONE>PAF's 3.6ms total; FP64 mandatory at cond~1e5->Gram cond 1e10), TRSM=5813, FP64 Gram=4836, torch.geqrf batched=1.08s (300x), existing orhr_col B640=111ms. Device already saturated by 640 per-matrix-CTA PAF launches; multi-CTA m-split (only seq-HH-compatible parallelism lever) was tried+deleted by a prior worker. geomean 1938.9us == baseline (noise)."
2026-06-19T20:00:36.240118,1,0,N/A,N/A,brief_stop,N/A,"Brief-0 (n512 alt-panel-algo, CAQR/TSQR/recursive) -> rigorous NEGATIVE result, no speedup (geomean 1938.9us == baseline 1936.2us). The line is WALLED at B=640 on two independent axes, both measured not assumed:

(1) ALGORITHMIC: the checker scores Q=householder_product(H,tau), R=triu(H) -> it needs FLAT geqrf reflectors that compose SEQUENTIALLY. CholeskyQR/TSQR/recursive-CA panels emit reflectors INCOMPATIBLE with the global flat product (verified: per-panel CholeskyQR2->geqrf-of-Q->flat write-back fails the factor residual even at B2 n32, 2.59 vs allowed 0.0019). The ONLY valid conversion is a SINGLE global orhr_col on the full nxn explicit Q; no per-panel shortcut exists.

(2) PERFORMANCE: every batched primitive a CholeskyQR/TSQR pipeline needs is 1.6x-300x PAF's whole 3.6ms/call budget at B=640: FP64 chol(G)=6713us (cuSOLVER) and a hand-blocked bmm chol is NO better (6376us) -- FP64 GEMMs are the wall and chol ALONE exceeds PAF total; FP64 chol is MANDATORY (cond~1e5 -> Gram cond ~1e10, FP32 chol not PD). TRSM=5813us, FP64 Gram=4836us, _gram_int_ozaki=49ms, existing orhr_col B640=111ms, torch.geqrf batched=1.08s. The device is already saturated by 640 per-matrix-CTA PAF launches, so batched cuBLAS buys no parallelism the single-CTA path lacks. The only seq-Householder-compatible 'more parallelism' lever (multi-CTA m-split / row-block TSQR with a group-barrier merge) was implemented and DELETED by a prior worker for losing to PAF fusion.

The PAF megakernel (45% of shape3 GPU time, 76.7us avg/launch) is near-optimal for this algorithm family at B=640. Reviving the alt-line needs a FULL from-scratch batched-CTA-per-matrix kernel suite (3xTF32/Ozaki Gram, tensor-core blocked Cholesky, blocked right-TRSM, AND a batched orhr_col LU) -- each must beat ~0.7ms -- for a 2-3% best-case geomean dent on shape3, i.e. rebuilding most of PAF with worse numerics; also overlaps worker-0's CholeskyQR2 line.

RECOMMENDATIONS for next briefs: (a) point at the larger ABSOLUTE costs -- shape6 n4096 14.7ms, shape5 n2048 8.7ms, shape7 n512-mixed 5.5ms (the biggest n512 outlier, where the ill-conditioned bad-subset takes the exact SIMT path) -- not the already-near-optimal n512 dense PAF; (b) if the alt-line is still wanted, fund ONE shared custom batched-orhr_col kernel first (it would also speed the existing n>=4096 cholqr path and is the single missing piece); (c) rank-revealing column caps on shape9 (rankdef, true rank 384/512) and shape10 (clustered) to skip null tails could cut real work on those n512 stress shapes."
2026-06-19T20:08:13.060365,1,2,N/A,N/A,brief_start,N/A,"CORRECTED: an orhr_col reconstruction ALREADY exists -- _reconstruct_householder (py) backed by recon_lu_cpp (C++, single call, no Python loop). Its bottleneck is that it loops cublasStrsm PER-MATRIX (tuned for B2/n4096); at B640 that underfills the device (111ms). EXTEND recon_lu_cpp with a BATCHED-cuBLAS large-batch path: replace the per-matrix Strsm loop with batched/strided trsm + cublasSgemmStridedBatched TF32 Schur updates so all B matrices' column-blocks run together. Make it a DROP-IN behind the existing _reconstruct_householder signature so W0/W3's CholeskyQR drivers and the n>=4096 path adopt it unchanged. Validate the batched path is bit-comparable to the existing one on small batch, then benchmark at B640/n512 and B2/n4096. You own this shared primitive. Branch off your 046a6fd6. Validate HARD, interleaved A/B. NEVER use 'timeout' -- the harness auto-backgrounds long commands."
2026-06-19T20:20:03.495078,1,2,0,1933.906,succeeded,29cc763b3b9f85f188a5c92c82f2603429747609,"BATCHED-cuBLAS large-batch orhr_col path in recon_lu_cpp (the keystone shared primitive). Replaced the per-matrix cublasStrsm loops (L21 left-trsm, within-panel U12, wide U12w right-trsm) with cublasStrsmBatched over all B matrices when batch>=g_recon_batched_thresh(=16); pointer arrays built on-device per block via a batch-thread recon_ptroffset_kernel (Aptr[i]=Mp+i*nn+offA, Bptr[i]=+offB), no host round-trip/cudaMemcpy sync, persistent g_recon_ptrs scratch. Schur updates were already cublasSgemmStridedBatched TF32 (unchanged). DROP-IN: identical recon_lu_cpp(M,R,D,bs,ob) signature, so _reconstruct_householder + W0/W3 CholeskyQR drivers + the n>=4096 path adopt it unchanged; B2/n4096 dispatch arm stays per-matrix (batched is 0.96x there). recon_set/get_batched_thresh exported for the standalone A/B harness. MEASURED (standalone, autocuda exclusive): per-matrix vs batched recon_lu_cpp ms/call -- B640/n512 109.8->5.5 (19.98x), B256 42.6->2.4 (17.7x), B64 10.6->0.99 (10.7x), B2/n4096 7.06->7.38 (0.96x, why small batch stays per-matrix). VALIDITY: end-to-end orhr_col reconstruction residuals IDENTICAL between paths (max factor ~4e-4, max orth 5e-4..1.2e-3) across B16/64/640 n512 + n1024/2048/4096 -- both reconstruct A to the same accuracy. Bit-comparable on small batch (B2/n128,B8/n256,B4/n1024: D exact, M to ~1e-4); large-n D divergence is orhr_col SIGN NONUNIQUENESS at near-zero pivots (rounding flips a valid sign; reconstruction unchanged), not a bug. Full benchmark validation PASS (19 shapes); geomean FLAT 1933.9us (no benchmark shape routes batched -- n512 uses PAF, n4096 is B2<thresh), so this is a pure additive shared primitive, no regression."
2026-06-19T20:24:33.156585,1,2,1,1934.852,succeeded,f0e14859c9bd66de90cbf69b5f9048898a4c5ce1,"Batched-arm auto 2-level geometry tuning (+8-15% over the iter-0 1-level batched path). In the batched regime cublasStrsmBatched/Schur fill the device regardless of block count, so the 2-level scheme (narrower inner diag block = cheaper serial diag_lu; wider outer panel = fewer/wider batched Schur GEMMs) wins -- OPPOSITE of the per-matrix regime where 1-level bs=ob=64 won. Swept (bs in 32/48/64) x (ob in bs/128/256) standalone: batched B640/n512 best at bs=32,ob=128 (5.49->5.05ms), B640/n1024 (23.0->19.7ms), B256/n512 (2.41->2.26ms); all valid. recon_lu_cpp now OVERRIDES the caller-passed (bs,ob) with g_recon_batched_bs/ob (=32/128) ONLY when batch>=g_recon_batched_thresh -- the B2/n4096 per-matrix arm keeps its 64/64. Still a clean DROP-IN (callers pass 64/64 unchanged); the within-panel U12 trsm/Schur branch (dormant at ob==bs) is now exercised and was already batched in iter-0, verified valid. recon_set_batched_geom exported. MEASURED standalone (auto-geometry): B640/n512 21.75x (109.8->5.05ms), B256/n512 18.84x, B640/n1024 12.30x (241.8->19.7ms), B2/n4096 stays per-matrix. VALIDITY (both paths reconstruct A): factor ~3.5e-4, orth 5e-4..1.8e-3 across B16/64/640 n512 + n1024/2048/4096, all << the n512 orth gate ~6e-3. Full validation PASS; benchmark geomean FLAT 1934.9us (B2/n4096 untouched, no shape routes batched). Pure additive shared-primitive win for W0/W3 CholeskyQR n512."
2026-06-19T20:48:37.118332,1,2,2,1953.553,succeeded,0cf6131f5a4ffc6a4d4a16d7379b0ed4af52a35b,"Lowered the batched-arm threshold 16->4 after measuring the exact crossover. Standalone n512 recon_lu_cpp per-matrix vs batched ms/call: B2 0.65/0.85 (per-matrix wins 0.77x), B4 0.98/0.88 (BATCHED 1.11x), B8 1.62/0.89 (1.83x), B16 2.91/0.92 (3.17x), B32 5.48/0.96 (5.70x), B640 109.8/5.05 (21.75x). Crossover is exactly B=4. threshold=4 now captures every batched win (B4..15 were needlessly on the slow per-matrix path at thresh=16) while keeping B2 (any n, incl the only benchmark recon shape B2/n4096) on the faster per-matrix path. Also corrected the helper docstring (3 trsm sites batched: L21 left, within-panel U12 right, wide U12w right). Validation PASS; benchmark geomean 1953.6us, shape6 B2/n4096 14692us UNCHANGED vs prior 14639 (the threshold cannot affect any benchmark shape -- none reach recon at B in [4,640]; the ~1pct geomean wiggle is run-to-run noise per environment.md <1pct guidance). Drop-in primitive unchanged in signature."
2026-06-19T20:50:36.749110,1,2,N/A,N/A,brief_stop,N/A,"DELIVERED the keystone shared primitive: a batched-cuBLAS large-batch path in recon_lu_cpp, drop-in behind the unchanged recon_lu_cpp(M,R,D,bs,ob) signature so _reconstruct_householder + W0/W3 CholeskyQR n512 drivers + the n>=4096 path adopt it with NO caller change. Three committed iterations off tip 046a6fd6: (0) 29cc763b -- replaced the three per-matrix cublasStrsm loops (L21 left, within-panel U12 right, wide U12w right) with cublasStrsmBatched over all B matrices (pointer arrays built on-device per block by a batch-thread offset kernel; no host round-trip/cudaMemcpy sync; persistent g_recon_ptrs scratch). Schur was already cublasSgemmStridedBatched TF32. (1) f0e14859 -- batched arm auto-selects the 2-level geometry bs=32/ob=128 (in the batched regime the few-wide-Schur-GEMMs win, OPPOSITE the per-matrix 1-level 64/64), +8-15%. (2) 0cf6131f -- threshold 16->4, the MEASURED crossover. MEASURED standalone (autocuda exclusive): recon_lu_cpp B640/n512 109.8->5.05ms (21.75x), B256 18.84x, B640/n1024 241.8->19.7ms (12.30x); per-matrix still wins at B2/n4096 (0.87x) so it stays there. VALIDITY: end-to-end orhr_col reconstruction residuals IDENTICAL between paths (factor ~3.5e-4, orth 5e-4..1.8e-3, all << the n512 gate ~6e-3) across B16/64/640 n512 + n1024/2048/4096; bit-exact (D, M~1e-4) on small batch. The large-n D divergence under forced-batched is orhr_col SIGN NONUNIQUENESS at near-zero pivots (a valid alternate sign; reconstruction unchanged), NOT a bug. recon_set/get_batched_thresh + recon_set_batched_geom exported for the A/B harness. BENCHMARK: geomean flat across 3 runs 1934.5-1953.6us (parent 1938.9), shape6 B2/n4096 unchanged -- NO benchmark shape reaches recon at B in [4,640] (n512 uses PAF, n>=4096 only at B2<thresh), so this is a pure additive primitive with zero regression risk. The whole-benchmark metric CANNOT reflect this win; its value is unlocking the CholeskyQR n512 line.

RECOMMENDATIONS for next briefs: (a) The win is now LATENT -- a separate brief must WIRE a CholeskyQR n512 path (B640) to call _reconstruct_householder so shape3/7/9/10 actually route through this 5ms recon; W0 proved the FP64 chol/Gram/TRSM for n512 are individually 1.6-300x PAF's 3.6ms budget, so the recon being 5ms (not 111ms) removes only ONE of several walls -- the Gram+chol+main-solve must ALSO be made batched-tensor-core-cheap before CholeskyQR beats PAF at n512; this recon is necessary-not-sufficient. (b) FURTHER recon speedup (for the n>=4096 path and any adopter): the batched trsm is now 3.6ms of the 5.05ms (batch_trsm_left/right SIMT kernels, the wide U12w dominates); pre-invert the obw x obw Lp once via one batched trsm (RHS=I) then apply U12w via an EXACT-FP32 cublasSgemmStridedBatched (the tri_solve_right_inv pattern that won at small batch) -- the apply can't be TF32 (feeds the sequential LU) so it's SIMT-GEMM-bound, uncertain payoff, but the single biggest lever left. (c) Consider routing the n2048 (shape5, B8) and n1024 (shape4, B60) CholeskyQR candidates through this recon now that B8/B60 are firmly in the 1.8-12x batched-win region."
2026-06-19T20:55:03.053194,1,4,N/A,N/A,brief_start,N/A,"SIMPLIFY (no-regression mandate), region (d) = DISPATCH GLUE + ENV-FLAG KNOBS + small-n/tiny paths. AVOID the n4096 recon mechanics (recon_lu_cpp/diag_lu/build_H -- W2 is actively optimizing those; do NOT touch). Target: (1) the ~40 module-level os.environ.get knob flags -- find ones NEVER set in practice and whose non-default branch is dead; collapse each to its live constant. (2) The four never-READ _RECON_* Python flags + the orphaned recon-solve comment/header block (~lines 6539-6561, bodies already pruned). (3) _* Python helpers and C++ exports with ZERO callers (verify via grep). (4) the small-n / tiny dispatch arms in _custom_kernel_generic that never fire for the 12 benchmark shapes. INSTRUMENT/TRACE which paths execute for all 12 shapes FIRST; anything on a live-traced path is OUT OF BOUNDS. Do NOT delete any code annotated or intended as a LATENT primitive (e.g. the batched-recon arm) -- leave those, annotate if helpful. STRICT no-regression: validate HARD all 12 + interleaved A/B within noise (<1%); deliverable = smaller equivalent kernel (report lines removed + the executed-path trace). Branch off baseline 4320d93d. NEVER use 'timeout' -- the harness auto-backgrounds long commands."
2026-06-19T21:25:22.052009,1,4,0,1936.815,succeeded,beee050025f37bb29de48f2a08affd9c06637e31,"SIMPLIFY region-d iter0 (behavior-neutral dead-code elim, n4096 recon AVOIDED). Removed: (a) the 4 never-READ Python flags _RECON_CUSTOM/_RECON_CPP/_RECON_CPP2/_RECON_IPH (each appeared exactly once = assignment, zero readers via grep) + ~17 lines stale comments -> 5-line note; (b) the orphaned 'Custom recon-solve kernels'/'Build inverse of U' comment header block (was ~6539-6561, pure comments, bodies already pruned); (c) 6 C++ setter exports with ZERO callers (grep-verified, neither _ext.* nor internal C++): set_prec_w, set_minv_2lev_nlev, set_n512_nfac, set_n512_rankreveal, set_n512_rr_thr, set_n512_rr_detect -- removed from all 3 sites (forward decl in _CPP_SRC, void def in _CUDA_SRC, load_inline functions=[]). Backing globals g_* KEPT (managed internally by qr_n512_mixed_driver / build_Minv nlev, read by live n512 kernels) -- only unreachable Python API surface removed. EXECUTED-PATH TRACE (static, predicates are pure fns of B,n): s0 n32->blocked_qr_tiny; s1 n176->single-level blocked_qr (SMALL1_BF16=0); s2 n352->_qr_small_bf16 (SMALL2_BF16=1); s3/7/9/10 n512->_qr_bigbatch_split_bad->qr_n512_mixed_driver; s4/8/11 n1024->_qr_large_b60_classified->_qr_large_fp16(LARGE_LO); s5 n2048->_qr_large_fp16(LARGE_HI); s6 n4096 B2->_cholqr_dense_b2_path (recon, W2). NET -53 lines (8695->8642). Validation PASS (22 test shapes + diff/invariance guards). Benchmark geomean 1936.8us vs parent 1935.6us (+0.06%, <1% noise); every per-shape timing matches parent."
2026-06-19T21:30:52.385498,1,4,1,1935.884,succeeded,395109e07fc2243b35b3bacc3271bfca38207912,"SIMPLIFY region-d iter1: collapse the dead QR_SMALL_BF16 legacy master switch. _SMALL_BF16 (default 0) was a legacy diagnostic master forcing BOTH per-shape small-n bf16 gates on for sweeps; never set in practice, so (_SMALL_BF16 or X)==X identically. Collapsed the dispatch condition to the live per-shape gates ((_SMALL1_BF16 and 64<n<=176) or (_SMALL2_BF16 and 176<n<=352)) and removed the _SMALL_BF16 def + comment. Per-shape gates _SMALL1_BF16/_SMALL2_BF16 untouched -> shape1/2 routing byte-identical. Behavior-neutral by construction (always-False OR term). Build cache-hit (Python-only). Validation PASS (22 test + guards). Benchmark geomean 1935.9us vs parent 1935.6us (+0.01%); a first A/B run read 1951.8us (+0.84%) but a re-run confirmed 1935.9 -- the wiggle is fleet noise, the change cannot touch kernel execution."
2026-06-19T21:35:56.880927,1,4,2,1929.873,succeeded,6503a21a8c7ae5fd84c3215325dc0e6be05f934c,"SIMPLIFY region-d iter2: collapse the dead n1024-B60 classifier + drop its orphaned C++ kernel. _qr_large_b60_classified ran compact_large_bad_input (sampled probe) + a counts[0].item() HOST SYNC to pick between the FP16 launch and a whole-batch exact-FP32 fallback gated on QR_N1024_MIXED_FP16. That knob defaulted 1 / never set to 0, so BOTH live branches already returned the IDENTICAL _qr_large_fp16(Ac,_LARGE_LO) call -- the classification + host sync were dead. Collapsed to that single live call (byte-identical) and removed: the dead _N1024_MIXED_FP16 knob+comment; the now-zero-caller C++ export compact_large_bad_input (kernel+wrapper+decl+functions[] entry, ~140 C++ lines). compact_n512_bad_input (n512 splitter) is a different export, untouched. _qr_large_fp32 stays live (small-batch n1024/n2048); _qr_large_fp16 still runs _patch_collinear so mixed/stress minority repaired as before. NET -146 lines this iter (8642->8496); cumulative -199 from parent (8695). Build OK (full C++ recompile). Validation PASS (22 test + guards; n1024 stress residuals identical to parent). Benchmark geomean 1929.9us vs parent 1935.6us (-0.30%, within noise, favorable): the dropped device launch + host sync nudged n1024 down (s4 3691, s8 3675, s11 3684 vs ~3730). Behavior-equivalent, smaller, slightly faster -- no regression."
2026-06-19T21:39:28.653625,1,4,3,1930.766,succeeded,fe0986e538cfe887be3b9a20bad22c058356abca,"SIMPLIFY region-d iter3: drop the dead Python pybind binding for gather_n512_bad_input. It has ZERO Python callers (no _ext.gather_n512_bad_input anywhere) but a LIVE internal C++ caller inside qr_n512_mixed_driver, so only the unreachable pybind binding is dead. Removed its forward decl (in _CPP_SRC) + load_inline functions=[] entry; KEPT the kernel+wrapper definition (internal use) + added a 3-line note. Internal call resolves via the in-_CUDA_SRC definition (different TU from the pybind cpp). Behavior-neutral (unreachable API surface). Build OK (full C++ recompile; internal caller resolved without the pybind decl). Validation PASS (22 test + guards). Benchmark geomean 1930.8us vs parent 1935.6us (-0.25%, within noise, favorable; iter2 n1024 host-sync removal persists); n512 shapes 3/7/9/10 identical to parent (mixed driver untouched). Cumulative from parent: file 8695->8498 lines."
2026-06-19T21:47:43.233676,1,4,4,1936.625,succeeded,5772968c1e46c464557c0ac9763765f29ce6eb48,"SIMPLIFY region-d iter4: remove 2 never-launched dead C++ kernels in the n512 main module. Both __global__ kernels DEFINED but NEVER LAUNCHED (grep-verified zero NAME_kernel<<< sites): n512_tail_nz_mask_kernel (rank-reveal tail-nonzero mask, leftover -- rank-reveal capping is actually driven by the in-convert g_n512_rr_detect/ncap path, not this mask) and copy_tau_n512_indexed_kernel (indexed tau copy, superseded by scatter_exact_n512). Each replaced by a one-line note. LIVE neighbors untouched + launch sites verified: n512_zero_tail_kernel (launched in rank-cap fill) and scatter_exact_n512_kernel. A never-launched kernel cannot affect execution -> behavior-neutral. Build OK (full recompile). Validation PASS (22 test + guards). Benchmark geomean 1936.6us vs parent 1935.6us (+0.05%, noise); all 12 shapes match parent (n1024 iter2 win retained). This iter -41 lines (8498->8457); cumulative -238 from parent (8695->8457)."
