timestamp,brief_id,trial,linalg/cholesky_py,status,commit,description
2026-07-20T14:40:24.950782,87,N/A,N/A,brief_start,N/A,"Combine the current n=1024+n=2048 global leader with the dependency-safe six-way 32-column n=256 graph. Import only the 384-CTA initial half-panel factor/solve path and matching LD36 sidecar stores while preserving all small, n=512, n=1024, n=2048, n=4096, and large-shape dispatches, then optimize cross-shape state and validate the full grid."
2026-07-20T14:50:12.535719,87,0,778.571,succeeded,991f338a43f958a0016328c536b3c32a7a8907a2,"Merged both parent histories while preserving the first parent's complete n1024, n2048, small, n512, n4096, and large-shape dispatches. Imported only the second parent's six task-major initial n256 CTAs per matrix: each independently factors A00, solves one 32-column LD36 U01/U02/U03 half, and writes disjoint FP32 plus packed LD64 sidecar halves; task0 alone drains A00. Wrapped build, all 17 tests, fresh-input guard, and all 15 benchmark cells passed. Aggregate measured 778.571 us under isolated tails. Batch64/n256 measured 82.756 us mean/66.314 best with one 3.211-ms sample versus second-parent 69.203/64.256. Preserved batch60/n1024 measured 933.148/890.816 us and batch8/n2048 2080.287/1499.600 us with one 109.894-ms sample, reproducing their clean floors near first-parent 890.880 and 1492.960 us."
2026-07-20T14:57:11.762848,87,1,760.724,succeeded,603d34e9ba1252fd3ffbacbc9b77f18e745deeaf,"Changed only the six-way n256 initial block mapping from task-major waves to sample-major groups, so each sample's six factor/half-panel CTAs are adjacent and can reuse the same A00 and panel cache lines while every other shape and graph node remains byte-identical. Wrapped build, all 17 tests, fresh-input guard, and all 15 cells passed. Aggregate improved from tail-heavy Trial0 778.571 to 760.724 us. Batch64/n256 mean improved from 82.756 to 71.899 us as the worst sample fell from 3.211 ms to 0.919 ms, while clean best moved from 66.314 to 67.072 us. Preserved n1024 measured 913.304/890.720 us and n2048 1869.182/1505.984 us, with untouched paths returning near their parent floors."
2026-07-20T15:00:58.266911,87,2,N/A,build_error,80e7561fa0ab9f3627b2b5d3cb99bbd564cf0484,"Reordered the six initial n256 tasks into three 128-block panel waves, pairing each panel's two halves per sample to retain task-wide coverage while adjacent CTAs reuse A00/panel cache lines. Wrapped local import build and all 17 tests plus fresh-input guard passed, and benchmark cells0-2 completed, but exact batch64/n256 failed during remote Numba specialization: the new C integer named panel shadowed the existing panel pointer, causing four NVRTC errors in the linked loader/store source. No full-grid metric was emitted; the schedule requires a separate identifier-fix trial."
2026-07-20T15:06:43.158888,87,3,759.989,succeeded,3252613a4583847542becb05e3cddded9690a2df,"Fixed Trial2's remote C specialization by renaming the panel-group integer, preserving the three-wave paired-half schedule. The 384-block initial grid now launches 128 adjacent CTAs for both 32-column halves of each U01/U02/U03 panel before advancing, combining per-panel cache reuse with all-sample wave coverage. Wrapped build, all 17 tests, fresh-input guard, and full 15-cell benchmark passed. Aggregate improved from sample-major Trial1 760.724 to 759.989 us. Batch64/n256 reached 69.294/66.284 us mean/best versus sample-major 71.899/67.072 and task-major Trial0 82.756/66.314, retaining the clean floor while reducing the largest tail. Preserved n1024 measured 910.803/890.912 us and n2048 1906.627/1506.464 us."
2026-07-20T15:12:47.364005,87,4,763.242,succeeded,8ef8e561439f23b6c7d6a38b80d91c9b96b390cf,"Applied a 96-register launch cap to the paired-wave n256 initial kernel, targeting the parent profile's 119-register initial node while preserving the exact six-way LD36 graph and every other dispatch. Wrapped build, all 17 tests, fresh-input guard, and all 15 cells passed. Batch64/n256 measured 70.002/66.284 us mean/best versus uncapped Trial3 69.294/66.284: the clean floor was identical and the sampled mean rose 0.708 us. Aggregate measured 763.242 us versus Trial3 759.989, dominated by an unrelated 18.403-ms n1024 sample; n1024 clean best was 892.512 us and n2048 1504.384 us."
2026-07-20T15:19:19.279144,87,5,758.754,succeeded,e9a883fda6e29dd4590311eba1081b15d9e092a2,"Tightened the paired-wave n256 initial launch cap from 96 to 80 registers as the second point of the profile-directed cap comparison, leaving the graph, traffic, and all other dispatches unchanged. Wrapped build, all 17 tests, fresh-input guard, and full grid passed. Batch64/n256 measured 70.253/66.260 us mean/best versus cap96 Trial4 70.002/66.284 and uncapped Trial3 69.294/66.284; the clean floor moved 0.024 us while the mean remained within tail variation. Aggregate reached 758.754 us, the branch low, with n1024 938.246/892.800 us and n2048 1807.912/1491.216 us. The aggregate gain primarily reflects cleaner untouched cells rather than the register cap alone."
2026-07-20T15:46:49.317567,87,6,757.221,succeeded,b6fffc2a1565f586732b286ba903c32ed958ba0c,"Acted on the exact Trial5 profile's no-spill 80-register initial kernel by removing the remaining four-column RHS pad: the six 32-column initial panels now use compact LD32 shared storage, reducing workspace from 26.62 to 25.62 KiB while retaining paired 128-CTA panel waves and every other dispatch. Wrapped build, all 17 tests, fresh-input guard, and all 15 cells passed. Batch64/n256 improved from profiled LD36 Trial5 70.253/66.260 to 69.042/66.282 us mean/best; aggregate reached a branch-best 757.221 us versus 758.754. Preserved n1024 measured 904.765/888.800 us and n2048 1823.738/1500.512 us. The single authorized hosted profile ran through the mandated slice wrapper on exact e9a883fda6e29dd4590311eba1081b15d9e092a2/index3: lock 2026-07-20T15:20:16.089331Z, hosted 15:20:18.329577Z--15:39:42.135521Z, job 4cbe8febbefa4df99a6634557d67d6df, source blob 0cf4fb1ce4a028a67fbade5eb344a300bcdc7bd6. It measured the initial node at 32.45/32.19 us, 80 regs, 26.62 KiB, 15.81 percent achieved occupancy, 60.63 percent no-eligible, no spills, 10 percent excessive global sectors, and 3 percent excessive shared wavefronts. Canonical artifacts are profiles/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-87-trial-5-e9a883f*. No second hosted request will launch."
2026-07-20T15:54:48.476908,87,7,781.879,succeeded,6f3cc2bdf29f6d50a6e23475ff428283e6f382dc,"Used the profile's 42-percent memory activity and duplicated A00 traffic to predicate the initial cp.async factor load to upper-triangular float4 segments only, leaving compact LD32 panels, the 384-CTA paired schedule, and all other paths unchanged. Wrapped build, all tests, guard, and full grid passed. Batch64/n256 measured 77.473/66.426 us mean/best versus full-tile Trial6 69.042/66.282, including a 2.211-ms tail; the clean floor rose 0.144 us, measuring the divergent triangular load as slower despite halving nominal factor bytes. Aggregate was 781.879 us under n256, n1024, and a 156-ms n2048 tail. Preserved clean n1024/n2048 bests were 896.992/1509.696 us."
2026-07-20T16:02:13.923854,87,8,771.835,succeeded,26e8ef1bd1588bb15ad0866a2efb81c19c1d86e7,"Restored the full coalesced factor load, then changed task0's triangular A00 drain from two 16-lane float4 rows per warp to one full-warp float2 row, targeting the profile's 23.9-of-32-byte global-store sector utilization while retaining compact LD32 panels. Wrapped build, all tests, guard, and full grid passed. Batch64/n256 measured 71.080/66.304 us mean/best versus Trial6's original float4 drain 69.042/66.282; the clean floor was 0.022 us slower and the mean included a 0.972-ms tail. Aggregate measured 771.835 us under n512/n2048/large-shape drift; clean n1024/n2048 bests were 890.816/1501.856 us. The doubled drain instruction count did not move the target floor."
