optimization_id,description,branches,commits,trial_numbers,attempts,best_speedup,best_step_speedup,outcome,frequency_pct
opt_0000,"Restore the measured-fast flag1 medium reduced kernels after barrier variants regressed. Final candidate retains PDL overlap, fused routing/scatter, rest-only TF32+FP32 repair/gate, accurate 3xTF32 gate, unordered AQ gate, and persistent auxiliaries/bases. 39/39 passes; mixed n512 98088.333 us; full 25150.416354 vs parent 25210.198.",autocuda/optimize/2026-07-03-05-14-36/brief-8,a8747145,autocuda/optimize/2026-07-03-05-14-36/brief-8:21,1,1.0144,1.0012,kept,8.33
opt_0001,"Added cluster-secondary PDL launch support and a heterogeneous med/cluster chain. The 25 non-projector remainder rows run in one full-n C=5 cluster primary; k608 then k384 reduced grids launch as dependents; five two-level rows use one projector solve; one final scatter. Valid 39/39. Mixed1024 improves 211154.379->105322.177 us and aggregate 26524.404->25161.131 us, within 0.04% of parent.",autocuda/optimize/2026-07-03-05-14-36/brief-11,3c275b0b,autocuda/optimize/2026-07-03-05-14-36/brief-11:4,1,1.0139,1.0542,kept,8.33
opt_0002,"Enable the medium kernel's FP32 one-barrier reduction and carried-next-reflector-norm path only for the overlapped dense/PSD pair (flag 25), targeting its post-cluster tail. 39/39 passes, but 10-run mixed n512 mean regresses to 98491.814 us vs 98113.889; extra carry work outweighs barrier savings. Full 25174.895123 is noise-driven.",autocuda/optimize/2026-07-03-05-14-36/brief-8,2f29c25a,autocuda/optimize/2026-07-03-05-14-36/brief-8:19,1,1.0134,1.0014,kept,8.33
opt_0003,Isolate the one-barrier FP32 reductions (flag 9) without carried-next-norm work. Valid; mixed n512 98275.917 us over 5 runs is closer but still ~0.16 ms slower than flag1 best 98113.889. Reduction broadcast removal alone is neutral-to-negative here.,autocuda/optimize/2026-07-03-05-14-36/brief-8,f17de7fb,autocuda/optimize/2026-07-03-05-14-36/brief-8:20,1,1.0132,0.9998,kept,8.33
opt_0004,Restore FP32 dense/PSD reduced backtransforms. Replace the rest route's true-FP32 Q^TQ gate with the symmetric two-product 3xTF32 Gram already validated by the low-rank gate. 39/39 passes; mixed n512 improves to 98354.391 us and full metric to 25183.860413.,autocuda/optimize/2026-07-03-05-14-36/brief-8,69b7840f,autocuda/optimize/2026-07-03-05-14-36/brief-8:14,1,1.0130,1.0181,kept,8.33
opt_0005,"Replaced four mask/nonzero compactions with one fused four-way route classifier, one argsort and one four-counter sync; kept each route numerical solver unchanged, packed outputs by route, then fused final Q/L scatter in one Triton launch. Valid 39/39. Mixed512 measured 104036.766 us; full geomean 25196.551 us versus parent 25210.198 us.",autocuda/optimize/2026-07-03-05-14-36/brief-8,e58874eb,autocuda/optimize/2026-07-03-05-14-36/brief-8:2,1,1.0125,1.0005,kept,8.33
opt_0006,"Persist and reuse rest-cluster v/p auxiliaries plus the identity matrix by (batch,n,C,device), complementing the existing large scratch/T/bounds caches. 39/39 passes; mixed n512 improves modestly to 98191.775 us, full metric 25204.063494 (unrelated-shape noise vs trial13).",autocuda/optimize/2026-07-03-05-14-36/brief-8,90fe7942,autocuda/optimize/2026-07-03-05-14-36/brief-8:17,1,1.0122,1.0018,kept,8.33
opt_0007,"Separated clustered compact-WY Gram and T shared tiles, removing the per-column Gram snapshot and one warp synchronization; expanded the stage-tail SMEM reservation without changing the hot triangle limit. Validation 39/39; branch-best 25204.208 us, mixed512 99511.629 us.",autocuda/optimize/2026-07-03-05-14-36/brief-10,0179c68b,autocuda/optimize/2026-07-03-05-14-36/brief-10:14,1,1.0122,1.0022,kept,8.33
opt_0008,"Cache the exact deterministic Gaussian Omega/complement bases by (B,n,k,device), eliminating four RNG launches and repeated allocations on the mixed dense/PSD branches. Read-only bases preserve algorithm and outputs. 39/39 passes; mixed n512 98113.889 us (~0.08 ms gain, near noise), full 25209.101912.",autocuda/optimize/2026-07-03-05-14-36/brief-8,1143f727,autocuda/optimize/2026-07-03-05-14-36/brief-8:18,1,1.0120,0.9998,kept,8.33
opt_0009,"Merged the PSD-only retained A^2*Omega range seed with the exact three-way n2048 spectral divide while preserving both route guards. Full validation passed 39/39. Aggregate improved to 25210.198 us; mixed512 measured 104103.508 us and dense n2048 86191.059 us. Nsys shows no cross-route interference: mixed512 keeps one 44.523 ms cluster solve, while n2048 keeps two 28.037 ms cluster leaves and 40.248 ms of main TF32 GEMMs.",autocuda/optimize/2026-07-03-05-14-36/brief-7,0ed0e959,autocuda/optimize/2026-07-03-05-14-36/brief-7:1,1,1.0120,1.0015,kept,8.33
opt_0010,Restore dense-first dependency order and run only the rest-route WY backtransform in plain TF32. The existing two FP32 Newton-Schulz repair steps plus per-matrix residual gate make this safe: 39/39 validation passes; mixed n512 improves to 98768.594 us (~1.90 ms over prior best).,autocuda/optimize/2026-07-03-05-14-36/brief-8,1dc40e7c,autocuda/optimize/2026-07-03-05-14-36/brief-8:12,1,1.0114,1.0013,kept,8.33
opt_0011,"Changed generator continuation order from PSD-then-dense to packed dense-then-PSD after the same dependency chain. Valid 39/39. Mixed512 measured 100665.011 versus 100779.047 us (-0.11%, within noise); full geomean improved 25256.885->25243.322 us in this run.",autocuda/optimize/2026-07-03-05-14-36/brief-8,21c89cb3,autocuda/optimize/2026-07-03-05-14-36/brief-8:8,1,1.0106,1.0005,kept,8.33
