timestamp,agent_id,brief_id,parent_commits,brief_kind,description
2026-06-20T04:53:46.935704,0,0,fb5f83213d5dbc7a4a0fe4e2b876bef744414979,simplify,"SIMPLIFY the Python dispatch's ~40 os.environ.get knobs (submission.py lines ~8-90, 7340-7600, 8016-8090). Each QR_* knob has a production default; the non-default branch is dead config surface. Inline every knob to its literal default and delete the now-unreachable branches and the dead _ext.set_* calls they feed (e.g. _SMALL_BF16=0/_SMALL1_BF16=0 disables _qr_small_bf16 entirely; _FP32_SMALL_HI=0; _FALLBACK; alternate _BF16_* values). Keep all 12 benchmark shapes numerically identical and geomean within 1% of 1934us; revert any knob whose removal moves a shape. Measure diff_lines each iteration."
2026-06-20T04:54:10.855829,1,0,fb5f83213d5dbc7a4a0fe4e2b876bef744414979,simplify,"SIMPLIFY _CUDA_SRC panel-factor kernel family (submission.py ~84-660): panel_factor_smem_kernel + _raw_ + _pipe_ + _fnorm_ov_ variants plus their cudaFuncSetAttribute registrations (~2431-2461) and the run_panel g_panel_defer/g_panel_raw/g_panel_cm/g_panel_cm2 dispatch (~2560+). Instrument or trace which (defer,raw,cm,cm2,warps) combinations the 12 benchmark shapes actually launch, then delete the panel template instantiations and dispatch arms that NEVER fire. Hold all 12 shapes numerically identical, geomean within 1% of 1934us. Measure diff_lines each iteration."
2026-06-20T04:54:10.889994,2,0,fb5f83213d5dbc7a4a0fe4e2b876bef744414979,simplify,"SIMPLIFY the build_Minv kernel family (submission.py ~678-1010): build_Minv_kernel<BMAX>, build_Minv_dyn_kernel, build_Minv_blk4_kernel, build_Minv_rblk_gen_kernel and their host wrappers/set_minv_* knobs. The profile shows only build_Minv_blk4_kernel firing on the hot n=512 path. Trace which build_Minv variant each of the 12 shapes selects (via _MINV_NT/_BF16_NT/minv_blk4/minv_nt/nlev setters), then delete the unreachable variants and the dead nt/nlev getenv branches inside them. Hold all 12 shapes numerically identical, geomean within 1% of 1934us. Measure diff_lines each iteration."
2026-06-20T04:54:26.079973,3,0,fb5f83213d5dbc7a4a0fe4e2b876bef744414979,simplify,"SIMPLIFY the second CUDA extension _CUDA_LU_SRC + _CPP_LU_SRC (submission.py ~6463-7316, ~850 lines) and its _compile_lu/_get_lu machinery. It is reached ONLY by the n>=4096 CholeskyQR path (shape 6, B=2, n=4096) via _cholqr_dense_b2_path/_choleskyqr_1pass. Investigate whether shape 6 holds the perf floor with a simpler implementation: stock torch.linalg.cholesky/cuSOLVER potrf+trsm instead of the hand-written looped-cholesky/TRSM LU kernels, which would let the entire second extension be deleted. If torch holds shape 6 within 1% geomean, remove _CUDA_LU_SRC wholesale. Hold all 12 shapes; measure diff_lines each iteration."
2026-06-20T04:55:11.342927,4,0,fb5f83213d5dbc7a4a0fe4e2b876bef744414979,simplify,"SIMPLIFY the n=512 PAF megakernel sub-mode scaffolding (submission.py ~4768-end of _CUDA_SRC + setters set_paf_warps/set_paf_no_csh/set_paf_no_vsh/set_panel_apply_fused and _BIGBATCH_PAF_* knobs ~7540-7560). Recent commits (8212e962, ada7ce6b) mark the PAF block-config / MINB4 levers DEAD with machinery left inert. Fix the kept-ON values as literals (paf_warps=8, no_csh=1, no_vsh=1, fused=1) and delete the dead 4-warp/PAF_MINB4/block-config branches, their #ifdef PAF_LAUNCH_BOUNDS variants, and the now-constant setters. Hold all 12 shapes numerically identical, geomean within 1% of 1934us. Measure diff_lines each iteration."
2026-06-20T04:55:11.377618,5,0,fb5f83213d5dbc7a4a0fe4e2b876bef744414979,simplify,"SIMPLIFY the ill-conditioning detection + repair scaffolding (submission.py: compact_collinear_kernel, coll_accum_kernel, coll_finalize_kernel ~1431-1650, compact_n512_bad_input/gather_n512_bad_input/compact_large_bad_input ~1652-1900, and Python _patch_collinear/_patch_panel_labels/_patch_bad_matrices/_qr_bigbatch_split_bad ~7615-7790). Trace which detectors/patch paths actually fire on the 12 benchmark shapes (esp. n=512 rankdef/clustered shapes 9,10 and mixed shapes 7,8). Consolidate duplicate compaction kernels and delete any repair path no benchmark shape exercises. Hold all 12 shapes numerically identical incl. the stress shapes, geomean within 1% of 1934us. Measure diff_lines each iteration."
2026-06-20T05:31:09.709012,4,1,e873f06e5daacceb8028ef23c0b43f704cb82a76,simplify,"Continue PAF cleanup on your own branch (parent e873f06e). The PAF megakernel has a family of compile-time macros all pinned to one value (~4775-4853): PAF_FP32A5=0, PAF_SPLITK_A2=0, PAF_A4_DUALACC=0, PAF_FUSE_A2A4=1, PAF_MERGE_MBW=1, PAF_NO_LSH=1. Each guards #if/#else/#ifndef dead branches in qr_panel_apply_fused_kernel (the =0 experimental variants A2-splitK/A4-dualacc/FP32-A5 are pure dead code; the =1 ones have dead #else arms). Delete the macros, inline the taken branch of each, and remove the unreachable arms. Also clean the stale g_paf_strip comments and any indexed-path defensive-restore boilerplate you flagged. Hold all 12 shapes numerically identical, geomean within 1% of 1934us; validation guards must pass. Measure diff_lines each iteration."
2026-06-20T06:00:37.760359,2,1,dfde99482667ebca7cba32594e2fb0207cbc074b,simplify,"Apply your proven MINV_TRACE-style reachability method to the bf16 APPLY dispatch (parent dfde9948, your own branch). There are two non-fused bf16 apply paths: apply_block_reflector_bf16 (~5424) and apply_block_reflector_bf16_wf16 (~5507), selected by g_bf16_wf16. Your brief-0 trace suggested g_bf16_wf16 is always-on for every bf16-driver shape, making the NON-wf16 apply_block_reflector_bf16 (and any helpers only it calls) dead. Instrument the apply dispatch sites (which apply variant + which g_* flags fire) across all 12 bench + 22 test shapes, prove which non-fused bf16 apply path(s) never execute, then delete the dead variant + its exclusive helper kernels. Hold all 12 shapes numerically identical, geomean within 1% of 1934us; guards must pass. Measure diff_lines each iteration."
2026-06-20T06:04:03.067565,3,1,823e99d65810706183574beae1ab656886a10560,simplify,"LU region exhausted (your finding) — pivot to the dtype-conversion + R-fill utility kernel zoo in _CUDA_SRC (parent 823e99d6, your branch). Candidates: 4 f32_to_bf16 variants (f32_to_bf16_kernel ~3017, _rr_ ~3037, _indexed_n512_ ~3075, _packed ~3218), bf16_to_f32_kernel, split_kernel ~1281, gather_split_C_kernel ~1261, fill_above_panel_R_tiled ~3250, fill_R_n512_ob64_ib16 ~3318, and its _indexed variant ~3362. Apply your proven trace-over-all-12-bench-AND-22-test-shapes method to prove which conversion/fill variants never launch, then delete the dead ones + exclusive helpers. CRITICAL (your own lesson): the 22 TEST shapes — incl B=1 n=4096 — also constrain reachability, so trace tests too before deleting. AVOID the n512 bad-input COMPACTION kernels (compact_*/gather_n512_bad) — another worker owns those. Hold all 12 shapes, geomean within 1% of 1934us; guards pass. Measure diff_lines each iter."
2026-06-20T06:11:51.421317,4,2,352cdc808826470db96fb587e278697712ee391e,simplify,"PAF region exhausted — pivot to the large-n (n>=1024) two-level path (parent 352cdc80, your branch). Python: _qr_large_n ~8370, _qr_large_fp16 ~7787, _qr_large_fp32 ~7884, _qr_exact_2level ~7836, and the _LARGE_LO/_LARGE_HI config tables ~7747-7780. With _BF16_LARGELO=1 and _BF16_LARGEHI=1 (defaults) plus the MIN_BATCH gates (n=1024 B=60>=16 and n=2048 B=8>=4 both take the FP16 branch), the _qr_large_fp32 branch and its exact-2level FP32 config may be DEAD for every benchmark shape. Apply your reachability method (trace dispatch over all 12 bench + 22 TEST shapes — test shapes constrain reachability too, per W3's lesson) to prove which large-n sub-paths and which _LARGE_* config-table entries never execute, then delete the dead branches + any large-n-only kernel templates they alone instantiate. Hold all 12 shapes numerically identical, geomean within 1% of 1934us; guards pass. Measure diff_lines each iter."
