timestamp,brief_id,trial,linalg/cholesky_py,status,commit,description
2026-07-19T04:03:41.950166,11,N/A,N/A,brief_start,N/A,"Tune the mixed FP16 path on the full-stack leader with a structured 96, 128, 160, and 192 panel-width sweep per profitable shape regime, then reduce solved-panel conversion and buffer traffic without changing its established small/direct dispatch."
2026-07-19T04:28:41.176218,11,0,1317.335,succeeded,2d27ba432bd615ab021c9d9ba1497a15a1dbea69,"Set the profitable batch-60,n=1024 mixed FP16 schedule to 96-wide panels while preserving the full-stack custom n=32/64/128, direct cuSOLVER, and 4096-wide single-matrix dispatch. Build, all 17 official tests, fresh-input guards, and all 15 benchmark reconstructions passed; the n=1024 batch-60 cell measured 2569.689 us and full-grid geomean measured 1317.335 us versus the 1306.110 us parent."
2026-07-19T04:31:16.830842,11,1,1310.535,succeeded,e5ad53eb7f6a804d0a10c7835efd0d98bd1234bd,"Set the batch-60,n=1024 mixed schedule to 128-wide panels with all other dispatch and buffer behavior unchanged. Build, validation, fresh-input guards, and the full benchmark passed; the targeted cell measured 2468.414 us versus 2569.689 us at width 96, and full-grid geomean measured 1310.535 us versus 1317.335 us for width 96 and 1306.110 us for the parent width 256."
2026-07-19T04:34:57.492613,11,2,1315.501,succeeded,91df557bec483ddb3288827a9141d492219695c7,"Set the batch-60,n=1024 mixed schedule to 160-wide panels while preserving every established custom/direct/single-matrix regime. All build, validation, guard, and benchmark checks passed; the targeted cell measured 2504.944 us and the full geomean measured 1315.501 us, between the width-96 result of 1317.335 us and width-128 result of 1310.535 us."
2026-07-19T04:38:46.195127,11,3,1311.419,succeeded,c6c7cb8e5af23b9c5ad1175e1633d156ff5a15e4,"Completed the requested batched-panel sweep at width 192 without changing the established custom small, direct cuSOLVER, or 4096-wide single-matrix paths. All checks passed; batch-60,n=1024 measured 2485.904 us and full-grid geomean measured 1311.419 us, compared with 1310.535/1315.501/1317.335 us at widths 128/160/96."
2026-07-19T04:42:17.884848,11,4,1307.965,succeeded,9f8b765d8779eb168ca47b0468cfe969c4f1b255,"Restored the sweep-leading 128-wide n=1024 panels and added one shape-scoped persistent FP16 panel buffer, converting each solved panel into reusable storage rather than allocating a fresh half tensor per update. Build, validation, guards, and all benchmark checks passed. The n=1024 batch-60 cell measured 2495.840 us versus 2468.414 us for the allocation-per-update width-128 trial; full geomean measured 1307.965 us versus 1310.535 us, with the unchanged n=2048 batch-8 cell sampling 3.2% faster."
2026-07-19T04:46:04.306418,11,5,1316.310,succeeded,f7ca890f51603ac56c78725aebc12b7b490933cc,"Directed solve_triangular into the transposed output panel itself, eliminating the separate FP32 solved tensor and panel.copy_ while retaining the persistent FP16 conversion buffer and width 128. Every correctness check passed. The targeted n=1024 batch-60 cell measured 2518.403 us versus 2495.840 us with the separate solved tensor, large mixed cells measured 5126.197/16757.558/63816.224 us, and full geomean measured 1316.310 us versus 1307.965 us."
2026-07-19T04:51:14.152333,11,6,1308.163,succeeded,b91cc5140ff91407e87d5bd44655ce906b39783e,"Restored the separate solved-panel tensor and added one CUDA pass that reads it once, stores the final FP32 panel, and emits the reusable FP16 update operand, replacing two generic copy/conversion passes. Build and all correctness checks passed. The n=1024 batch-60 cell measured 2506.988 us versus 2495.840 us for separate generic copies, large mixed cells measured 5101.318/16642.997/63382.645 us, and full geomean measured 1308.163 us versus 1307.965 us."
2026-07-19T04:55:55.834316,11,7,1308.376,succeeded,5b7af1b028ee7372bffd2522c6744c563edc9d6a,"Vectorized the fused solved-panel store/conversion with aligned float2 loads/stores and half2 conversion, retaining the scalar fallback for arbitrary layouts. All checks passed. The n=1024 batch-60 cell fell from 2506.988 us on the scalar fused kernel to 2443.951 us, while n=8192/16384/32768 measured 5063.923/16432.864/62415.146 us; full geomean measured 1308.376 us versus 1308.163 us in a sample with slower unchanged n=512 cells."
2026-07-19T04:59:29.244634,11,8,1309.342,succeeded,e2b1907f1c91efe2baea67f4f125d6af3e250002,"Retuned the vectorized fused store/conversion path from 128- to 160-wide panels to account for its lower per-panel overhead. All checks passed. The targeted batch-60,n=1024 cell measured 2457.770 us versus 2443.951 us at width 128, and full geomean measured 1309.342 us versus 1308.376 us; unchanged large mixed cells remained near 5072/16447/62501 us."
