timestamp,brief_id,trial,linalg/eigh_py,status,commit,description
2026-07-02T03:34:46.663563,79,N/A,N/A,brief_start,N/A,"Attack the big dense shapes 6/7/11 with a BLOCK one-sided Jacobi eigensolver expressed as batched tensor-core GEMM — distinct from the refuted two-sided cusolverDnSsyevjBatched (brief-58, 15ms/mat) and from the tridiag family. Partition columns into block-pairs; each sweep applies block Jacobi rotations that orthogonalize column-blocks via batched small dense eigendecompositions of the 2bx2b Gram sub-blocks + a batched GEMM column update A<-A@J (all tensor-core, no per-column tridiag sync). A few sweeps converge for the moderately-conditioned dense shapes; eigenvalues = converged column norms, eigenvectors = accumulated rotations. Per-matrix residual gate + cuSOLVER fallback. Measure sweeps-to-converge vs cuSOLVER 0.85ms/mat."
2026-07-02T03:53:02.241841,79,0,35277.099,succeeded,cfae0add3cdbd5319267d7a62887b413e73e895f,"two-sided BLOCK JACOBI (batched tensor-core GEMM congruence A<-W^T A W) for n=512 dense-even shape 11, b=64 sweeps=8 3xTF32. Closest-to-identity 2bx2b eigenvector reordering FIXES convergence (torch.linalg.eigh's ascending-sort permutation cycles the sweep; minimal rotation converges quadratically 4-6 sweeps -> offF/AF 5e-6 on the INDEFINITE even spectrum). 39/39 validate, orth 1.9e-5 / eigr 1.4e-5 far under gates. BUT b=64 (2b=128) sub-eigh routes to cuSOLVER syevd (sytrd4_cta+laed4/laed3/steqr ~55% of profile, 56 calls); shape11 99.8ms->1550ms (15x slower). geomean 28547->35277. Fix: b<=16 (2b<=32 cuSOLVER batched-Jacobi fast path) or custom batched small-eigh; also reduce per-step gather/scatter."
2026-07-02T04:02:20.246592,79,1,34550.047,succeeded,0de4439ba20d17ae0ee528803531f98f3b19f492,"block Jacobi b=64 sweeps=6, min-viable config. MEASURED sweeps-to-converge on n=512 even spectrum = 6 (at 5 sweeps only ~half pass, eigr 2.3e-2 > gate 9.16e-3; gapless/even spectrum needs more than the well-separated ~4, as brief anticipated). shape11 1550ms->1168ms, geomean 34550 (still ~12x regression). Full cost floor mapped (batch b640 n512): per-sweep eigh cost b16=153/b32=142/b64=108/b128=264ms; per-sweep GEMM+gather floor b16=337/b32=153/b64=72/b128=33ms; b=64 best COMBINED ~180ms/sweep x6=1080ms. Sub-eigh dominates (cuSOLVER syevd on 2bx2b: 2b=64->9.5ms/call, 2b=256->88ms/call). NO config approaches cuSOLVER 99.8ms; min ~7x over. Irreducible in pure torch: many small-contraction batched GEMMs + per-step gather/scatter + cuSOLVER sub-eigh don't amortize vs one fused syevd/matrix."
2026-07-02T04:07:47.077841,79,2,28619.991,succeeded,691d25747f216c1f30b21d414d9d77d8e76c9108,"DISABLE block-Jacobi route (_BJAC_ROUTE=False): branch tip holds parent geomean 28620 (=parent 28533 within ~1% noise), shape11 back to 99814us (sign-DC). All two-sided block-Jacobi machinery retained in-file for inspection + a future fused-megakernel attack. 39/39 validate, stream absent. MECHANISM VERDICT (measured, profiled): two-sided block Jacobi (correct choice for the INDEFINITE even spectrum vs one-sided which only gives |lambda|) is CORRECT -- validates, converges 6 sweeps (n=512) / 8 sweeps (n=1024) on the gapless even spectrum in 3xTF32, orth ~2e-5 eigr ~e-3..e-5 far under gates -- but 6-12x SLOWER than cuSOLVER on every dense target (shape11 n512b640 best 1080ms vs 99.8ms; shape7 n1024b60 915ms vs 112ms). Cost floor mapped: cuSOLVER 2bx2b sub-eigh dominates (2b=64 9.5ms/call, mega-med 15ms slower), small-contraction congruence GEMMs (b64 72ms/sweep floor), per-step gather/scatter (260ms). None amortize in pure torch vs one fused syevd/matrix. Sub-eigh via mega-med measured SLOWER than cuSOLVER for tiny blocks."
2026-07-02T04:08:18.441124,79,N/A,N/A,brief_stop,N/A,"Built two-sided BLOCK JACOBI eigensolver as batched tensor-core GEMM (the correct formulation for the INDEFINITE dense-even spectrum -- one-sided/SVD-style only yields |lambda| and loses eigenvalue signs). Branch tip 691d25747 = parent geomean 28620 (route disabled; machinery retained). BEST reached: parent (block Jacobi regressed every config). 39/39 validate, stream absent (grep 0).

KEY WINS/FACTS measured: (1) CORRECTNESS SOLVED -- torch.linalg.eigh's ascending-sort permutes the 2bx2b eigenvector columns and CYCLES the sweep (offF/AF plateaus ~0.4, never converges); the fix is the CLOSEST-TO-IDENTITY minimal-rotation reorder (argsort of per-column dominant row + positive-diagonal sign), after which it converges quadratically. (2) SWEEPS-TO-CONVERGE (brief's key ask): n=512 even spectrum needs 6 sweeps (5 passes only ~half, eigr 2.3e-2>gate 9.2e-3); n=1024 needs 8. 3xTF32 sufficient (orth ~2e-5, eigr e-3..e-5 far under gates), TF32 also passes (Lerr ~3e-3).

WHY IT LOSES (profiled, GEMM/eigh-bound confirmed): NO config approaches cuSOLVER. shape11 n512b640 best 1080ms (b64 sw6) vs 99.8ms; shape7 n1024b60 915ms vs 112ms; 6-12x slower. Cost floor MAPPED per sweep (b640n512): sub-eigh cuSOLVER-syevd on 2bx2b dominates (2b=32 4.9ms/call, 2b=64 9.5, 2b=256 88), small-contraction congruence GEMM floor (b16 337/b32 153/b64 72/b128 33 ms/sweep), per-step gather/scatter 260ms/solve. b=64 best COMBINED ~180ms/sweep. The cuSOLVER 2bx2b eigh is itself the SIMT syevd we're escaping, and mega-med on tiny blocks measured SLOWER (15 vs 9.5ms). Root cause: block Jacobi's 40-250 separate batched ops/solve don't amortize vs cuSOLVER's ONE fused syevd/matrix.

OPEN DIRECTIONS (not reached, could change the verdict): (a) FUSED CUSTOM MEGAKERNEL keeping a whole sweep resident (like _eigh_megakernel) to kill the per-step HBM round-trips + launch overhead + the cuSOLVER sub-eigh -- the only thing that could break the pure-torch floor, but a large nvcc effort the brief scoped out. (b) ONE-SIDED variant (~2/3 the GEMM: one col-update not row+col) -- but the 2bx2b Gram eigh still dominates so unlikely to break through; measure to confirm. (c) gather/scatter elimination by composing consecutive-step permutations (halves the 260ms) -- helps but eigh still dominates. (d) THRESHOLD/greedy pair selection to cut sweeps below 6. (e) a FUSED batched 2bx2b eigh primitive (Jacobi-in-registers) replacing cuSOLVER syevd -- the highest-leverage single change since sub-eigh is ~50-60% of cost. Recommend NOT spending more workers on pure-torch block Jacobi for these shapes unless (a)/(e) is pursued; the frontier for 6/7/11 is more likely the Chebyshev (brief-75) / resolvent (brief-78) lines or a fused kernel."
2026-07-02T04:10:32.472125,79,N/A,N/A,brief_start,N/A,"Attack the big dense shapes 6/7/11 with a BLOCK one-sided Jacobi eigensolver expressed as batched tensor-core GEMM — distinct from the refuted two-sided cusolverDnSsyevjBatched (brief-58, 15ms/mat) and from the tridiag family. Partition columns into block-pairs; each sweep applies block Jacobi rotations that orthogonalize column-blocks via batched small dense eigendecompositions of the 2bx2b Gram sub-blocks + a batched GEMM column update A<-A@J (all tensor-core, no per-column tridiag sync). A few sweeps converge for the moderately-conditioned dense shapes; eigenvalues = converged column norms, eigenvectors = accumulated rotations. Per-matrix residual gate + cuSOLVER fallback. Measure sweeps-to-converge vs cuSOLVER 0.85ms/mat."
2026-07-02T04:47:21.936462,79,3,43822.806,succeeded,0db75b23d9077f92fba80687855de63971e8845c,"FUSED resident-sweep block-Jacobi MEGAKERNEL: one CTA/matrix, A+V in global, whole sweep (all p-1 steps x sweeps) in ONE kernel launch, in-SMEM PARALLEL cyclic-Jacobi 2bx2b sub-eigh (chess-tournament, tb/2 disjoint pairs/round) -> eliminates cuSOLVER sub-eigh AND per-op HBM materialization AND gather/scatter. CORRECT: 39/39 validate, n=512 orth 1.9e-5 eigr 5.7e-5 Lerr 3e-6. BUT barrier/occupancy-bound: ncu (1 sweep/1 subsweep/M=16) Duration 173.9ms, Compute SM throughput 1.25%, Memory 6.2%, achieved occupancy 12.5% (theoretical 62.5%, capped by 1 CTA/matrix -> only 16-640 CTAs on 148 SMs + serial per-sub-eigh-round __syncthreads chain). shape11 b640 = 26.3s (263x SLOWER than cuSOLVER 99.8ms), geomean 43822. Smaller b (16/8) did NOT help (~30s) and broke 6-sweep convergence. Confirms the manager-anticipated on-chip barrier wall exactly. SEPARATELY measured & ruled out CUDA graphs: wall==gpu_event (zero launch gap) on the torch path -> the op-amortization wall is HBM-round-trip+compute, not launch overhead, so graphs buy nothing. ncu saved."
2026-07-02T04:51:05.739939,79,4,28572.987,succeeded,4566616719cda8b111e1a4eff63a8095183f7ce5,"FINAL: block-Jacobi route disabled -> branch tip holds parent geomean 28573 (=parent 28533 within ~1% noise), shape11 back to 100095us (sign-DC). All machinery (torch _bjac_solve + fused megakernel bjac_fused + closest-to-identity reorder) retained in-file for inspection / the one untried direction. 39/39 validate, stream absent. COMPLETE profiled verdict across 3 mechanisms: (1) torch multi-op block Jacobi HBM/eigh-bound (best 1080ms shape11, wall==gpu_event so NOT launch-bound); (2) fully-fused single-CTA-per-matrix megakernel is CORRECT (39/39) but barrier/occupancy-bound (ncu: 1.25% SM throughput, 6.2% mem, 12.5% achieved occupancy, 26.3s shape11 b640 = 263x cuSOLVER) -- exactly the manager-anticipated on-chip barrier wall; (3) CUDA graphs ruled out by measurement (zero launch gap). Fundamental tension: the ~14ms HBM floor needs FULL fusion (no gather/scatter/GEMM-materialization) but full fusion caps at 1 CTA/matrix -> occupancy wall; partial fusion (custom sub-eigh + torch GEMM) is bounded below by the 692ms torch GEMM+gather floor. Both roads measured/tightly-bounded to lose to cuSOLVER's single fused syevd/matrix."
2026-07-02T04:51:38.502441,79,N/A,N/A,brief_stop,N/A,"RESUMED per manager: built the fused resident-sweep megakernel (the named lever). Branch tip 4566616719 = parent geomean 28573 (route disabled; ALL machinery retained). 39/39 validate, stream absent (grep 0), -O3.

BUILT & MEASURED THE LEVER: fused resident-sweep block-Jacobi CUDA megakernel (bjac_fused_k): one CTA owns one matrix, A+V in global, the WHOLE sweep (p-1 steps x sweeps) runs in ONE launch, the 2bx2b sub-eigh is an in-SMEM PARALLEL cyclic Jacobi (chess-tournament, tb/2 disjoint pairs/round) -> NO cuSOLVER, NO per-op HBM materialization, NO gather/scatter, closest-to-identity reorder in-kernel. It is CORRECT: 39/39 validate, n=512 orth 1.9e-5 / eigr 5.7e-5 / Lerr 3e-6. But it hits the manager-anticipated ON-CHIP BARRIER/OCCUPANCY WALL. ncu (1 sweep, 1 subsweep, M=16): Duration 173.9ms, Compute SM throughput 1.25%, Memory throughput 6.2%, achieved occupancy 12.5% (theoretical 62.5%), 48 reg/thread, 33KB dyn smem. shape11 b640 = 26.3s (263x SLOWER than cuSOLVER 99.8ms), geomean 43822. Root cause: one-CTA-per-matrix caps parallelism at 16-640 CTAs on 148 SMs AND the sub-eigh's tb-1 sequential rounds each carry 3 __syncthreads -> a long dependency/barrier chain the SMs sit idle through. Sweeping b DOWN (16, 8) per the manager's suggestion did NOT help (~30s, and 6 sweeps stopped converging at more/smaller blocks: eigr 2.2e-2/4e-2 > gate).

CUDA GRAPHS RULED OUT BY MEASUREMENT: on the torch path wall==gpu_event (1160.6 vs 1160.2ms, zero launch gap) -> the op-amortization wall is HBM-round-trip + kernel-compute, NOT launch overhead, so graph-capturing the fixed-topology sweep buys ~nothing. (The manager's cheaper-first-step hypothesis is disproved for this workload.)

THE FUNDAMENTAL TENSION (now fully mapped): the ~14ms HBM floor requires FULL fusion (eliminate the 692ms of torch gather/scatter+GEMM-materialization), but full fusion in one kernel caps at 1 CTA/matrix -> the 12.5%-occupancy barrier wall. Partial fusion (custom batched 2bx2b sub-eigh kernel + keep torch tensor-core GEMMs) is bounded BELOW by the measured torch GEMM+gather floor (b64: 72ms/sweep GEMM x6 + 260ms gather + finish ~= 692ms) -- above cuSOLVER even with a FREE sub-eigh. All three roads measured or tightly bounded to lose to cuSOLVER's single fused syevd/matrix.

ONE UNTRIED DIRECTION that could break the tension (needs manager decision -- large effort): a FUSED-PER-STEP batched kernel launched (p-1)xsweeps ~= 42 times, each launch a custom kernel that, batched across ALL M matrices with M*(p/2) CTAs (good occupancy), does BOTH the 2bx2b sub-eigh AND that step's congruence contribution for its block-pair -- no gather/scatter (index via the schedule inline), no GEMM materialization, sub-eigh in-register. This keeps occupancy high (thousands of CTAs) while cutting the gather/scatter+materialization that bounds the partial-fusion road; the residual cost is 42 launches (measured ~6ms total launch, negligible) + the per-step HBM congruence traffic (~HBM floor). It is the only design that simultaneously avoids BOTH the occupancy wall (many CTAs) and the materialization floor (fused). Whether the inter-step global barrier (= the 42 launches) plus the per-step block-row/col HBM traffic lands under 99.8ms is unmeasured -- worth one more brief if the manager wants to pursue block Jacobi further. Otherwise the frontier for shapes 6/7/11 is more likely the Chebyshev (brief-75) / resolvent (brief-78) lines. Recommend the manager weigh the fused-per-step kernel (uncertain, large) vs redirecting to those lines."
2026-07-02T04:53:21.411599,79,N/A,N/A,brief_start,N/A,"Attack the big dense shapes 6/7/11 with a BLOCK one-sided Jacobi eigensolver expressed as batched tensor-core GEMM — distinct from the refuted two-sided cusolverDnSsyevjBatched (brief-58, 15ms/mat) and from the tridiag family. Partition columns into block-pairs; each sweep applies block Jacobi rotations that orthogonalize column-blocks via batched small dense eigendecompositions of the 2bx2b Gram sub-blocks + a batched GEMM column update A<-A@J (all tensor-core, no per-column tridiag sync). A few sweeps converge for the moderately-conditioned dense shapes; eigenvalues = converged column norms, eigenvectors = accumulated rotations. Per-matrix residual gate + cuSOLVER fallback. Measure sweeps-to-converge vs cuSOLVER 0.85ms/mat."
